SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,31.65,31.65,30.55,30.8,30.7,31.3,72591,2265103.05,04-DEC-2013,1100,INE144J01027,
3IINFOTECH,EQ,6,6.1,5.95,6.1,6.1,5.85,1531181,9298627.6,04-DEC-2013,1495,INE748C01020,
3MINDIA,EQ,3449.9,3449.9,3370,3374.7,3370,3415.6,283,961243.1,04-DEC-2013,69,INE470A01017,
A2ZMES,EQ,9.1,9.35,8.8,8.95,9,8.9,415992,3760865.8,04-DEC-2013,1138,INE619I01012,
AARTIDRUGS,EQ,198,198,196.05,196.45,196.25,197.55,3710,732372.45,04-DEC-2013,64,INE767A01016,
AARTIIND,EQ,86.5,88.8,85,88.35,88.8,86.85,33957,2981684.7,04-DEC-2013,313,INE769A01020,
AARVEEDEN,EQ,42.9,44,41.55,42.3,42,42.9,3555,151737.35,04-DEC-2013,237,INE273D01019,
ABAN,EQ,367,369.75,350.15,353.4,354.2,368.2,844705,304401361.75,04-DEC-2013,19758,INE421A01028,
ABB,EQ,680.05,691,666.1,671.85,672,686.4,124663,84252240.6,04-DEC-2013,6394,INE117A01022,
ABBOTINDIA,EQ,1531,1554.4,1510,1517.1,1518.4,1536.95,2161,3290453.75,04-DEC-2013,678,INE358A01014,
ABCIL,EQ,92.2,94.8,92.2,93.25,93.05,93.4,1866,174742.95,04-DEC-2013,59,INE605B01016,
ABGSHIP,EQ,267.15,272.85,264,265.15,265.45,269.2,130948,34909512,04-DEC-2013,1527,INE067H01016,
ABIRLANUVO,EQ,1239,1258,1210,1215.85,1216.55,1242.35,105414,130313305.5,04-DEC-2013,7003,INE069A01017,
ACC,EQ,1096.25,1107.9,1092.5,1101.95,1104,1100.45,241908,266158482.5,04-DEC-2013,14565,INE012A01025,
ACCELYA,EQ,621,632.35,615,615.9,615.15,625.85,2232,1386431.1,04-DEC-2013,213,INE793A01012,
ACE,EQ,14.15,14.75,13.55,14,14,13.85,373167,5315858.8,04-DEC-2013,1114,INE731H01025,
ACROPETAL,EQ,5.05,5.25,4.8,5.05,4.95,5.05,14111,71865.6,04-DEC-2013,63,INE055L01013,
ADANIENT,EQ,268.05,276,264.3,266.4,266.8,267.2,3629896,983828970.05,04-DEC-2013,43455,INE423A01024,
ADANIPORTS,EQ,157.6,161.65,152.4,154.45,154.5,158.1,3191123,504046518.35,04-DEC-2013,32077,INE742F01042,
ADANIPOWER,EQ,36.2,39.75,36.1,38.15,38.3,36,34934026,1346370076.05,04-DEC-2013,75245,INE814H01011,
