SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,30.35,31.95,30.35,30.5,30.5,30.55,77949,2388995,01-DEC-2014,164,INE144J01027,
3IINFOTECH,EQ,7.55,7.9,7.55,7.7,7.7,7.85,450105,3474437.85,01-DEC-2014,843,INE748C01020,
3MINDIA,EQ,6239.6,6494.75,6151.1,6271.05,6269,6302.65,402,2530195.05,01-DEC-2014,207,INE470A01017,
3RDROCK,IT,87,87,87,87,0.0,79,12821,1115427,01-DEC-2014,1,INE768P01012,
8KMILES,EQ,624.9,648,592.15,625.5,621,629.9,105225,65934910.8,01-DEC-2014,4927,INE650K01013,
A2ZMES,EQ,18.85,19.8,18.85,18.9,18.85,19.05,106025,2035711.4,01-DEC-2014,521,INE619I01012,
AARTIDRUGS,EQ,794,809.65,775.55,783,780,794.1,5859,4632301.75,01-DEC-2014,514,INE767A01016,
AARTIIND,EQ,289.9,289.9,276.05,278.5,279.9,287.85,37084,10449472.7,01-DEC-2014,1368,INE769A01020,
AARVEEDEN,EQ,45.5,45.7,43.05,44.05,44.7,45.55,4178,186085.1,01-DEC-2014,72,INE273D01019,
ABAN,EQ,539.2,554.7,525.15,533.65,532.1,546.65,1481973,802076888,01-DEC-2014,41596,INE421A01028,
ABB,EQ,1112.95,1126,1110.05,1121.65,1124.3,1113.3,35994,40356505.4,01-DEC-2014,2249,INE117A01022,
ABBOTINDIA,EQ,3538.55,3538.55,3452,3497.9,3507.9,3522.25,3495,12170520.9,01-DEC-2014,1138,INE358A01014,
ABCIL,EQ,255,255,235.1,237.3,239.75,246.3,11773,2896583.1,01-DEC-2014,409,INE605B01016,
ABGSHIP,EQ,223.15,229.4,223.15,225.3,225.65,224.55,72329,16367249.3,01-DEC-2014,1608,INE067H01016,
ABIRLANUVO,EQ,1782,1802.9,1770.1,1775,1771,1794.95,90058,160227200.45,01-DEC-2014,5566,INE069A01017,
ACC,EQ,1476,1479.7,1461.15,1470.95,1470,1475.35,137735,202553783.45,01-DEC-2014,6422,INE012A01025,
ACCELYA,EQ,925.9,937.95,904.15,910.1,910.4,920.25,15282,14129633.55,01-DEC-2014,922,INE793A01012,
ACE,EQ,39.05,39.05,37.2,37.5,37.3,39.1,229670,8819713.5,01-DEC-2014,1199,INE731H01025,
ACROPETAL,BE,3.6,3.9,3.6,3.9,3.9,3.75,8133,31425,01-DEC-2014,18,INE055L01013,
ADANIENT,EQ,457.1,462.6,450.25,451.75,450.6,458.95,550573,250024835.65,01-DEC-2014,8655,INE423A01024,
ADANIPORTS,EQ,290,292.45,284,289,289.1,290.25,1974590,570688510.35,01-DEC-2014,22616,INE742F01042,
ADANIPOWER,EQ,45.7,45.85,44.1,44.35,44.25,45.6,2974802,133146653.2,01-DEC-2014,10549,INE814H01011,
ADFFOODS,EQ,61.75,62.35,60.3,60.8,61.05,61.7,51978,3189322.85,01-DEC-2014,704,INE982B01019,
ADHUNIK,EQ,29.2,29.9,25.65,26,25.85,28.8,144423,3927750.05,01-DEC-2014,2008,INE400H01019,
ADORWELD,EQ,218.95,220,211.1,213.6,215.75,219.25,5725,1241084.35,01-DEC-2014,215,INE045A01017,
ADSL,EQ,19.6,20.5,19.6,19.85,19.85,20.4,36875,743798.4,01-DEC-2014,171,INE102I01027,
ADVANIHOTR,EQ,69,71.4,69,69,69,69.05,5680,397682.2,01-DEC-2014,16,INE199C01026,
ADVANTA,EQ,365.6,372.95,355.45,360.3,360.7,362.3,53877,19544059,01-DEC-2014,2271,INE517H01028,
AEGISCHEM,EQ,456,475,456,458.3,456.1,459.5,51708,24132947.15,01-DEC-2014,2094,INE208C01017,
AFL,EQ,117.4,117.4,107.75,107.95,109.9,113.4,19333,2116637.55,01-DEC-2014,279,INE020G01017,
AFTEK,BE,3.8,4.2,3.8,4.2,4.2,4,145855,612393,01-DEC-2014,42,INE796A01023,
AGARIND,EQ,103.5,110,102.45,105.95,106.75,102.35,18130,1913071.8,01-DEC-2014,178,INE204E01012,
AGCNET,EQ,86.35,90.45,86.35,87.8,87.95,89.35,12653,1113196.6,01-DEC-2014,126,INE676A01019,
AGRITECH,BE,6.85,6.85,6.7,6.8,6.8,6.85,2020,13573.5,01-DEC-2014,9,INE449G01018,
AGRODUTCH,EQ,2.75,3.3,2.5,3.3,3.3,2.75,139071,454855.55,01-DEC-2014,267,INE135B01014,
AHLEAST,EQ,178,180.45,175.25,176.65,175.3,178.05,605,106869.9,01-DEC-2014,40,INE926K01017,
AHLUCONT,EQ,183.7,184.4,180.1,182.4,182.2,182.9,51593,9397858.35,01-DEC-2014,891,INE758C01029,
AHLWEST,EQ,119.25,120.05,115.7,119.95,120,117.4,1567,187381.45,01-DEC-2014,44,INE915K01010,
AHMEDFORGE,EQ,396.9,397.35,378,383.75,382,397.05,391308,150066208.25,01-DEC-2014,7884,INE425A01011,
AIAENG,EQ,1201,1216.55,1130.1,1151.85,1148,1208.75,57395,67468218.2,01-DEC-2014,6263,INE212H01026,
AIL,EQ,592.45,600,587,589.45,587.6,588.7,89442,53001534.85,01-DEC-2014,1469,INE878A01011,
AJANTPHARM,EQ,2350,2428.85,2340,2409.75,2400,2362.35,34007,81701984.4,01-DEC-2014,3149,INE031B01031,
AJMERA,EQ,118.85,118.85,110,113.1,113.5,113.85,6638,745184.85,01-DEC-2014,247,INE298G01027,
AKSHOPTFBR,EQ,17.7,17.95,16.55,16.9,17,17.75,432402,7442854.65,01-DEC-2014,1337,INE523B01011,
AKZOINDIA,EQ,1354,1424.5,1354,1394.1,1390,1332,97918,136412989.3,01-DEC-2014,7061,INE133A01011,
ALBK,EQ,121.4,122.35,118.75,119.9,119.9,121.35,2835074,340446659.25,01-DEC-2014,18226,INE428A01015,
ALCHEM,EQ,37,37,34.15,34.35,35.25,36.25,8482,295987.05,01-DEC-2014,116,INE964B01033,
ALEMBICLTD,EQ,43.25,44,42,42.2,42.25,43.6,346647,14786273.15,01-DEC-2014,1979,INE426A01027,
ALICON,EQ,233.65,241,227.8,230.9,229.15,231.45,18877,4421989.05,01-DEC-2014,607,INE062D01024,
ALKALI,EQ,22.4,23,21.55,22.15,22.1,22.75,7801,174973.35,01-DEC-2014,82,INE773I01017,
ALKYLAMINE,EQ,370.15,398,362,362.15,362,369.8,4495,1676012.9,01-DEC-2014,180,INE150B01021,
ALLCARGO,EQ,323.75,324.7,313.8,314.55,314.15,322.95,59879,19081063.95,01-DEC-2014,1564,INE418H01029,
ALLSEC,EQ,30,30,23.25,25.85,25.9,25.25,4951,123692.95,01-DEC-2014,90,INE835G01018,
ALMONDZ,EQ,15.1,18,15.1,16.55,16.5,16.4,22304,384096.6,01-DEC-2014,56,INE326B01027,
ALOKTEXT,EQ,10.5,10.55,10.1,10.15,10.15,10.5,4964050,50907797.55,01-DEC-2014,12038,INE270A01011,
ALPA,BE,14.6,15.65,14.6,15.35,15.35,15.3,17683,266668.4,01-DEC-2014,22,INE385I01010,
ALPHAGEO,EQ,503,513,480,488.25,488,504.55,15406,7636422.75,01-DEC-2014,825,INE137C01018,
ALPSINDUS,EQ,1.65,1.65,1.65,1.65,1.65,1.8,400,660,01-DEC-2014,3,INE093B01015,
ALSTOMT&D,EQ,473.95,495.9,472.1,488.65,489.45,474.75,146354,71526450.2,01-DEC-2014,4508,INE200A01026,
AMARAJABAT,EQ,749.95,767,730.3,733.1,734,747.45,209475,157528177.55,01-DEC-2014,5787,INE885A01032,
AMARJOTHI,EQ,72.1,78,72.05,75,75,75.25,765,56526.4,01-DEC-2014,29,INE484D01012,
AMBIKCO,EQ,525.5,553,515,539.4,538.1,493.15,45660,24465717.65,01-DEC-2014,2237,INE540G01014,
AMBUJACEM,EQ,229.25,233.5,228.55,230.35,229.6,229.9,1512068,348745207,01-DEC-2014,19712,INE079A01024,
AMDIND,EQ,24,24.7,23.1,23.75,23.9,24.2,7049,167274.2,01-DEC-2014,49,INE005I01014,
AMLSTEEL,BE,7.3,7.3,7,7,7,7,200,1430,01-DEC-2014,3,INE577F01018,
AMRUTANJAN,EQ,435.65,438.9,422,427.15,425.95,435.9,115049,49119373.8,01-DEC-2014,3289,INE098F01023,
AMTEKAUTO,EQ,214.3,214.45,207.25,209.4,210,214.05,1608355,337670497.8,01-DEC-2014,17714,INE130C01021,
