SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,38.35,38.35,36.25,36.6,36.5,38,111913,4142256,13-FEB-2017,737,INE144J01027,
3IINFOTECH,EQ,5.5,5.6,5.35,5.4,5.4,5.45,1848791,10091628.1,13-FEB-2017,767,INE748C01020,
3MINDIA,EQ,11600,11600,11211,11266.5,11225,11511.9,1153,13109290.8,13-FEB-2017,476,INE470A01017,
63MOONS,EQ,83.4,83.8,81.5,81.85,82.1,82.65,70753,5806259.75,13-FEB-2017,1297,INE111B01023,
8KMILES,EQ,622.8,622.8,598.45,606.45,609.7,616.05,45456,27712022.15,13-FEB-2017,1907,INE650K01021,
A2ZINFRA,EQ,42.5,43.5,41.75,42,41.9,42.65,579086,24544220.75,13-FEB-2017,3416,INE619I01012,
AARTIDRUGS,EQ,621.3,621.3,610.7,616.3,618.8,619.7,12008,7377758.25,13-FEB-2017,425,INE767A01016,
AARTIIND,EQ,796,802.95,780.15,794.7,793.6,787.85,21978,17512465.55,13-FEB-2017,1252,INE769A01020,
AARVEEDEN,EQ,81,81.7,75.85,76.6,76.25,86.7,58762,4595727.75,13-FEB-2017,794,INE273D01019,
ABAN,EQ,245.25,246.8,238.3,240.4,240,244.4,788120,190839635.55,13-FEB-2017,10261,INE421A01028,
ABB,EQ,1260,1260,1212,1220.55,1215.05,1258,60953,74944683.65,13-FEB-2017,8724,INE117A01022,
ABBOTINDIA,EQ,4526,4526,4445.5,4459.75,4450,4525.9,1608,7199859.1,13-FEB-2017,405,INE358A01014,
ABFRL,EQ,152.1,155,149.35,151.05,151.25,152.05,324406,49189719.85,13-FEB-2017,3462,INE647O01011,
ABGSHIP,BZ,28,28.75,27.55,27.65,27.85,28.05,23848,664628,13-FEB-2017,137,INE067H01016,
ABIRLANUVO,EQ,1470,1485.25,1441.5,1446.15,1451.4,1479.15,509079,741576058.5,13-FEB-2017,22508,INE069A01017,
ABMINTLTD,BE,110.3,115.3,110.3,115.3,115.3,110.2,160,17948,13-FEB-2017,4,INE251C01017,
ACC,EQ,1492,1502.3,1462.1,1487.55,1485.25,1486.95,232611,345286317,13-FEB-2017,11408,INE012A01025,
ACCELYA,EQ,1570,1634,1570,1623,1607.6,1566.2,8672,13976017.95,13-FEB-2017,572,INE793A01012,
ACE,EQ,57,59,55.55,57.7,58,57,333910,19116716.05,13-FEB-2017,1786,INE731H01025,
ACROPETAL,BZ,1.5,1.5,1.5,1.5,1.5,1.45,126,189,13-FEB-2017,2,INE055L01013,
ADANIENT,EQ,93.55,93.65,90,91.7,91.65,92.85,2133187,195506803.75,13-FEB-2017,9330,INE423A01024,
ADANIPORTS,EQ,313.2,314.8,304.6,309.55,309.05,311.25,2291161,710649635.1,13-FEB-2017,20377,INE742F01042,
ADANIPOWER,EQ,36.8,37.2,35.7,36.35,36.5,36.6,6031761,219255880.8,13-FEB-2017,8461,INE814H01011,
ADANITRANS,EQ,68.8,69.7,65.5,66.9,66.6,68.3,914101,62203584.3,13-FEB-2017,5205,INE931S01010,
ADFFOODS,EQ,164.4,164.4,152.75,155.55,155.25,160.9,97415,15478790.35,13-FEB-2017,2041,INE982B01019,
ADHUNIK,EQ,7.8,8,7.5,7.65,7.6,7.75,104936,810339.55,13-FEB-2017,220,INE400H01019,
ADHUNIKIND,EQ,103,103.75,100.25,102.55,102.55,103.75,34094,3502340.85,13-FEB-2017,134,INE452L01012,
ADLABS,EQ,80.5,81,77.3,77.75,77.65,80.3,311057,24401131.5,13-FEB-2017,3337,INE172N01012,
ADORWELD,EQ,295,295,288,289,288.2,295.15,3079,893416.95,13-FEB-2017,162,INE045A01017,
ADSL,BE,33.2,33.2,32.1,32.75,33.2,33.4,34207,1117291.9,13-FEB-2017,220,INE102I01027,
ADVANIHOTR,EQ,58.45,58.45,54,54.4,54.55,56.45,21770,1194366.25,13-FEB-2017,67,INE199C01026,
ADVENZYMES,EQ,1826.45,1833,1788.95,1806.95,1810,1811.85,48983,88669551.75,13-FEB-2017,3225,INE837H01012,
AEGISCHEM,EQ,202,202,186.4,192.05,191,200.45,872229,167406110.55,13-FEB-2017,13246,INE208C01025,
AFL,EQ,68.5,72.85,68,68.95,69,67.45,122314,8614709.2,13-FEB-2017,1429,INE020G01017,
AGARIND,EQ,405,405,396,398.9,397.3,397.85,5046,2015453.2,13-FEB-2017,152,INE204E01012,
AGCNET,EQ,93.55,93.55,88,88.7,88.1,91.7,5339,482196.95,13-FEB-2017,112,INE676A01019,
AGRITECH,EQ,32.05,33.7,31.95,32,32,33.3,3725,119832.8,13-FEB-2017,40,INE449G01018,
AGROPHOS,SM,22.4,22.75,22.4,22.65,22.65,22.65,48000,1088700,13-FEB-2017,4,INE740V01019,
AHLEAST,EQ,211.9,242.6,211.9,227.85,228.4,205.1,15583,3567216.95,13-FEB-2017,614,INE926K01017,
AHLUCONT,EQ,290,295,285.35,294.2,295,290.55,32967,9587776.95,13-FEB-2017,452,INE758C01029,
AHLWEST,EQ,212,219.9,205.1,209.1,212.9,213,1425,302932.8,13-FEB-2017,43,INE915K01010,
AIAENG,EQ,1370,1397.6,1362,1383.65,1377,1366.95,110052,151670802.3,13-FEB-2017,5209,INE212H01026,
AIFL,EQ,392,418,374,405.25,397.9,396.55,127650,50791444.2,13-FEB-2017,2637,INE428O01016,
AJANTPHARM,EQ,1800.05,1812,1774.05,1803.25,1795.35,1794.75,83613,150017039.3,13-FEB-2017,7348,INE031B01049,
AJMERA,EQ,175.9,176,171,172.45,172.4,172.4,128752,22287243.2,13-FEB-2017,1659,INE298G01027,
AKSHOPTFBR,EQ,24.75,24.85,23.8,24,23.95,24.6,1431182,34656272.9,13-FEB-2017,3236,INE523B01011,
AKZOINDIA,EQ,1497,1505,1483,1488,1489.95,1494,4678,6998789.3,13-FEB-2017,257,INE133A01011,
ALANKIT,EQ,31.8,31.8,29.9,30.3,29.95,31.55,1957208,59944944.05,13-FEB-2017,2728,INE914E01040,
ALBERTDAVD,EQ,377.95,382.85,365.1,368.4,371.95,377.95,2998,1115914.8,13-FEB-2017,116,INE155C01010,
