SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,43.7,44.9,43.25,43.8,43.65,43.25,127717,5611369.65,21-APR-2017,876,INE144J01027,
3IINFOTECH,EQ,5.85,5.9,5.65,5.7,5.75,5.75,2132443,12311872.3,21-APR-2017,1122,INE748C01020,
3MINDIA,EQ,11965,11965,11650,11685.25,11652,11848.1,1204,14149930.05,21-APR-2017,283,INE470A01017,
63MOONS,EQ,77.25,79.6,77.25,77.7,77.55,77.4,71906,5632315.45,21-APR-2017,1312,INE111B01023,
8KMILES,EQ,574.9,577.9,570,573.3,574.3,569.15,25875,14835062.6,21-APR-2017,1862,INE650K01021,
A2ZINFRA,EQ,48.85,49.5,46,46.85,47,48.7,1442308,69108560.65,21-APR-2017,6803,INE619I01012,
AARTIDRUGS,EQ,585,599,578.3,586.85,593.5,582.65,13099,7689771.35,21-APR-2017,828,INE767A01016,
AARTIIND,EQ,793,806,782.65,800.9,795,800.6,44677,35715753.25,21-APR-2017,2269,INE769A01020,
AARVEEDEN,EQ,71.1,73.45,71,72.3,73.45,71.6,6496,466423.3,21-APR-2017,137,INE273D01019,
ABAN,EQ,226.55,229.1,224.85,227.3,227.5,226.2,649006,147560916.35,21-APR-2017,7498,INE421A01028,
ABB,EQ,1409.5,1425,1393.15,1400.6,1400,1409.6,36932,51877759.5,21-APR-2017,4946,INE117A01022,
ABBOTINDIA,EQ,4688,4688,4571,4582.9,4589,4642,1929,8904251.95,21-APR-2017,574,INE358A01014,
ABFRL,EQ,179.95,182.5,173.6,179.95,180,178,1626293,290474703.45,21-APR-2017,16399,INE647O01011,
ABGSHIP,BZ,20.55,21.1,20.1,20.75,20.55,20.55,20628,424001.85,21-APR-2017,85,INE067H01016,
ABIRLANUVO,EQ,1645,1649.95,1619,1631.95,1625.8,1646.7,282101,459104244.25,21-APR-2017,8022,INE069A01017,
ABMINTLTD,BE,113.9,113.9,113.9,113.9,113.9,108.5,63,7175.7,21-APR-2017,3,INE251C01017,
ACC,EQ,1509.45,1511.55,1486,1495.45,1495.5,1511.05,300211,449298446.95,21-APR-2017,17385,INE012A01025,
ACCELYA,EQ,1542,1550,1510.5,1521.85,1520,1544.7,1378,2117210.35,21-APR-2017,191,INE793A01012,
ACE,EQ,65.35,65.4,63.3,64,64.05,64.65,198394,12813591.9,21-APR-2017,1713,INE731H01025,
