SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,32.1,32.6,31.75,31.8,31.95,32.6,8905,285768.95,20-MAY-2016,115,INE144J01027,
3IINFOTECH,EQ,4.25,4.35,4.2,4.2,4.2,4.2,734457,3115683.05,20-MAY-2016,355,INE748C01020,
3MINDIA,EQ,12755,12925,12656.15,12716.3,12750,12655.8,441,5644033,20-MAY-2016,147,INE470A01017,
8KMILES,EQ,1589,1759.9,1520.1,1739.5,1734,1582.5,202213,339739494.8,20-MAY-2016,20071,INE650K01013,
A2ZINFRA,EQ,26.9,27,25.35,26.15,26.1,25.05,763467,19922494.65,20-MAY-2016,4185,INE619I01012,
AARTIDRUGS,EQ,475.2,485,472,481.7,483,477.15,8112,3894643.6,20-MAY-2016,404,INE767A01016,
AARTIIND,EQ,512.15,514,506,507.3,506.2,512.15,9106,4643105.7,20-MAY-2016,359,INE769A01020,
AARVEEDEN,EQ,60,61,56.2,56.8,56.6,60.85,10633,614082.2,20-MAY-2016,120,INE273D01019,
ABAN,EQ,206.9,209.8,203.5,204.9,205.55,205.7,654054,135224688.15,20-MAY-2016,9887,INE421A01028,
ABB,EQ,1241,1260,1200.05,1209,1208,1241.35,17972,22085922.9,20-MAY-2016,2457,INE117A01022,
ABBOTINDIA,EQ,4660,4715,4615,4685.85,4705,4659.2,557,2606034.15,20-MAY-2016,191,INE358A01014,
ABFRL,EQ,153.1,155.2,150.5,151,150.95,154.55,219623,33502053.5,20-MAY-2016,5310,INE647O01011,
ABGSHIP,EQ,28.9,28.9,26.75,27.4,27.65,28.6,704850,19292717.3,20-MAY-2016,3685,INE067H01016,
ABIRLANUVO,EQ,1045.1,1052.4,990,1000.8,1004,1038.65,905494,917005061.1,20-MAY-2016,37139,INE069A01017,
ACC,EQ,1415,1418.85,1390.15,1393.45,1392.7,1409.85,132709,186479751.95,20-MAY-2016,8726,INE012A01025,
ACCELYA,EQ,1080,1108,1080,1099.1,1100,1094.9,5011,5487898.9,20-MAY-2016,249,INE793A01012,
ACE,EQ,45.1,45.4,40.65,41.65,41.9,42.75,351796,15190940.5,20-MAY-2016,1697,INE731H01025,
ACROPETAL,EQ,2.65,2.65,2.65,2.65,2.65,2.7,2046,5421.9,20-MAY-2016,6,INE055L01013,
ADANIENT,EQ,72.3,72.45,68.5,68.9,69.1,71.5,3172695,223992779.15,20-MAY-2016,11422,INE423A01024,
ADANIPORTS,EQ,171.6,180.4,170.35,177.95,177.9,171.55,13115129,2319477066.55,20-MAY-2016,91110,INE742F01042,
ADANIPOWER,EQ,29.35,29.35,28.4,28.5,28.45,28.95,3647723,104716014.5,20-MAY-2016,8235,INE814H01011,
ADANITRANS,EQ,28.65,29.15,28.5,28.65,28.6,28.9,314693,9050900.1,20-MAY-2016,945,INE931S01010,
ADFFOODS,EQ,88.9,88.9,86,86.45,86,87.45,23365,2038308.55,20-MAY-2016,340,INE982B01019,
ADHUNIK,EQ,7.9,7.95,7.55,7.65,7.55,7.9,76236,590792.1,20-MAY-2016,235,INE400H01019,
ADI,EQ,280,280,270,270.2,273,281,3575,971574.65,20-MAY-2016,144,INE959A01019,
ADLABS,EQ,80.6,93.4,80.05,85.45,85.05,80.8,626355,55233414.45,20-MAY-2016,7756,INE172N01012,
ADORWELD,EQ,283,288.95,283,284.1,283,284.5,942,268731.55,20-MAY-2016,130,INE045A01017,
ADSL,EQ,41,41.5,39.25,39.85,39.8,40.6,124835,5022270.5,20-MAY-2016,779,INE102I01027,
ADVANIHOTR,EQ,51,54.35,47.7,49.1,49.8,52.65,5579,279546.5,20-MAY-2016,98,INE199C01026,
ADVANTA,EQ,576.8,592.75,556.15,587.35,592.75,573.5,14937,8717492.15,20-MAY-2016,1270,INE517H01028,
AEGISCHEM,EQ,111.9,114.5,110,111.1,112,110.75,304053,34120380.25,20-MAY-2016,9151,INE208C01025,
AFL,EQ,60.8,60.8,57.3,57.45,58,60.3,17288,1013417.7,20-MAY-2016,170,INE020G01017,
AGARIND,EQ,122.6,127,121.05,121.95,122,120.75,2334,287699.3,20-MAY-2016,61,INE204E01012,
AGCNET,EQ,67.15,69,66,66.35,67.6,68.35,8387,566867.55,20-MAY-2016,80,INE676A01019,
AGRODUTCH,EQ,2.65,2.65,2.6,2.65,2.65,2.55,4071,10775.75,20-MAY-2016,8,INE135B01014,
AHLEAST,EQ,154,154,147.5,149.6,148,146.1,1832,275792.3,20-MAY-2016,19,INE926K01017,
AHLUCONT,EQ,274,277.75,268.2,270.85,270.95,271.5,5665,1542685.4,20-MAY-2016,235,INE758C01029,
AHLWEST,EQ,130,130,130,130,130,133.2,310,40300,20-MAY-2016,3,INE915K01010,
AIAENG,EQ,935,978.9,928,932.9,934,958.75,14968,14048217.2,20-MAY-2016,2317,INE212H01026,
AIFL,EQ,256,256,250,253.4,253.6,255.65,37257,9477394.5,20-MAY-2016,265,INE428O01016,
AIL,EQ,595,615,595,607.1,607,610.1,5890,3580761.1,20-MAY-2016,738,INE878A01011,
AJANTPHARM,EQ,1570,1580.75,1550.6,1569.35,1573.45,1578,114902,179938550.8,20-MAY-2016,11364,INE031B01049,
AJMERA,EQ,170,173.3,157.55,159.55,159.5,167.35,386714,64244443.95,20-MAY-2016,5918,INE298G01027,
AKSHOPTFBR,EQ,16.2,16.2,15.15,15.2,15.3,15.85,706106,10997840.95,20-MAY-2016,1328,INE523B01011,
AKZOINDIA,EQ,1449,1455,1375,1429.15,1426.2,1435.5,8169,11721530.9,20-MAY-2016,877,INE133A01011,
ALANKIT,EQ,110.6,116.5,109.1,110.55,110.95,111.1,219958,24460784.75,20-MAY-2016,454,INE914E01032,
ALBK,EQ,52,52.05,50.1,50.4,50.1,51.5,1675670,85343259.3,20-MAY-2016,6140,INE428A01015,
ALCHEM,EQ,22.85,22.85,21.55,21.7,21.6,22.65,21556,470408.75,20-MAY-2016,137,INE964B01033,
ALEMBICLTD,EQ,35.9,36.6,35.5,35.75,35.8,35.8,102711,3685279.45,20-MAY-2016,801,INE426A01027,
ALICON,EQ,355.5,355.5,344.5,350,350,349.9,1556,541468.85,20-MAY-2016,46,INE062D01024,
ALKALI,EQ,43.5,43.8,40.65,41.95,41.95,43.65,1657,70084.9,20-MAY-2016,51,INE773I01017,
ALKEM,EQ,1220.05,1240,1220.05,1233.15,1237.8,1227.05,42457,52284024.45,20-MAY-2016,2433,INE540L01014,
ALKYLAMINE,EQ,319,324,305.15,307.85,310,315.5,22860,7267224.8,20-MAY-2016,733,INE150B01021,
ALLCARGO,EQ,154,164.4,154,157.4,157.6,152.7,508097,81072091.65,20-MAY-2016,10801,INE418H01029,
ALLSEC,EQ,192,199,187.1,196.95,199,187.75,76927,14970501.45,20-MAY-2016,1090,INE835G01018,
ALOKTEXT,EQ,3.95,3.95,3.8,3.9,3.9,3.95,2386572,9305509.1,20-MAY-2016,11994,INE270A01011,
ALPA,BE,34.55,34.55,34.55,34.55,34.55,32.95,11269,389343.95,20-MAY-2016,33,INE385I01010,
ALPHAGEO,EQ,490,572,488,537.65,520,487.8,239033,127721111.05,20-MAY-2016,8807,INE137C01018,
ALPSINDUS,EQ,4.9,5,4.75,4.9,4.85,5.05,11874,58384.1,20-MAY-2016,44,INE093B01015,
ALSTOMT&D,EQ,347.5,349.15,337,338.75,342,348.8,39747,13517292.25,20-MAY-2016,3206,INE200A01026,
AMARAJABAT,EQ,941.95,953,938,947.75,950.35,941.95,160296,151330906.1,20-MAY-2016,7724,INE885A01032,
AMBIKCO,EQ,862.3,868.85,846.1,854.6,848,859.45,4082,3489413,20-MAY-2016,402,INE540G01014,
AMBUJACEM,EQ,213.85,214.9,207.55,208.85,208.3,213.65,1384674,294291278.45,20-MAY-2016,17650,INE079A01024,
AMDIND,EQ,29.35,29.6,28.55,29,28.7,29.8,3437,100043.8,20-MAY-2016,43,INE005I01014,
AMRUTANJAN,EQ,410,411,403.1,408.85,411,407.35,3912,1594389,20-MAY-2016,298,INE098F01023,
AMTEKAUTO,EQ,34.1,34.85,33.55,33.8,33.8,34,1032874,35200589.2,20-MAY-2016,3418,INE130C01021,
AMTL,EQ,30,32.1,30,31,31.45,30.35,6340,195009.05,20-MAY-2016,39,INE436N01029,
ANANTRAJ,EQ,40.5,41.15,39.45,39.7,39.8,40.55,886133,35887375.4,20-MAY-2016,4026,INE242C01024,
ANDHRABANK,EQ,49,49.1,47.25,47.5,47.75,48.85,2723019,130826411.25,20-MAY-2016,14269,INE434A01013,
ANDHRACEMT,EQ,8,8.2,7.95,8,8.05,8.15,68999,558943.8,20-MAY-2016,143,INE666E01012,
ANDHRSUGAR,EQ,189,192.9,181,185.65,187.5,189.05,337952,63217212.55,20-MAY-2016,5821,INE715B01013,
ANGIND,EQ,19.55,19.55,18.05,18.2,18.2,19,91724,1717059.7,20-MAY-2016,534,INE017D01010,
ANIKINDS,BE,31,31.7,30.6,31.7,31.7,32.05,442,13663.9,20-MAY-2016,3,INE087B01017,
ANKITMETAL,EQ,1.75,1.75,1.65,1.7,1.7,1.75,5211,8804.25,20-MAY-2016,10,INE106I01010,
ANSALAPI,EQ,18.8,19.2,18.5,18.6,18.5,18.8,35854,673608.05,20-MAY-2016,154,INE436A01026,
ANSALHSG,EQ,20.05,20.4,20.05,20.1,20.1,20.25,6034,121678.85,20-MAY-2016,58,INE880B01015,
ANTGRAPHIC,BE,0.8,0.8,0.7,0.8,0.8,0.75,23189,16241.7,20-MAY-2016,13,INE414B01021,
APARINDS,EQ,485.05,504,467.1,486.25,484,491.7,14319,7021983.6,20-MAY-2016,519,INE372A01015,
APCOTEXIND,EQ,286.95,288.5,281.25,282.55,283.5,286.95,8270,2342726.05,20-MAY-2016,293,INE116A01024,
APLAPOLLO,EQ,850,869,845,854.8,853.95,852.5,16400,14056476.55,20-MAY-2016,1133,INE702C01019,
APLLTD,EQ,556,568,544.05,564.6,563,555.95,151763,84726809.3,20-MAY-2016,8086,INE901L01018,
APOLLOHOSP,EQ,1317.55,1343,1312.55,1329.2,1332,1321,175391,233875805.2,20-MAY-2016,15864,INE437A01024,
APOLLOTYRE,EQ,151.3,153.15,149.25,152.3,151.9,150.8,1472348,222907805.65,20-MAY-2016,17846,INE438A01022,
APOLSINHOT,EQ,235,235,235,235,235,235,175,41125,20-MAY-2016,3,INE451F01016,
APTECHT,EQ,62.6,63.35,61.1,61.55,61.65,62.3,167648,10445660.2,20-MAY-2016,1668,INE266F01018,
ARCHIDPLY,EQ,48.3,49.85,47.65,48.05,47.75,48.85,20745,1009321.85,20-MAY-2016,268,INE877I01016,
ARCHIES,EQ,23.95,24.5,23.5,23.85,23.7,23.7,41520,996183.25,20-MAY-2016,264,INE731A01020,
ARCOTECH,EQ,362,364.95,356.5,361.95,362.4,361.9,178898,64608654.1,20-MAY-2016,2511,INE574I01027,
ARIES,EQ,127.7,129.2,122.35,123.35,124.55,126.95,62130,7838906.45,20-MAY-2016,945,INE298I01015,
ARIHANT,EQ,40,41.7,40,40.45,40.9,41.95,2326,93181.6,20-MAY-2016,24,INE413D01011,
AROGRANITE,EQ,44,45.5,43.35,43.9,43.9,44.5,928,40778.85,20-MAY-2016,14,INE210C01013,
ARROWGREEN,EQ,520,529.9,503.05,505.9,506,513.9,3423,1749177.4,20-MAY-2016,282,INE570D01018,
ARROWTEX,EQ,42.9,43.85,40,40.65,40.7,42.3,58186,2418986.55,20-MAY-2016,497,INE933J01015,
ARSHIYA,EQ,24.05,24.9,23.7,23.95,23.8,24,58996,1437812.05,20-MAY-2016,448,INE968D01022,
ARSSINFRA,EQ,40.75,41.25,39.05,39.3,39.6,40.75,155066,6209668.35,20-MAY-2016,884,INE267I01010,
