SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,22.6,24,21.5,22.6,22,22.25,31165,703168.15,20-MAR-2020,485,INE144J01027,
21STCENMGM,EQ,11.25,11.25,11.25,11.25,11.25,11.25,108,1215,20-MAR-2020,7,INE253B01015,
3IINFOTECH,EQ,1.45,1.5,1.35,1.4,1.45,1.5,2646067,3728346.8,20-MAR-2020,5462,INE748C01020,
3MINDIA,EQ,17000,17500,16900,17366.3,17396,16931.15,6448,110877746,20-MAR-2020,2754,INE470A01017,
3PLAND,EQ,3.75,3.95,3.7,3.8,3.95,3.8,2681,10097.1,20-MAR-2020,9,INE105C01023,
5PAISA,EQ,125,125,103.4,111.55,114.1,110,6920,769038.45,20-MAR-2020,207,INE618L01018,
63MOONS,EQ,50.2,55,49.45,53,53,50.8,115726,6103291.85,20-MAR-2020,4112,INE111B01023,
769GS2043,GS,110.25,110.25,110.25,110.25,110.25,105,500,55125,20-MAR-2020,1,IN0020190040,
817GS2044,GS,105,105,105,105,105,100.27,9,945,20-MAR-2020,1,IN0020140078,
A2ZINFRA,EQ,3.65,3.85,3.35,3.65,3.6,3.4,458167,1605745.95,20-MAR-2020,820,INE619I01012,
AAKASH,SM,55,55,55,55,55,57.35,2000,110000,20-MAR-2020,1,INE087Z01016,
AARON,SM,42.1,42.1,42.1,42.1,42.1,43,3300,138930,20-MAR-2020,1,INE721Z01010,
AARTIDRUGS,EQ,488,520.8,468,489.9,488.5,465.8,33139,16317595.5,20-MAR-2020,3201,INE767A01016,
AARTIIND,EQ,750,785,745,768,772,748.45,372320,282660369.55,20-MAR-2020,23668,INE769A01020,
AARVEEDEN,EQ,7.85,9.25,7.5,8.15,8.35,8.2,7502,61905.75,20-MAR-2020,109,INE273D01019,
AAVAS,EQ,1330,1330,1230.6,1310.15,1328.9,1309.15,62938,81582614.35,20-MAR-2020,9049,INE216P01012,
ABAN,EQ,14.45,14.45,13.55,14.3,14.45,13.85,101139,1420087.65,20-MAR-2020,767,INE421A01028,
ABB,EQ,898.5,969.95,851.05,949.55,950,895.9,42124,38596082.95,20-MAR-2020,4482,INE117A01022,
ABBOTINDIA,EQ,13300.15,15279.75,13300,14736.8,14748.6,13249.3,25981,371710559.15,20-MAR-2020,8477,INE358A01014,
ABCAPITAL,EQ,46,48.5,45.25,46,46.45,45.8,2335803,109488480.55,20-MAR-2020,14174,INE674K01013,
ABFRL,EQ,178.5,188.65,174.2,186.35,182.6,181.65,936613,170846948.35,20-MAR-2020,19183,INE647O01011,
ABINFRA,SM,9.6,10.5,9.6,10.5,10.5,10.1,16000,160800,20-MAR-2020,3,INE00YB01017,
ABSLBANETF,EQ,239.9,240,239.9,240,240,210.28,96,23034.9,20-MAR-2020,2,INF209KB1O58,
ABSLNN50ET,EQ,214.7,254,210,215.6,215.6,214.78,66,15261.52,20-MAR-2020,28,INF209KB1B87,
ABSLRIF6RG,MF,4.65,4.85,4.65,4.85,4.85,4.95,15500,73225,20-MAR-2020,10,INF209KB1LL4,
ACC,EQ,1085.1,1146.5,1060.6,1127.9,1142.9,1089.95,844048,938842827.9,20-MAR-2020,33862,INE012A01025,
ACCELYA,EQ,876.45,893.1,855.2,889.4,885,876.45,7261,6410283.25,20-MAR-2020,836,INE793A01012,
ACE,EQ,40.55,43.65,40.05,42.4,42.15,41.25,206357,8547172.55,20-MAR-2020,5097,INE731H01025,
ADANIENT,EQ,138,141.6,128.7,137.7,138.75,128.9,4496401,609360425.55,20-MAR-2020,27480,INE423A01024,
ADANIGAS,EQ,100.1,103.1,96,99.1,100,98.85,1538995,154377111,20-MAR-2020,16614,INE399L01023,
ADANIGREEN,EQ,142.4,142.4,138.4,142.35,142.4,135.65,417369,58980050.4,20-MAR-2020,5490,INE364U01010,
ADANIPORTS,EQ,257.6,264.5,247.2,256.4,255.2,258.35,7028925,1795381218.7,20-MAR-2020,68662,INE742F01042,
ADANIPOWER,EQ,28.5,29.45,26.7,29.05,29.2,27,12103072,341398243.95,20-MAR-2020,20974,INE814H01011,
ADANITRANS,EQ,209,214,195.65,195.65,195.65,205.9,1555133,305055407.7,20-MAR-2020,18751,INE931S01010,
ADFFOODS,EQ,141,149.9,133.6,138.3,140,141.3,31853,4502549.95,20-MAR-2020,979,INE982B01019,
ADHUNIKIND,EQ,17.15,17.15,17.15,17.15,17.15,18.05,985,16892.75,20-MAR-2020,31,INE452L01012,
ADLABS,EQ,2.6,2.6,2.4,2.5,2.6,2.5,69457,172737.1,20-MAR-2020,227,INE172N01012,
ADORWELD,EQ,189.1,203.9,180.05,197.9,198.3,189.1,3761,738812.95,20-MAR-2020,427,INE045A01017,
ADROITINFO,EQ,5,5,4.75,5,5,5,7184,34136.75,20-MAR-2020,10,INE737B01033,
ADSL,EQ,12,12.4,11.7,11.9,11.7,12.3,62297,739605.3,20-MAR-2020,725,INE102I01027,
ADVANIHOTR,EQ,37.15,38.95,37,38.85,38.9,37.55,1890,71958.55,20-MAR-2020,60,INE199C01026,
ADVENZYMES,EQ,118.4,118.4,109.65,112.85,114,109.6,96165,10813096.75,20-MAR-2020,2697,INE837H01020,
AEGISCHEM,EQ,142,152.95,132.5,141.8,143,139.05,192635,28286403.45,20-MAR-2020,6965,INE208C01025,
AFFLE,BE,1142.15,1258.65,1142.15,1142.15,1142.15,1202.25,40859,47036148.8,20-MAR-2020,2678,INE00WC01019,
AGARIND,EQ,58.85,59.95,52.15,59.2,59.95,54.9,119416,6876368.3,20-MAR-2020,257,INE204E01012,
AGCNET,BE,211.8,234,211.8,230.55,234,222.9,53035,11318848.9,20-MAR-2020,105,INE676A01019,
AGRITECH,EQ,20.5,21.95,19.55,20.7,20.8,20.5,4549,93960.1,20-MAR-2020,142,INE449G01018,
AGROPHOS,EQ,7.8,8.5,7.7,8,8.15,8.1,80690,629469.15,20-MAR-2020,372,INE740V01019,
AHLADA,SM,41.05,43.7,41.05,43.7,43.7,45.05,2000,84750,20-MAR-2020,2,INE00PV01013,
AHLEAST,EQ,134.8,148.35,125,141,141,123.7,4508,597775.6,20-MAR-2020,160,INE926K01017,
AHLUCONT,EQ,226.55,241.85,211.05,240.4,240,230.65,15983,3718199.2,20-MAR-2020,1518,INE758C01029,
AHLWEST,EQ,275,323.9,265.1,314.75,323.9,272.35,1226,332107.45,20-MAR-2020,17,INE915K01010,
AIAENG,EQ,1350.05,1427.95,1350,1377.75,1368.85,1420.4,37870,53098370,20-MAR-2020,4604,INE212H01026,
AIONJSW,EQ,9.05,9.05,8.4,8.9,9.05,8.65,139334,1241195,20-MAR-2020,395,INE743C01021,
AIRAN,EQ,9.2,10.8,9.2,10.7,10.8,9.85,4636,47881.55,20-MAR-2020,42,INE645W01026,
AISL,SM,17.85,17.85,17.85,17.85,17.85,18.75,1200,21420,20-MAR-2020,1,INE635Y01015,
AJANTPHARM,EQ,1189.4,1254.95,1156.15,1204.3,1172.2,1189.4,299622,365556279,20-MAR-2020,25494,INE031B01049,
AJMERA,EQ,60.7,72.25,60.1,65.65,65.1,61.7,89970,5911175.9,20-MAR-2020,1912,INE298G01027,
AJOONI,SM,7.25,7.95,7.25,7.95,7.95,7.6,12000,92600,20-MAR-2020,2,INE820Y01013,
AKSHARCHEM,EQ,164,170,160.1,163.7,161.5,162.7,5576,920420.8,20-MAR-2020,255,INE542B01011,
AKSHOPTFBR,EQ,3.2,3.25,3.2,3.2,3.2,3.35,162520,520237.5,20-MAR-2020,268,INE523B01011,
AKZOINDIA,EQ,1962,2173.9,1962,2144.3,2110,1998.85,20403,42294019.8,20-MAR-2020,4246,INE133A01011,
