SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
1003GS2019,GS,99.92,102,99.92,102,102,105.17,2,201.92,09-JAN-2019,2,IN0020010065,
20MICRONS,EQ,43.1,43.1,41.8,42.05,42,42.5,14203,600254.5,09-JAN-2019,228,INE144J01027,
21STCENMGM,EQ,23,23.3,22.55,22.95,23.3,23,608,13879.15,09-JAN-2019,12,INE253B01015,
3IINFOTECH,EQ,3.55,3.6,3.45,3.45,3.5,3.55,3251966,11408046.8,09-JAN-2019,3133,INE748C01020,
3MINDIA,EQ,20650,20650,20132.3,20203.75,20199,20419.5,1865,37852964.8,09-JAN-2019,516,INE470A01017,
3PLAND,EQ,12,12,11.05,11.1,11.05,12.25,1220,13657.9,09-JAN-2019,10,INE105C01023,
5PAISA,EQ,282.85,282.85,282.85,282.85,282.85,297.7,1823,515635.55,09-JAN-2019,48,INE618L01018,
63MOONS,EQ,98.1,98.4,96,96.4,96.45,97.5,167949,16310756.8,09-JAN-2019,2547,INE111B01023,
8KMILES,EQ,149.05,151.85,149.05,151.85,151.85,144.65,264157,39862538.75,09-JAN-2019,1262,INE650K01021,
A2ZINFRA,EQ,12.85,13.4,12.65,12.9,12.9,13,151442,1962342.55,09-JAN-2019,353,INE619I01012,
AAKASH,SM,20,20,20,20,20,18.5,2000,40000,09-JAN-2019,1,INE087Z01016,
AARON,SM,42.55,44,42.55,44,44,44.95,6000,259650,09-JAN-2019,2,INE721Z01010,
AARTIDRUGS,EQ,586.7,586.7,580.95,585.15,585,583.2,6288,3680251.95,09-JAN-2019,210,INE767A01016,
AARTIIND,EQ,1475,1500,1465,1494.65,1488.65,1494.1,62161,92046453.35,09-JAN-2019,3335,INE769A01020,
AARVEEDEN,EQ,28.55,29.15,26.1,26.9,27.05,28.15,54206,1473691.5,09-JAN-2019,552,INE273D01019,
AAVAS,EQ,835.3,845,835.3,843.8,844.05,841.95,15787,13313239.85,09-JAN-2019,1155,INE216P01012,
ABAN,EQ,73.5,75,73.5,74.05,74,73.5,456436,33859479.95,09-JAN-2019,4565,INE421A01028,
ABB,EQ,1307.7,1314.25,1292.6,1299.6,1300,1299.4,49088,63927226.6,09-JAN-2019,3327,INE117A01022,
ABBOTINDIA,EQ,7761,8148,7761,8004.8,8080,7752.05,18663,149061045.1,09-JAN-2019,3087,INE358A01014,
ABCAPITAL,EQ,97.85,98.2,96.1,96.4,96.25,97.35,1257461,122095499.2,09-JAN-2019,13664,INE674K01013,
ABFRL,EQ,208.4,213.4,207.1,211.75,211.4,208.35,1654540,348199936.55,09-JAN-2019,16208,INE647O01011,
ABGSHIP,BZ,2,2,1.9,1.95,1.95,1.95,35561,69880.7,09-JAN-2019,74,INE067H01016,
ABSLNN50ET,EQ,296.9,296.9,296.9,296.9,296.9,296.9,10,2969,09-JAN-2019,2,INF209KB1B87,
ACC,EQ,1484,1485,1443.25,1454.15,1449,1480.4,363164,531789495.75,09-JAN-2019,14705,INE012A01025,
ACCELYA,EQ,936.55,948.75,936.55,939.2,940,936.8,702,660144.55,09-JAN-2019,111,INE793A01012,
ACCURACY,SM,65,65.1,65,65.1,65.1,62,3200,208160,09-JAN-2019,2,INE648Z01015,
ACE,EQ,101.6,102.5,95.55,98,98.2,101.55,201912,20067284.75,09-JAN-2019,2788,INE731H01025,
ADANIENT,EQ,153.6,154.45,147.6,149.35,149,153.45,4054809,606944837.95,09-JAN-2019,21522,INE423A01024,
ADANIGAS,EQ,101.5,102.75,99.9,101.25,101.3,101.1,563962,57216764.65,09-JAN-2019,3488,INE399L01023,
ADANIGREEN,EQ,41.2,41.2,40.5,40.65,40.75,40.75,160411,6541368.55,09-JAN-2019,982,INE364U01010,
ADANIPORTS,EQ,382,382,373.3,377.3,376.35,378.75,1166498,440691778.05,09-JAN-2019,19034,INE742F01042,
ADANIPOWER,EQ,51.75,51.9,50.4,50.9,50.7,51.55,7317677,374756650.65,09-JAN-2019,15715,INE814H01011,
ADANITRANS,EQ,208.15,208.15,203.5,207.45,207.65,205.95,114197,23618398,09-JAN-2019,3899,INE931S01010,
ADFFOODS,EQ,266.85,270.25,261.1,263.3,263.2,265.65,24789,6566214.2,09-JAN-2019,1202,INE982B01019,
ADHUNIK,EQ,2.8,2.8,2.55,2.75,2.75,2.55,214020,591190.75,09-JAN-2019,206,INE400H01019,
ADHUNIKIND,EQ,46,50,42.15,48.6,49,46.75,28964,1342733.8,09-JAN-2019,389,INE452L01012,
ADLABS,EQ,11.1,11.6,11.05,11.55,11.35,11.15,184653,2093428.2,09-JAN-2019,470,INE172N01012,
ADORWELD,EQ,369.95,372.55,367.4,368.8,369.3,367.55,3240,1199709.85,09-JAN-2019,205,INE045A01017,
ADROITINFO,EQ,20.8,20.8,17.15,20.2,20.35,19,15005,290809.6,09-JAN-2019,79,INE737B01033,
ADSL,EQ,14.15,14.35,13.7,13.85,14,14.2,7630,106611.45,09-JAN-2019,54,INE102I01027,
ADVANIHOTR,EQ,75.2,77.85,72.15,75.15,74.3,65.9,686214,51754684.8,09-JAN-2019,7582,INE199C01026,
ADVENZYMES,EQ,171.05,176.4,171.05,172.85,173,170.65,48344,8381991.4,09-JAN-2019,1227,INE837H01020,
AEGISCHEM,EQ,207,210.95,205.9,209.85,210.3,209.9,56068,11739486.3,09-JAN-2019,2598,INE208C01025,
AGARIND,EQ,185.95,192,179.55,182,181.05,185.1,5319,982052.45,09-JAN-2019,171,INE204E01012,
AGCNET,EQ,108.45,115,99.3,106.2,105,108.6,74857,8090654.6,09-JAN-2019,1774,INE676A01019,
AGLSL,EQ,66.1,67.45,65.15,66,65.45,67,2535,167425.85,09-JAN-2019,40,INE517U01013,
AGRITECH,EQ,63.15,63.8,61,62.55,62.9,63,8198,509153.2,09-JAN-2019,188,INE449G01018,
AGROPHOS,SM,52,54.2,50,51.5,51,52,150000,7788300,09-JAN-2019,20,INE740V01019,
AHLEAST,EQ,251.3,264.95,245.1,247.4,245.1,251.3,2826,702748.05,09-JAN-2019,116,INE926K01017,
AHLUCONT,EQ,323.4,334.8,322.05,330.3,331.5,326.4,15667,5171139.05,09-JAN-2019,591,INE758C01029,
AHLWEST,EQ,296.1,304,291.1,295.9,296.5,296,460,136183.8,09-JAN-2019,32,INE915K01010,
AIAENG,EQ,1636,1658.15,1632.8,1653.95,1655,1635.75,11392,18728199.55,09-JAN-2019,1068,INE212H01026,
AIFL,EQ,26.15,26.5,24.05,24.05,24.05,25.3,326929,8010548.2,09-JAN-2019,960,INE428O01016,
AIONJSW,EQ,39.9,41,39.75,40.25,40.3,39.7,28015,1126540.5,09-JAN-2019,236,INE743C01021,
AISL,SM,63.6,63.6,63.6,63.6,63.6,64.95,1200,76320,09-JAN-2019,1,INE635Y01015,
AJANTPHARM,EQ,1170.35,1190,1146,1158.45,1158,1172.8,417835,487936424.5,09-JAN-2019,15173,INE031B01049,
AJMERA,EQ,170.7,172.8,167,168.25,169.9,169.5,45166,7665359.6,09-JAN-2019,975,INE298G01027,
AJOONI,SM,23.15,25.25,21.85,24.8,25.25,23.15,280000,6531800,09-JAN-2019,56,INE820Y01013,
AKSHARCHEM,EQ,443.1,446.9,438.1,438.6,441.45,442.9,2966,1305019.65,09-JAN-2019,95,INE542B01011,
AKSHOPTFBR,EQ,24.85,25.8,24.7,24.8,24.8,24.8,1179335,29597655.4,09-JAN-2019,4908,INE523B01011,
AKZOINDIA,EQ,1755,1773.45,1750,1753.9,1750,1757.75,1960,3447734.55,09-JAN-2019,569,INE133A01011,
ALANKIT,EQ,24.85,26.1,24.65,25.7,25.65,24.9,557227,14206201.65,09-JAN-2019,1696,INE914E01040,
ALBERTDAVD,EQ,418,418,405.75,410.6,411.7,409.45,1928,794548.1,09-JAN-2019,203,INE155C01010,
ALBK,EQ,47.8,47.9,45.55,46.1,46.2,47.55,6058968,281844789.05,09-JAN-2019,11637,INE428A01015,
ALCHEM,BE,2.7,2.8,2.7,2.7,2.7,2.8,58576,158229.9,09-JAN-2019,59,INE964B01033,
ALEMBICLTD,EQ,46.2,46.8,45.15,45.4,45.25,45.7,96081,4389555.1,09-JAN-2019,669,INE426A01027,
ALICON,EQ,585.05,589,572,575.9,579.8,587.65,2113,1222902.3,09-JAN-2019,226,INE062D01024,
ALKALI,EQ,54,54.75,53.2,53.25,53.2,53.6,1306,70109.15,09-JAN-2019,46,INE773I01017,
ALKEM,EQ,1955,1992,1955,1975.45,1978.75,1954.7,11998,23718631.85,09-JAN-2019,2484,INE540L01014,
ALKYLAMINE,EQ,780.25,780.25,771.2,775,775,778.1,2425,1886037.4,09-JAN-2019,138,INE150B01021,
ALLCARGO,EQ,110,114,108.25,109.15,109.15,107.25,324082,35867657.9,09-JAN-2019,4011,INE418H01029,
ALLSEC,EQ,197.75,197.75,190.9,191.95,193,191.7,8586,1669068.4,09-JAN-2019,385,INE835G01018,
ALMONDZ,EQ,24.1,24.8,22.3,24,24,23.55,5335,127043.3,09-JAN-2019,33,INE326B01027,
ALOKTEXT,EQ,3.95,4,3.85,3.9,3.9,3.95,1496639,5854723.5,09-JAN-2019,1040,INE270A01011,
ALPA,EQ,28.2,28.2,26,26.3,26,26.85,14926,397576.2,09-JAN-2019,137,INE385I01010,
ALPHAGEO,EQ,464,464,454.9,455.85,455,459.1,3225,1478821.75,09-JAN-2019,352,INE137C01018,
AMARAJABAT,EQ,737.35,745.9,734.55,740.75,743.9,738.7,364350,270181441.6,09-JAN-2019,14379,INE885A01032,
AMBER,EQ,902.8,914,898.1,911.15,910,902.8,3271,2962954.55,09-JAN-2019,645,INE371P01015,
AMBIKCO,EQ,1147,1154.2,1142.6,1145.6,1142.6,1149,2332,2675302.85,09-JAN-2019,173,INE540G01014,
AMBUJACEM,EQ,219.5,219.5,211.6,212.85,212.45,218.7,2005058,431892463.35,09-JAN-2019,20206,INE079A01024,
AMDIND,EQ,24.65,27.3,24.6,26.7,26.8,25.45,71491,1905603.8,09-JAN-2019,390,INE005I01014,
AMJLAND,EQ,22.5,23.45,22,22.8,23.1,22.1,17825,405237.6,09-JAN-2019,121,INE606A01024,
AMJUMBO,SM,56.1,61.9,56.1,59,61.9,62.7,4000,236000,09-JAN-2019,2,INE749Y01014,
AMRUTANJAN,EQ,292,293.8,286,286.95,286.2,288.4,46879,13549568.9,09-JAN-2019,1809,INE098F01031,
ANANTRAJ,EQ,35.95,36.2,35.1,35.25,35.2,35.75,282663,10037698.85,09-JAN-2019,1082,INE242C01024,
ANDHRABANK,EQ,30.6,30.6,29.4,29.9,29.85,30.25,944973,28328683.2,09-JAN-2019,2424,INE434A01013,
ANDHRACEMT,EQ,5.8,5.95,5.8,5.85,5.95,5.85,72021,425865.05,09-JAN-2019,103,INE666E01012,
ANDHRSUGAR,EQ,336.35,339.5,330.2,331.6,332.5,336.1,20327,6801343.4,09-JAN-2019,918,INE715B01013,
ANGIND,BE,1.3,1.3,1.3,1.3,1.3,1.3,601,781.3,09-JAN-2019,12,INE017D01010,
ANIKINDS,EQ,24.2,24.75,23.5,23.8,24.2,23.85,10052,243330.6,09-JAN-2019,85,INE087B01017,
ANKITMETAL,BE,0.5,0.5,0.4,0.4,0.45,0.45,4832,2114.7,09-JAN-2019,13,INE106I01010,
ANSALAPI,EQ,13.8,14.6,13.25,13.55,13.6,13.9,823424,11425165.35,09-JAN-2019,3453,INE436A01026,
ANSALHSG,EQ,15.1,17.75,15.1,16.1,16.1,15.1,2074621,34084823.9,09-JAN-2019,6556,INE880B01015,
ANTGRAPHIC,BE,0.5,0.5,0.45,0.5,0.5,0.5,30135,14602.1,09-JAN-2019,20,INE414B01021,
APARINDS,EQ,630.6,632.35,623,626.75,630,634.5,15384,9645579.3,09-JAN-2019,336,INE372A01015,
APCL,EQ,134,134,126.15,126.15,126.15,126.85,274,34646.35,09-JAN-2019,9,INE071F01012,
APCOTEXIND,EQ,520.8,531,520.75,529.2,527,520.35,4215,2213992.1,09-JAN-2019,167,INE116A01024,
APEX,EQ,360,367.2,354.2,359.85,360,360.15,34807,12578461.15,09-JAN-2019,982,INE346W01013,
APLAPOLLO,EQ,1148,1148,1108.05,1117.65,1116.65,1148.5,12036,13483483.6,09-JAN-2019,956,INE702C01019,
APLLTD,EQ,596.95,596.95,588.7,592.4,593.95,591.75,37090,21961455.3,09-JAN-2019,3120,INE901L01018,
APOLLO,EQ,125,125,120.75,121.15,121.45,122.75,18398,2244455,09-JAN-2019,520,INE713T01010,
APOLLOHOSP,EQ,1256.25,1271,1249.5,1267.4,1269.95,1249.5,289161,364650571.9,09-JAN-2019,16681,INE437A01024,
APOLLOTYRE,EQ,230.3,230.3,223,223.4,223,228.8,1830077,412983152.4,09-JAN-2019,16974,INE438A01022,
APOLSINHOT,BE,1145,1145,1055.55,1093.05,1108.9,1111.1,1681,1833122.2,09-JAN-2019,76,INE451F01024,
APTECHT,EQ,185.6,186.95,180.05,182.7,182.5,184.45,135922,24971850.65,09-JAN-2019,2444,INE266F01018,
ARCHIDPLY,EQ,44.7,45.4,42.55,42.85,42.75,44.25,9089,398242.45,09-JAN-2019,255,INE877I01016,
ARCHIES,EQ,29.7,29.85,28.95,29.1,29.15,29.55,26402,775427.85,09-JAN-2019,231,INE731A01020,
ARCOTECH,EQ,7.3,7.55,7.3,7.45,7.5,7.25,48524,362157.1,09-JAN-2019,135,INE574I01035,
ARIES,EQ,103.95,104,100.5,101.1,100.7,103.2,47963,4914049.7,09-JAN-2019,723,INE298I01015,
ARIHANT,EQ,32,34.3,31,33.45,33.5,33.15,6980,227077.45,09-JAN-2019,43,INE413D01011,
ARIHANTSUP,EQ,54.5,54.95,52.5,54.35,54.35,52.9,33084,1785670.6,09-JAN-2019,854,INE643K01018,
ARMANFIN,EQ,398.25,409,387.25,399.8,387.25,397.35,2329,933544.65,09-JAN-2019,110,INE109C01017,
AROGRANITE,EQ,55.15,55.4,52.75,52.95,52.8,54,9349,500895.15,09-JAN-2019,139,INE210C01013,
ARROWGREEN,BE,115.3,123.75,115.3,115.75,118.4,121.35,7611,887738.4,09-JAN-2019,122,INE570D01018,
ARROWTEX,EQ,21.15,21.4,21.15,21.35,21.35,21.2,11529,245482.8,09-JAN-2019,63,INE933J01015,
ARSHIYA,EQ,29.9,30.3,29.2,29.4,29.4,29.2,83403,2455021.8,09-JAN-2019,461,INE968D01022,
ARSSINFRA,EQ,36.5,36.5,35.25,35.35,35.3,36.4,7289,261041.5,09-JAN-2019,54,INE267I01010,
ARVIND,EQ,96.8,97.25,95.9,96.45,96.5,96.4,1387765,133988381.35,09-JAN-2019,12071,INE034A01011,
ARVSMART,EQ,123.25,124.85,122,122.7,123.15,123.55,9817,1212279.45,09-JAN-2019,316,INE034S01021,
