SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,33.35,34.2,31.9,32.45,32.05,32.6,78510,2609880.7,20-NOV-2020,733,INE144J01027,
21STCENMGM,EQ,9.85,10,9.7,9.75,9.75,9.85,1619,15740.35,20-NOV-2020,151,INE253B01015,
3IINFOTECH,EQ,3.45,3.5,3.35,3.4,3.45,3.35,13794964,47892904.8,20-NOV-2020,6615,INE748C01020,
3MINDIA,EQ,21300,21800,21245.25,21784.8,21798.95,21378.1,5379,116411906.25,20-NOV-2020,2425,INE470A01017,
3PLAND,EQ,7,7.05,7,7.05,7.05,7,16,112.75,20-NOV-2020,3,INE105C01023,
5PAISA,EQ,333,344.3,322.25,344.3,344.3,327.95,32877,11230810.4,20-NOV-2020,334,INE618L01018,
63MOONS,EQ,76.7,78.3,75.2,76,76.25,76.7,66463,5106921.2,20-NOV-2020,763,INE111B01023,
716GS2050,GS,110.01,112.5,110,110,110,110,1528,168143.25,20-NOV-2020,17,IN0020200054,
8KMILES,BE,86.9,86.9,82.7,85.1,85.5,86.9,47330,3981057.95,20-NOV-2020,730,INE650K01021,
A2ZINFRA,EQ,3.7,3.75,3.65,3.7,3.7,3.65,140326,520365.6,20-NOV-2020,160,INE619I01012,
AAATECH,SM,43,43,43,43,43,42.75,3000,129000,20-NOV-2020,1,INE0D0U01013,
AAKASH,EQ,53.25,53.75,52.1,53.15,52.8,53.3,87872,4672242,20-NOV-2020,712,INE087Z01016,
AARON,EQ,45.45,46.4,45,46.4,46.4,38.7,38480,1769813.8,20-NOV-2020,162,INE721Z01010,
AARTIDRUGS,EQ,675,683.45,665.55,677.85,680,668.4,523688,354006754.3,20-NOV-2020,19908,INE767A01016,
AARTIIND,EQ,1148.1,1148.3,1110,1122.8,1115.5,1148.1,353439,395630818,20-NOV-2020,27096,INE769A01020,
AARTISURF,BE,1003.15,1003.15,907.65,907.8,907.65,955.4,97695,92788071.85,20-NOV-2020,3072,INE09EO01013,
AARVEEDEN,EQ,10.65,10.7,10.5,10.65,10.65,10.5,3602,38256.1,20-NOV-2020,26,INE273D01019,
AARVI,EQ,38.9,38.9,35.15,37.7,38.75,38.9,587,22169.95,20-NOV-2020,18,INE754X01016,
AAVAS,EQ,1494,1499.95,1478,1493.3,1492.75,1476.3,72113,107684315.95,20-NOV-2020,6015,INE216P01012,
ABAN,EQ,23.15,24.2,23.15,24,24.2,23.45,57796,1383982.75,20-NOV-2020,466,INE421A01028,
ABB,EQ,1049,1135,1044,1116.05,1133,1044.55,249798,271753448.35,20-NOV-2020,17352,INE117A01022,
ABBOTINDIA,EQ,15298.65,15360,15200,15344.55,15345,15238.65,8136,124349015.5,20-NOV-2020,2756,INE358A01014,
ABCAPITAL,EQ,80.6,82.4,80.05,80.95,81.15,80.2,2256535,182841099.9,20-NOV-2020,17141,INE674K01013,
ABFRL,EQ,158.8,161.65,157.65,159.6,159.95,158.8,1285711,205773438.1,20-NOV-2020,19097,INE647O01011,
ABFRLPP,E1,101.6,102.9,101,101.05,101.05,101.6,52478,5326716.25,20-NOV-2020,343,IN9647O01019,
ABMINTLTD,BE,21.05,23.25,21.05,23.25,23.25,22.15,1056,23931.1,20-NOV-2020,26,INE251C01017,
ABSLBANETF,EQ,296.3,303.91,282,286.99,288.85,286.79,2320,669136.29,20-NOV-2020,82,INF209KB1O58,
ABSLNN50ET,EQ,295,304.99,281.13,287,287,289.77,81,23647.87,20-NOV-2020,20,INF209KB1B87,
ABSLRIF6RG,MF,6.37,6.68,6.08,6.66,6.68,6.26,42500,279214,20-NOV-2020,49,INF209KB1LL4,
ACC,EQ,1684,1713.95,1680,1686.8,1690.5,1679.8,1245196,2110097795.5,20-NOV-2020,38930,INE012A01025,
ACCELYA,EQ,876.4,876.4,846.95,866.3,865.6,869.25,2328,2007103.3,20-NOV-2020,397,INE793A01012,
ACCURACY,SM,31.35,31.5,31.35,31.5,31.5,33,3200,100560,20-NOV-2020,2,INE648Z01015,
ACE,EQ,90.6,92.35,87.8,89.35,89.45,90.45,386950,34748232.8,20-NOV-2020,3491,INE731H01025,
ADANIENT,EQ,385.1,402,385,388.3,386.6,385.75,5490838,2152766851.3,20-NOV-2020,53532,INE423A01024,
ADANIGAS,EQ,333.9,361.5,325.2,345.25,343.6,331.7,11803783,4108477694.65,20-NOV-2020,131308,INE399L01023,
ADANIGREEN,EQ,1051,1137.65,1050,1134.55,1137.5,1083.5,5044065,5591477312.4,20-NOV-2020,83358,INE364U01010,
ADANIPORTS,EQ,381,382.65,373,375.85,375.95,381.9,5562369,2097295719.6,20-NOV-2020,90980,INE742F01042,
ADANIPOWER,EQ,38.3,38.8,37.75,38,38,38.3,3490724,133539803,20-NOV-2020,8879,INE814H01011,
ADANITRANS,EQ,375.7,395.4,375,384,381.9,375.7,899668,348177839.35,20-NOV-2020,19560,INE931S01010,
ADFFOODS,EQ,440.55,448.95,433.45,439.9,439.95,441.25,40769,18043757.3,20-NOV-2020,1953,INE982B01019,
ADHUNIKIND,EQ,17,17.2,16.7,16.85,17,16.95,13583,229876.05,20-NOV-2020,118,INE452L01012,
ADL,BE,19.5,19.75,18.8,18.8,18.8,18.85,1803,35141.25,20-NOV-2020,21,INE0CHO01012,
ADORWELD,EQ,261.9,268,258,262.2,264,261.55,37045,9778189.6,20-NOV-2020,1140,INE045A01017,
ADROITINFO,BE,6.1,6.4,5.8,6.3,6.4,6.1,1851,11125.8,20-NOV-2020,6,INE737B01033,
ADSL,EQ,23,23.45,22.3,22.7,22.5,22.8,77571,1785024.2,20-NOV-2020,1057,INE102I01027,
ADVANIHOTR,EQ,46.5,46.5,45.15,45.55,45.35,45.7,3396,154464.95,20-NOV-2020,76,INE199C01026,
ADVENZYMES,EQ,339.85,343.5,333,335.55,337.85,339.85,253853,86103445.05,20-NOV-2020,15514,INE837H01020,
AEGISCHEM,EQ,218.9,225.45,216.9,222.15,222,218.5,288852,63878456.6,20-NOV-2020,12463,INE208C01025,
AFFLE,EQ,3044,3146,3013.2,3146,3146,2996.2,78695,243698836.85,20-NOV-2020,10411,INE00WC01019,
AGARIND,EQ,81.35,83.65,80,81.65,80.95,81.75,8236,668996.55,20-NOV-2020,212,INE204E01012,
AGCNET,BE,610,615.1,600,615,615,605.05,9390,5740443.9,20-NOV-2020,148,INE676A01019,
AGRITECH,EQ,28.1,28.7,27.05,28.15,27.85,27.55,12694,356131.55,20-NOV-2020,270,INE449G01018,
AGROPHOS,EQ,8.7,8.7,8.05,8.3,8.35,8.4,42836,356156.85,20-NOV-2020,183,INE740V01019,
AHLADA,SM,45,45.05,45,45,45,43,3000,135050,20-NOV-2020,3,INE00PV01013,
AHLEAST,EQ,135.45,138.25,133.25,134.85,134.85,136.8,5098,690274.45,20-NOV-2020,139,INE926K01017,
AHLUCONT,EQ,239,240,236.75,238.55,238.95,238.7,19692,4702043.95,20-NOV-2020,620,INE758C01029,
AHLWEST,EQ,254.05,260,240.8,246.35,246,252.75,1560,392743.2,20-NOV-2020,242,INE915K01010,
AIAENG,EQ,1795,1810,1784.55,1801.3,1800,1790.05,12804,23058525.2,20-NOV-2020,1660,INE212H01026,
AIRAN,EQ,15.25,15.4,14.05,14.4,14.45,14.9,455770,6701570.6,20-NOV-2020,695,INE645W01026,
AIROLAM,SM,26.5,26.5,26.5,26.5,26.5,28.5,3000,79500,20-NOV-2020,1,INE801L01010,
AJANTPHARM,EQ,1545,1546.7,1525,1528.6,1530,1535.2,60425,92588520.25,20-NOV-2020,5934,INE031B01049,
AJMERA,EQ,95.1,98.55,94.45,95.3,94.9,96.45,100202,9655879.85,20-NOV-2020,1842,INE298G01027,
AKASH,EQ,213.9,213.9,196.9,210.5,212,206.7,7200,1474411.45,20-NOV-2020,425,INE737W01013,
AKG,SM,51.3,52.1,51.3,52.1,52.1,52.4,16000,828400,20-NOV-2020,3,INE00Y801016,
AKSHARCHEM,EQ,202.95,204,199.2,200.7,200.05,200.3,12703,2555820,20-NOV-2020,641,INE542B01011,
AKSHOPTFBR,EQ,6.75,6.75,6.5,6.65,6.65,6.6,227836,1511429.6,20-NOV-2020,318,INE523B01011,
AKZOINDIA,EQ,2102.75,2125,2099.95,2106.05,2107.8,2093.15,10685,22534712.5,20-NOV-2020,1229,INE133A01011,
ALANKIT,EQ,15.6,15.75,15.35,15.6,15.55,15.4,116079,1803250.55,20-NOV-2020,280,INE914E01040,
ALBERTDAVD,EQ,419.3,424,413.7,415.75,416,411.15,18680,7823868.35,20-NOV-2020,1185,INE155C01010,
ALCHEM,EQ,4.95,5.25,4.65,5.25,5.25,4.8,73009,365408.25,20-NOV-2020,283,INE964B01033,
ALEMBICLTD,EQ,92.5,93.6,91.05,91.8,91.7,91.8,303006,27920237.4,20-NOV-2020,3106,INE426A01027,
ALICON,EQ,331,339.85,325,332.8,330.95,329.35,6561,2177677.1,20-NOV-2020,747,INE062D01024,
ALKALI,EQ,49.05,52,48.15,51.35,51.5,48.75,93433,4733471.15,20-NOV-2020,984,INE773I01017,
ALKEM,EQ,2698.9,2718.25,2656,2679.15,2680,2684.6,123118,329803583.85,20-NOV-2020,15448,INE540L01014,
ALKYLAMINE,EQ,3388.95,3445,3361.25,3424.45,3432,3357.05,35727,122050975.3,20-NOV-2020,6209,INE150B01021,
ALLCARGO,EQ,123.6,125.3,123.25,124.05,124,123.1,138253,17151921.15,20-NOV-2020,1667,INE418H01029,
ALLSEC,EQ,237.5,242,233.9,235.1,234,239,7604,1803368.45,20-NOV-2020,278,INE835G01018,
ALMONDZ,EQ,15.45,16.3,15.45,16,15.85,14.85,87561,1410474.7,20-NOV-2020,385,INE326B01027,
ALOKINDS,EQ,22.4,22.75,21.8,22.15,22.3,22.25,11081143,246526608.9,20-NOV-2020,14092,INE270A01029,
ALPA,BE,36.4,36.4,35,35.6,35.5,35.35,29654,1060414.7,20-NOV-2020,222,INE385I01010,
ALPHAGEO,EQ,168.5,168.5,162.5,163.5,163,166.4,19256,3170670.3,20-NOV-2020,823,INE137C01018,
ALPSINDUS,EQ,0.95,1,0.95,1,1,1,18742,18065.4,20-NOV-2020,16,INE093B01015,
AMARAJABAT,EQ,836,863.55,836,858.05,862,838.35,1836039,1569765334.25,20-NOV-2020,36627,INE885A01032,
AMBER,EQ,2194,2220,2153,2165.25,2168,2183.65,85934,186476354.85,20-NOV-2020,12510,INE371P01015,
AMBIKCO,EQ,719.95,722.5,709.95,718.6,719,719.15,7172,5158146.35,20-NOV-2020,411,INE540G01014,
AMBUJACEM,EQ,259.1,261.9,253.75,257.1,257.45,258.7,4879945,1253656362.2,20-NOV-2020,32873,INE079A01024,
AMDIND,EQ,15.4,15.8,15.4,15.5,15.8,15.6,7318,113561.1,20-NOV-2020,40,INE005I01014,
AMJLAND,EQ,23.85,24.7,23.2,24.25,24.4,23.55,62460,1510912,20-NOV-2020,195,INE606A01024,
AMRUTANJAN,EQ,499.25,507,487,492.7,493,496.75,89859,44467014.15,20-NOV-2020,3365,INE098F01031,
ANANTRAJ,EQ,23.4,23.85,21.3,21.55,21.45,22.95,866617,19365792.35,20-NOV-2020,2859,INE242C01024,
ANDHRACEMT,EQ,5,5,4.8,4.85,4.85,4.85,113936,556547.25,20-NOV-2020,395,INE666E01012,
ANDHRAPAP,EQ,204.9,209.8,202.1,204.45,204.05,201.1,52685,10821321.65,20-NOV-2020,1197,INE435A01028,
ANDHRSUGAR,EQ,282.9,287.5,281.05,285.6,285.7,281.95,26109,7422102.35,20-NOV-2020,932,INE715B01013,
ANGELBRKG,EQ,357.5,364,353.65,359.8,358.7,358.85,259500,92808501,20-NOV-2020,6616,INE732I01013,
ANIKINDS,EQ,11.5,11.75,11.1,11.3,11.1,11.2,85174,965478.45,20-NOV-2020,270,INE087B01017,
ANKITMETAL,EQ,1.15,1.15,1.05,1.05,1.1,1.1,95227,103109.45,20-NOV-2020,76,INE106I01010,
ANSALAPI,EQ,4.2,4.25,4.05,4.15,4.15,4.2,43488,179802.2,20-NOV-2020,75,INE436A01026,
ANSALHSG,EQ,3.95,3.95,3.85,3.9,3.95,3.95,16525,64466.9,20-NOV-2020,39,INE880B01015,
ANUP,EQ,609,614.95,591.35,594.35,593,597.95,9781,5877758.8,20-NOV-2020,968,INE294Z01018,
APARINDS,EQ,328.2,334.05,325.25,329.1,328.1,326.7,49291,16313290.35,20-NOV-2020,1599,INE372A01015,
APCL,EQ,205.8,208.55,203.05,203.55,203.5,205.8,24496,5012843.55,20-NOV-2020,867,INE071F01012,
APCOTEXIND,EQ,162.25,182,160.1,178.75,177.2,162.25,1272385,224309148.35,20-NOV-2020,16233,INE116A01032,
APEX,EQ,292,298.5,281.7,285.8,286.5,290.75,198155,57348617.35,20-NOV-2020,4605,INE346W01013,
APLAPOLLO,EQ,3251.9,3255,3190.05,3215.5,3232,3234.9,38171,122605713.1,20-NOV-2020,3781,INE702C01019,
