SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
182D021123,TB,97.18,97.18,97.18,97.18,97.18,96.77,2500,242950,06-JUN-2023,1,IN002023Y052,
182D051023,TB,97.75,97.75,97.75,97.75,97.75,97.7,1500,146625,06-JUN-2023,1,IN002023Y011,
182D091123,TB,97.08,97.08,97.08,97.08,97.08,96.37,600,58248,06-JUN-2023,1,IN002023Y060,
182D121023,TB,97.63,97.65,97.63,97.65,97.65,99,6400,624836,06-JUN-2023,3,IN002023Y029,
182D140923,TB,98.15,98.15,98.15,98.15,98.15,97.51,6100,598715,06-JUN-2023,3,IN002022Y518,
182D150623,TB,99.65,99.65,99.65,99.65,99.65,98.85,100,9965,06-JUN-2023,1,IN002022Y385,
182D170823,TB,98.67,98.67,98.67,98.67,98.67,98,1600,157872,06-JUN-2023,2,IN002022Y476,
182D220623,TB,99.63,99.63,99.63,99.63,99.63,99.63,2900,288927,06-JUN-2023,1,IN002022Y393,
182D220923,TB,97.99,98.05,97.99,98.05,98.05,97.9,5300,519659,06-JUN-2023,3,IN002022Y526,
182D290923,TB,97.75,97.85,97.75,97.85,97.85,97.75,5800,567030,06-JUN-2023,2,IN002022Y534,
20MICRONS,EQ,93.6,102.7,92.8,98.55,98.9,92.85,1213479,121029286.25,06-JUN-2023,12913,INE144J01027,
21STCENMGM,EQ,17.6,17.65,17,17.6,17.6,17.35,9471,164997.2,06-JUN-2023,37,INE253B01015,
360ONE,EQ,422,433,416.1,418.45,420,421.55,255272,108253923.1,06-JUN-2023,10072,INE466L01038,
364D110424,TB,93.84,93.84,93.84,93.84,93.84,94.33,100,9384,06-JUN-2023,1,IN002023Z034,
364D260124,TB,95.6,95.6,95.6,95.6,95.6,95,500,47800,06-JUN-2023,1,IN002022Z432,
3IINFOLTD,EQ,32.5,32.5,31.7,31.9,32,32.3,227004,7259103.1,06-JUN-2023,1803,INE748C01038,
3MINDIA,EQ,26800,27497,26576,27423.6,27415,26804.2,4225,114235966.5,06-JUN-2023,2547,INE470A01017,
3PLAND,EQ,22.15,22.8,21.6,21.9,21.6,22.8,33527,741326.55,06-JUN-2023,416,INE105C01023,
4THDIM,BE,18.5,18.5,18.5,18.5,18.5,18.85,10171,188163.5,06-JUN-2023,80,INE382T01030,
577GS2030,GS,94,96,94,96,96,94,124,11704,06-JUN-2023,4,IN0020200153,
5PAISA,EQ,382.85,384.7,375.05,381.1,382.35,380.2,53429,20309877.1,06-JUN-2023,3484,INE618L01018,
613GS2028,GS,95.5,95.55,95.5,95.53,95.55,91.01,2501,238920.55,06-JUN-2023,5,IN0020030022,
622GS2035,GS,92.2,92.2,92.2,92.2,92.2,95,5,461,06-JUN-2023,1,IN0020200245,
63MOONS,EQ,165.95,166.4,163,164.35,164.6,165.1,99604,16352022.45,06-JUN-2023,2067,INE111B01023,
654GS2032,GS,98.95,99.89,98.5,99.89,99.89,99.89,201,19850.34,06-JUN-2023,5,IN0020210244,
667GS2035,GS,99,99.49,96.53,99.49,99.49,99.96,3497,346690.52,06-JUN-2023,17,IN0020210152,
667GS2050,GS,97.5,98.55,97,98.55,98.55,98.55,854,83239.55,06-JUN-2023,5,IN0020200252,
669GS2024,GS,102.5,102.95,102.5,102.94,102.94,102.95,1635,168154.54,06-JUN-2023,13,IN0020220052,
695GS2061,GS,101.25,101.25,101.25,101.25,101.25,101.25,1,101.25,06-JUN-2023,1,IN0020210202,
699GS2026,GS,102,102,100.6,101,101,101.25,15,1513.2,06-JUN-2023,3,IN0020230028,
699GS2051,GS,103.49,103.49,101.01,103.39,103.39,102,104,10681.48,06-JUN-2023,6,IN0020210194,
710GS2029,GS,101.63,101.73,101.63,101.72,101.73,101.62,12871,1308684.57,06-JUN-2023,16,IN0020220011,
717GS2030,GS,102.5,102.5,102.5,102.5,102.5,102.5,500,51250,06-JUN-2023,2,IN0020230036,
