SYMBOL," SERIES"," DATE1"," PREV_CLOSE"," OPEN_PRICE"," HIGH_PRICE"," LOW_PRICE"," LAST_PRICE"," CLOSE_PRICE"," AVG_PRICE"," TTL_TRD_QNTY"," TURNOVER_LACS"," NO_OF_TRADES"," DELIV_QTY"," DELIV_PER"
1018GS2026," GS"," 07-Nov-2024"," 112.95"," 113.45"," 113.45"," 111.90"," 112.75"," 112.75"," 113.40"," 4697"," 5.33"," 36"," 4697"," 100.00"
20MICRONS," BE"," 07-Nov-2024"," 247.65"," 242.70"," 242.70"," 242.70"," 242.70"," 242.70"," 242.70"," 28220"," 68.49"," 396"," -"," -"
21STCENMGM," BE"," 07-Nov-2024"," 119.06"," 121.20"," 121.44"," 121.00"," 121.44"," 121.44"," 121.40"," 8892"," 10.80"," 137"," -"," -"
360ONE," EQ"," 07-Nov-2024"," 1056.20"," 1060.40"," 1075.00"," 1033.40"," 1037.00"," 1036.15"," 1049.46"," 211506"," 2219.67"," 18613"," 112763"," 53.31"
3IINFOLTD," EQ"," 07-Nov-2024"," 29.28"," 29.70"," 29.88"," 29.00"," 29.10"," 29.17"," 29.45"," 554518"," 163.28"," 3388"," 242489"," 43.73"
3MINDIA," EQ"," 07-Nov-2024"," 35432.40"," 35820.00"," 36372.15"," 35490.10"," 36000.00"," 36063.30"," 35996.70"," 3783"," 1361.76"," 2379"," 1021"," 26.99"
3PLAND," BE"," 07-Nov-2024"," 42.96"," 42.97"," 43.99"," 42.96"," 43.99"," 43.75"," 43.64"," 11470"," 5.01"," 159"," -"," -"
515GS2025," GS"," 07-Nov-2024"," 98.41"," 98.41"," 98.41"," 98.41"," 98.41"," 98.41"," 98.41"," 900"," 0.89"," 7"," 900"," 100.00"
574GS2026," GS"," 07-Nov-2024"," 99.71"," 100.85"," 100.85"," 99.71"," 99.71"," 99.71"," 100.28"," 10"," 0.01"," 2"," 5"," 50.00"
5PAISA," EQ"," 07-Nov-2024"," 510.50"," 515.60"," 518.45"," 506.30"," 508.00"," 509.10"," 511.87"," 31778"," 162.66"," 2098"," 14915"," 46.93"
