SYMBOL," SERIES"," DATE1"," PREV_CLOSE"," OPEN_PRICE"," HIGH_PRICE"," LOW_PRICE"," LAST_PRICE"," CLOSE_PRICE"," AVG_PRICE"," TTL_TRD_QNTY"," TURNOVER_LACS"," NO_OF_TRADES"," DELIV_QTY"," DELIV_PER"
1018GS2026," GS"," 19-Jul-2024"," 116.79"," 116.00"," 116.00"," 116.00"," 116.00"," 116.00"," 116.00"," 3800"," 4.41"," 1"," 3800"," 100.00"
20MICRONS," EQ"," 19-Jul-2024"," 209.05"," 209.00"," 233.70"," 201.42"," 217.00"," 216.27"," 219.70"," 842074"," 1850.01"," 32507"," 257935"," 30.63"
21STCENMGM," BE"," 19-Jul-2024"," 77.42"," 75.87"," 75.87"," 75.87"," 75.87"," 75.87"," 75.87"," 647"," 0.49"," 25"," -"," -"
360ONE," EQ"," 19-Jul-2024"," 983.90"," 983.90"," 984.15"," 958.00"," 962.50"," 966.10"," 964.21"," 648174"," 6249.74"," 19625"," 568908"," 87.77"
3IINFOLTD," EQ"," 19-Jul-2024"," 38.38"," 38.40"," 38.59"," 37.00"," 37.14"," 37.08"," 37.64"," 925121"," 348.20"," 6630"," 422019"," 45.62"
3MINDIA," EQ"," 19-Jul-2024"," 38114.65"," 38278.45"," 38381.70"," 37313.70"," 37490.00"," 37515.50"," 37683.05"," 2875"," 1083.39"," 1906"," 1019"," 35.44"
3PLAND," EQ"," 19-Jul-2024"," 37.34"," 36.75"," 37.39"," 34.92"," 35.18"," 35.34"," 36.42"," 27479"," 10.01"," 422"," 8789"," 31.98"
574GS2026," GS"," 19-Jul-2024"," 97.62"," 97.64"," 97.64"," 97.64"," 97.64"," 97.64"," 97.64"," 1"," 0.00"," 1"," 1"," 100.00"
579GS2030," GS"," 19-Jul-2024"," 93.75"," 93.75"," 93.75"," 93.75"," 93.75"," 93.75"," 93.75"," 200"," 0.19"," 1"," 200"," 100.00"
5PAISA," EQ"," 19-Jul-2024"," 488.45"," 488.45"," 490.25"," 469.20"," 479.90"," 472.55"," 477.32"," 186736"," 891.33"," 15892"," 94806"," 50.77"
610GS2031," GS"," 19-Jul-2024"," 93.56"," 93.75"," 93.79"," 93.75"," 93.79"," 93.79"," 93.77"," 802"," 0.75"," 3"," 801"," 99.88"
63MOONS," EQ"," 19-Jul-2024"," 333.95"," 334.00"," 336.00"," 324.05"," 326.00"," 326.90"," 328.98"," 90083"," 296.35"," 3896"," 59752"," 66.33"
654GS2032," GS"," 19-Jul-2024"," 97.05"," 97.05"," 98.00"," 97.05"," 98.00"," 98.00"," 97.05"," 1471"," 1.43"," 4"," 1470"," 99.93"
667GS2035," GS"," 19-Jul-2024"," 96.70"," 98.11"," 98.11"," 98.11"," 98.11"," 98.11"," 98.11"," 21"," 0.02"," 1"," 21"," 100.00"
676GS2061," GS"," 19-Jul-2024"," 97.55"," 98.74"," 98.74"," 98.74"," 98.74"," 98.74"," 98.74"," 500"," 0.49"," 1"," 500"," 100.00"
689GS2025," GS"," 19-Jul-2024"," 100.05"," 100.10"," 100.15"," 100.10"," 100.15"," 100.15"," 100.14"," 5074"," 5.08"," 19"," 5074"," 100.00"
699GS2026," GS"," 19-Jul-2024"," 101.50"," 101.52"," 101.52"," 101.51"," 101.51"," 101.51"," 101.51"," 17346"," 17.61"," 2"," 17346"," 100.00"
702GS2027," GS"," 19-Jul-2024"," 100.46"," 101.00"," 101.00"," 101.00"," 101.00"," 101.00"," 101.00"," 300"," 0.30"," 3"," 300"," 100.00"
702GS2031," GS"," 19-Jul-2024"," 100.03"," 100.03"," 100.20"," 99.75"," 100.05"," 100.05"," 99.97"," 1900"," 1.90"," 9"," 1900"," 100.00"
704GS2029," GS"," 19-Jul-2024"," 100.30"," 100.30"," 100.30"," 100.30"," 100.30"," 100.30"," 100.30"," 100"," 0.10"," 1"," 100"," 100.00"
706GS2028," GS"," 19-Jul-2024"," 102.22"," 102.04"," 102.50"," 102.00"," 102.20"," 102.16"," 102.10"," 51700"," 52.79"," 12"," 51599"," 99.80"
710GS2029," GS"," 19-Jul-2024"," 102.46"," 102.55"," 102.55"," 102.07"," 102.54"," 102.51"," 102.40"," 10920"," 11.18"," 11"," 10920"," 100.00"
716GS2050," GS"," 19-Jul-2024"," 101.05"," 105.00"," 105.00"," 105.00"," 105.00"," 105.00"," 105.00"," 1"," 0.00"," 1"," 1"," 100.00"
717GS2030," GS"," 19-Jul-2024"," 102.61"," 101.91"," 101.92"," 101.91"," 101.92"," 101.92"," 101.92"," 2100"," 2.14"," 3"," 2100"," 100.00"
718GS2033," GS"," 19-Jul-2024"," 104.00"," 103.40"," 103.55"," 103.25"," 103.55"," 103.55"," 103.35"," 1348"," 1.39"," 4"," 1348"," 100.00"
718GS2037," GS"," 19-Jul-2024"," 104.62"," 104.70"," 105.24"," 104.70"," 104.85"," 104.90"," 104.76"," 63432"," 66.45"," 12"," 63432"," 100.00"
71GS2034," GS"," 19-Jul-2024"," 102.65"," 103.25"," 103.25"," 103.10"," 103.10"," 103.10"," 103.13"," 5000"," 5.16"," 3"," 5000"," 100.00"
723GS2039," GS"," 19-Jul-2024"," 103.00"," 103.00"," 104.00"," 103.00"," 103.25"," 103.25"," 103.45"," 910"," 0.94"," 6"," 910"," 100.00"
725GS2063," GS"," 19-Jul-2024"," 103.00"," 103.10"," 103.20"," 103.00"," 103.00"," 103.00"," 103.11"," 263225"," 271.40"," 27"," 241402"," 91.71"
726GS2032," GS"," 19-Jul-2024"," 104.25"," 104.35"," 104.35"," 104.35"," 104.35"," 104.35"," 104.35"," 300"," 0.31"," 4"," 300"," 100.00"
726GS2033," GS"," 19-Jul-2024"," 104.50"," 104.50"," 104.50"," 103.65"," 103.81"," 103.81"," 103.89"," 477"," 0.50"," 4"," 338"," 70.86"
727GS2026," GS"," 19-Jul-2024"," 102.00"," 102.65"," 102.65"," 102.64"," 102.64"," 102.64"," 102.64"," 21"," 0.02"," 2"," 21"," 100.00"
732GS2030," GS"," 19-Jul-2024"," 102.50"," 102.50"," 103.50"," 102.50"," 103.10"," 103.10"," 103.18"," 12489"," 12.89"," 14"," 12489"," 100.00"
733GS2026," GS"," 19-Jul-2024"," 102.00"," 102.00"," 102.50"," 102.00"," 102.50"," 102.50"," 102.48"," 5750"," 5.89"," 13"," 5750"," 100.00"
734GS2064," GS"," 19-Jul-2024"," 105.00"," 104.00"," 105.35"," 104.00"," 105.00"," 105.00"," 104.75"," 899"," 0.94"," 10"," 749"," 83.31"
736GS2052," GS"," 19-Jul-2024"," 105.51"," 105.20"," 105.60"," 105.20"," 105.60"," 105.60"," 105.40"," 32"," 0.03"," 2"," 0"," 0.00"
737GS2028," GS"," 19-Jul-2024"," 103.33"," 102.60"," 103.50"," 102.60"," 102.63"," 103.39"," 102.68"," 15300"," 15.71"," 9"," 14375"," 93.95"
738GS2027," GS"," 19-Jul-2024"," 101.94"," 102.00"," 102.25"," 101.95"," 102.25"," 102.13"," 102.10"," 134134"," 136.95"," 57"," 134133"," 100.00"
73GS2053," GS"," 19-Jul-2024"," 103.89"," 103.02"," 104.00"," 103.02"," 104.00"," 103.72"," 103.68"," 6000"," 6.22"," 11"," 5600"," 93.33"
740IIFCL33," N1"," 19-Jul-2024"," 1045.00"," 1046.00"," 1046.00"," 1046.00"," 1046.00"," 1046.00"," 1046.00"," 1"," 0.01"," 1"," 1"," 100.00"
741GS2036," GS"," 19-Jul-2024"," 103.65"," 103.65"," 104.20"," 103.45"," 104.20"," 104.20"," 104.01"," 56679"," 58.95"," 25"," 56679"," 100.00"
746GS2073," GS"," 19-Jul-2024"," 106.50"," 106.50"," 106.95"," 106.00"," 106.53"," 106.53"," 106.52"," 1761"," 1.88"," 16"," 1761"," 100.00"
74GS2062," GS"," 19-Jul-2024"," 105.03"," 105.10"," 106.70"," 105.10"," 106.70"," 106.70"," 106.69"," 141"," 0.15"," 3"," 141"," 100.00"
754GS2036," GS"," 19-Jul-2024"," 105.54"," 105.98"," 105.98"," 105.34"," 105.77"," 105.69"," 105.62"," 534394"," 564.42"," 114"," 525892"," 98.41"
772GS2049," GS"," 19-Jul-2024"," 112.00"," 112.00"," 112.00"," 112.00"," 112.00"," 112.00"," 112.00"," 1"," 0.00"," 1"," 1"," 100.00"
824GS2027," GS"," 19-Jul-2024"," 106.00"," 105.62"," 105.62"," 105.62"," 105.62"," 105.62"," 105.62"," 27"," 0.03"," 1"," 27"," 100.00"
92GS2030," GS"," 19-Jul-2024"," 116.00"," 115.99"," 115.99"," 114.00"," 114.00"," 114.00"," 115.82"," 1980"," 2.29"," 5"," 1980"," 100.00"
A2ZINFRA," BE"," 19-Jul-2024"," 19.00"," 18.95"," 19.00"," 18.70"," 19.00"," 19.00"," 18.91"," 318229"," 60.16"," 199"," -"," -"
