SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
1018GS2026,GS,107,107,107,107,107,112.46,1000,107000,04-MAY-2020,1,IN0020010081,
20MICRONS,EQ,28.85,28.85,27.15,27.95,27.7,29.05,16867,470500.4,04-MAY-2020,209,INE144J01027,
21STCENMGM,EQ,11,11,10.8,11,11,11,120,1299.95,04-MAY-2020,12,INE253B01015,
3IINFOTECH,EQ,1.6,1.65,1.6,1.6,1.6,1.6,1765042,2866691.05,04-MAY-2020,1421,INE748C01020,
3MINDIA,EQ,19110.05,19240,18737.6,18828.5,18805,19400.2,2584,48775815.7,04-MAY-2020,1356,INE470A01017,
3PLAND,EQ,6.9,6.9,6.8,6.8,6.8,7.15,5922,40319.8,04-MAY-2020,11,INE105C01023,
5PAISA,EQ,160,160,151.1,158.95,159,157.8,5960,923301.85,04-MAY-2020,190,INE618L01018,
617GS2021,GS,92.16,92.16,92.16,92.16,92.16,96.96,180,16588.8,04-MAY-2020,1,IN0020190099,
618GS2024,GS,99,99.6,99,99.6,99.6,95,100,9929.9,04-MAY-2020,3,IN0020190396,
63MOONS,BE,58.8,58.8,56,57.05,57.4,58.9,14212,800725.8,04-MAY-2020,1678,INE111B01023,
645GS2029,GS,102,102,102,102,102,102,500,51000,04-MAY-2020,1,IN0020190362,
706GS2046,GS,104,104,104,104,104,109,100,10400,04-MAY-2020,1,IN0020160068,
737GS2023,GS,100.02,100.02,100.02,100.02,100.02,100.01,138,13802.76,04-MAY-2020,1,IN0020180025,
759GS2026,GS,107,107,107,107,107,105,1,107,04-MAY-2020,1,IN0020150093,
769GS2043,GS,132,132,120,120,120,126,3122,374904,04-MAY-2020,4,IN0020190040,
772GS2049,GS,112,112,112,112,112,107.08,400,44800,04-MAY-2020,2,IN0020190032,
795GS2032,GS,111.3,111.3,111.3,111.3,111.3,106,100,11130,04-MAY-2020,2,IN0020020106,
808GS2022,GS,71,71,71,71,71,73.86,8,568,04-MAY-2020,1,IN0020070028,
8KMILES,BZ,21.45,21.45,21.45,21.45,21.45,22.55,10383,222715.35,04-MAY-2020,108,INE650K01021,
A2ZINFRA,EQ,3.75,3.75,3.65,3.7,3.7,3.8,248807,917114.5,04-MAY-2020,313,INE619I01012,
AARTIDRUGS,EQ,704,743,692,715.1,717.9,715.2,74791,53727409.7,04-MAY-2020,5491,INE767A01016,
AARTIIND,EQ,1087,1125,1045.15,1095.35,1100,1102.4,462257,504671340.35,04-MAY-2020,38989,INE769A01020,
AARVEEDEN,EQ,9.2,9.95,8.8,9.35,9.9,9.2,10105,93581.55,04-MAY-2020,94,INE273D01019,
AAVAS,EQ,1150,1176.1,1128.6,1130.6,1133,1188,21872,24926161.95,04-MAY-2020,3404,INE216P01012,
ABAN,BE,20,20,19.45,19.45,19.45,20.45,17227,335356.35,04-MAY-2020,182,INE421A01028,
ABB,EQ,895,895,870,879.5,878.9,900.55,47419,41684616.05,04-MAY-2020,2953,INE117A01022,
ABBOTINDIA,EQ,17500,18600,17212.35,18195.35,18250,17730.75,40295,724595929.95,04-MAY-2020,12376,INE358A01014,
ABCAPITAL,EQ,48,48.15,45.3,45.8,46.45,49.95,2171864,101192383.6,04-MAY-2020,24356,INE674K01013,
ABFRL,EQ,114,115,107.8,109.1,110.35,115.6,1979857,219354082.55,04-MAY-2020,31324,INE647O01011,
ABSLBANETF,EQ,229,250,215,216.97,215,230,92,21642.9,04-MAY-2020,9,INF209KB1O58,
ABSLFTSGRN,MF,10.6,10.6,10.6,10.6,10.6,10.5,1000,10600,04-MAY-2020,1,INF209KB1H65,
ABSLNN50ET,EQ,235,285.3,235,243.41,241.04,266.35,1179,305781.33,04-MAY-2020,132,INF209KB1B87,
ABSLRIF6RG,MF,5.06,5.15,5.06,5.15,5.15,5.15,1500,7680,04-MAY-2020,2,INF209KB1LL4,
ACC,EQ,1130,1149.4,1117.2,1126.8,1129.7,1179.1,960797,1084907244.4,04-MAY-2020,41726,INE012A01025,
ACCELYA,EQ,891.25,915.95,891.25,900.2,896.05,905.95,11547,10395498.35,04-MAY-2020,1558,INE793A01012,
ACE,EQ,46,46.7,44.1,44.65,44.7,46.95,192399,8693483.65,04-MAY-2020,1947,INE731H01025,
ADANIENT,EQ,136.9,137.5,130,131.55,131.5,141.4,6013356,796788476.4,04-MAY-2020,37151,INE423A01024,
ADANIGAS,EQ,100.25,101.9,99.05,99.8,99.95,105.35,3582200,359826542.5,04-MAY-2020,21359,INE399L01023,
ADANIGREEN,EQ,199.95,218,199.95,209.55,208.7,210.45,1698451,356092283.9,04-MAY-2020,25272,INE364U01010,
ADANIPORTS,EQ,275,280,262,266.35,266.9,290.1,6359013,1691095553.65,04-MAY-2020,58530,INE742F01042,
ADANIPOWER,EQ,31,31,29.6,29.85,29.95,31.65,7612210,228261174.8,04-MAY-2020,19577,INE814H01011,
ADANITRANS,EQ,198,202,197,198.85,198.5,206.85,114121,22628065.4,04-MAY-2020,3733,INE931S01010,
ADFFOODS,EQ,200,200,195.9,197.2,195.9,206.2,21437,4220137.85,04-MAY-2020,447,INE982B01019,
ADHUNIKIND,EQ,23.25,23.25,22.15,23.25,23.25,22.15,25602,594673.45,04-MAY-2020,172,INE452L01012,
ADORWELD,EQ,221,236.6,221,229.4,227,238.25,2780,636333.1,04-MAY-2020,293,INE045A01017,
ADROITINFO,BE,5,5.25,5,5.2,5.25,5,2836,14709,04-MAY-2020,7,INE737B01033,
ADSL,EQ,12.95,13,12.15,12.9,13,12.8,43944,559455.55,04-MAY-2020,233,INE102I01027,
ADVANIHOTR,EQ,40.35,41.8,38.1,40.4,40.5,40.1,8610,342327.6,04-MAY-2020,94,INE199C01026,
ADVENZYMES,EQ,141.05,145.5,139,142.15,142.5,145.9,55682,7924267.5,04-MAY-2020,1415,INE837H01020,
AEGISCHEM,EQ,165,166.9,162,163.6,165.25,170.8,145999,23898786.2,04-MAY-2020,6612,INE208C01025,
