SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
NIACL,EQ,115.55,116.2,113.15,113.7,113.8,114.6,166765,19097013.85,13-Jul-20,3044,INE470Y01017
NIBL,BE,7.5,7.5,7.5,7.5,7.5,7.85,200,1500,13-Jul-20,1,INE047O01014
NIFTYBEES,EQ,117,117,114.26,114.86,114.95,114.38,2318031,266843835,13-Jul-20,9632,INF204KB14I2
NIFTYEES,EQ,13620,13650,13620,13650,13650,13800,5,68130,13-Jul-20,5,INF754K01EK3
NIITLTD,EQ,94.2,95.35,94,94.45,94.5,94.25,217883,20570877.2,13-Jul-20,1794,INE161A01038
NIITTECH,EQ,1594.45,1632,1578.5,1587,1593.65,1592.9,638391,1026716684,13-Jul-20,24983,INE591G01017
NILAINFRA,EQ,4.2,4.25,3.95,4,4,4.2,282580,1141883.3,13-Jul-20,320,INE937C01029
NILASPACES,EQ,1.3,1.3,1.2,1.2,1.2,1.25,605198,747986.75,13-Jul-20,208,INE00S901012
NILKAMAL,EQ,1214,1220.2,1182.35,1201.2,1195.85,1208.15,10985,13235822.15,13-Jul-20,1226,INE310A01015
NIPPOBATRY,EQ,535.1,550,535.1,544.35,546.6,537.45,1107,600078.65,13-Jul-20,142,INE567A01010
NITCO,EQ,19.4,19.4,18,18.15,18.05,18.5,125710,2389209.15,13-Jul-20,543,INE858F01012
NITINFIRE,BZ,0.75,0.75,0.75,0.75,0.75,0.8,40807,30605.25,13-Jul-20,33,INE489H01020
NITINSPIN,EQ,41.85,41.85,39.6,39.8,39.75,40.45,39729,1584885.5,13-Jul-20,437,INE229H01012
NITIRAJ,SM,58,58,58,58,58,56,1500,87000,13-Jul-20,1,INE439T01012
NLCINDIA,EQ,46.2,46.4,45,45.1,45.25,45.9,1727333,78445467.5,13-Jul-20,8391,INE589A01014
NMDC,EQ,84.2,86.35,84,85.65,85.4,84.3,6173352,526348392.4,13-Jul-20,26057,INE584A01023
NOCIL,EQ,102.8,103.35,99.3,100.3,100.4,101.85,1516637,153348104.4,13-Jul-20,10954,INE163A01018
NOIDATOLL,BE,3.7,3.8,3.6,3.7,3.65,3.65,102158,380206.2,13-Jul-20,225,INE781B01015
NORBTEAEXP,EQ,3.05,3.2,2.9,3.2,3.2,3.05,1050,3230.45,13-Jul-20,10,INE369C01017
NPBET,EQ,124.69,124.69,120.01,120.61,120.01,124.7,616,74620.39,13-Jul-20,29,INF277K010X4
NRAIL,EQ,229.9,229.9,224,225.5,227.8,224.1,25280,5740119.1,13-Jul-20,1012,INE740D01017
NRBBEARING,EQ,83,84,80.15,80.45,80.75,82.6,111088,9018591.7,13-Jul-20,1635,INE349A01021
NSIL,EQ,659.95,664.05,641,650,650,655,407,266593.9,13-Jul-20,65,INE023A01030
NTL,BE,0.85,0.9,0.8,0.8,0.8,0.85,22200,18801.55,13-Jul-20,43,INE333I01036
NTPC,EQ,91.05,92.85,89.5,89.9,89.75,90.4,17512895,1594376590,13-Jul-20,63705,INE733E01010
NTPC,N4,1227,1227,1225,1225,1225,1226,35,42895,13-Jul-20,2,INE733E07JH3
NTPC,N6,1494.9,1495,1472,1484,1484,1480,257,379225.9,13-Jul-20,19,INE733E07JJ9
NTPC,N7,13.78,13.86,13.78,13.84,13.84,13.84,29419,406479.51,13-Jul-20,89,INE733E07JP6
NTPC,ND,1350,1350,1350,1350,1350,1350,30,40500,13-Jul-20,2,INE733E07JW2
NUCLEUS,EQ,282.4,285.3,270.05,275.25,275.55,273.3,41782,11508249.8,13-Jul-20,1915,INE096B01018
NXTDIGITAL,EQ,404.9,404.9,389.65,393.25,393,394.3,1334,524945.85,13-Jul-20,46,INE353A01023
OAL,EQ,254.95,258.95,245.6,247.8,249,249.2,50639,12623955.65,13-Jul-20,1408,INE959C01023
OBEROIRLTY,EQ,369.4,375.5,360.1,367.1,367.5,366.3,776800,286289102.2,13-Jul-20,24964,INE093I01010
OCCL,EQ,797.9,797.9,770,773.3,770.5,782.6,3514,2727645.35,13-Jul-20,476,INE321D01016
OFSS,EQ,2765,2845,2732.35,2818.15,2838,2757.65,40064,111315615.8,13-Jul-20,6240,INE881D01027
OIL,EQ,99.8,100.6,97.1,97.6,97.8,99.8,829739,81666849.25,13-Jul-20,11045,INE274J01014
OILCOUNTUB,BE,4.9,5,4.65,4.7,4.7,4.8,14601,71195.25,13-Jul-20,55,INE591A01010
OISL,BE,3.2,3.35,3.2,3.35,3.35,3.2,9710,32329,13-Jul-20,23,INE196J01019
OLECTRA,EQ,66.75,66.75,64,64.65,64.85,66.05,60636,3932162.75,13-Jul-20,1174,INE260D01016
OMAXAUTO,EQ,33.95,34.9,30.9,32.85,33,33.45,33110,1099078.2,13-Jul-20,689,INE090B01011
OMAXE,EQ,75.85,75.85,75.85,75.85,75.85,79.8,95842,7269615.7,13-Jul-20,307,INE800H01010
OMFURN,SM,10.4,10.4,10.4,10.4,10.4,9.95,12000,124800,13-Jul-20,2,INE338Y01016
OMKARCHEM,BE,5,5.3,4.8,4.95,4.8,5.05,26634,130270.4,13-Jul-20,87,INE474L01016
OMMETALS,BE,16.2,16.8,15.6,15.6,15.6,16.4,94534,1492456.4,13-Jul-20,122,INE239D01028
ONELIFECAP,EQ,6,6.1,5.7,5.85,5.7,5.95,1772,10376.4,13-Jul-20,19,INE912L01015
ONEPOINT,EQ,12.5,12.5,11.75,12.25,12.35,12.3,10812,131266.8,13-Jul-20,50,INE840Y01011
ONGC,EQ,79.2,79.55,78.4,78.9,78.85,78.55,9361006,739109866.5,13-Jul-20,41569,INE213A01029
ONMOBILE,EQ,29.2,29.2,28.25,28.35,28.3,28.55,39863,1133743.95,13-Jul-20,212,INE809I01019
ONWARDTEC,EQ,59,61.4,57.35,59.4,58.7,60.4,16112,955033.05,13-Jul-20,244,INE229A01017
OPTIEMUS,BE,22.85,23.4,21.85,22.9,23,22.65,24644,552323.7,13-Jul-20,68,INE350C01017
OPTOCIRCUI,BE,13.25,13.25,13.25,13.25,13.25,13.9,617749,8185174.25,13-Jul-20,637,INE808B01016
ORBTEXP,EQ,65.75,68.65,61.65,65.8,66,63.05,9449,604568.05,13-Jul-20,302,INE231G01010
ORICONENT,EQ,19,19.05,17.65,17.8,17.75,18.95,287921,5241274.4,13-Jul-20,1194,INE730A01022
ORIENTABRA,EQ,18.7,19.3,18.25,18.4,18.4,18.55,26868,500455.75,13-Jul-20,208,INE569C01020
ORIENTALTL,BE,16.1,16.1,16.1,16.1,16.1,16.9,4538,73061.8,13-Jul-20,21,INE998H01012
ORIENTBELL,EQ,81.95,81.95,78.05,78.5,78.05,79.3,25206,2008774.35,13-Jul-20,702,INE607D01018
ORIENTCEM,EQ,66,67.65,64.8,65.45,65.45,65.8,183893,12105377.3,13-Jul-20,2045,INE876N01018
ORIENTELEC,EQ,179.4,181.2,173.75,174.55,174.2,177.85,290374,51451746,13-Jul-20,4775,INE142Z01019
ORIENTHOT,BE,20.95,20.95,20,20.5,20.5,20.95,21855,444025.6,13-Jul-20,112,INE750A01020
ORIENTLTD,BE,69.1,72.9,69.1,71.4,71.1,71.75,67,4725.6,13-Jul-20,9,INE609C01024
ORIENTPPR,EQ,19.8,19.9,19.3,19.55,19.55,19.7,287481,5650416.5,13-Jul-20,1287,INE592A01026
ORIENTREF,EQ,168.45,171,165.55,166.7,167.6,168.1,19071,3212884.8,13-Jul-20,993,INE743M01012
ORISSAMINE,EQ,1700,1720,1650,1659.1,1650,1684.8,4758,7973263.55,13-Jul-20,809,INE725E01024
ORTEL,BZ,1.6,1.6,1.6,1.6,1.6,1.65,3731,5969.6,13-Jul-20,9,INE849L01019
ORTINLABSS,BE,15.9,15.9,14.4,14.9,14.9,15.15,9664,141552.75,13-Jul-20,90,INE749B01012
OSWALAGRO,EQ,10.85,10.85,10.85,10.85,10.85,10.35,77633,842318.05,13-Jul-20,291,INE142A01012
PAGEIND,EQ,19996.5,20124.95,19675.05,19910.35,19910.5,19892.75,15098,300447714,13-Jul-20,7165,INE761H01022
PAISALO,EQ,256.95,268,232.2,244.35,244.5,247.85,42654,10758919.85,13-Jul-20,1283,INE420C01042
PALASHSECU,BE,26.25,26.25,24.9,24.9,24.9,25,4,100.95,13-Jul-20,2,INE471W01019
PALREDTEC,BE,24.65,26.2,24,24.1,24,25.25,4990,121886.65,13-Jul-20,45,INE218G01033
PANACEABIO,EQ,192.05,194.6,191.05,191.55,191.4,190.9,91812,17686854.45,13-Jul-20,1744,INE922B01023
PANACHE,EQ,54.4,54.4,54.4,54.4,54.4,51.85,20808,1131955.2,13-Jul-20,45,INE895W01019
PANAMAPET,EQ,45.1,47.95,41.25,43.4,43.75,45.1,40537,1800655.5,13-Jul-20,803,INE305C01029
PAPERPROD,EQ,203.75,213.8,203.75,208.1,208,204.95,110930,23234122.55,13-Jul-20,2153,INE275B01026
PAR,SM,49.3,49.3,48.25,48.25,48.25,49.9,16000,781100,13-Jul-20,8,INE04LG01015
PARABDRUGS,BZ,2.7,2.7,2.6,2.6,2.6,2.7,6069,15808.9,13-Jul-20,22,INE618H01016
PARACABLES,EQ,7.35,7.8,7.2,7.65,7.6,7.2,153349,1166846.8,13-Jul-20,375,INE074B01023
PARAGMILK,EQ,91.85,92.9,89.5,89.6,89.6,91,382683,34701440.15,13-Jul-20,7813,INE883N01014
PARSVNATH,BE,3.55,3.55,3.25,3.3,3.35,3.4,80338,271294,13-Jul-20,160,INE561H01026
PATELENG,EQ,15.35,15.7,14.9,15.05,15,15.25,267935,4071736.25,13-Jul-20,756,INE244B01030
PATINTLOG,EQ,22.1,23.35,21.8,22.3,22.3,22.85,17511,389176.8,13-Jul-20,231,INE529D01014
PATSPINLTD,BE,6.2,6.2,6.2,6.2,6.2,6.5,500,3100,13-Jul-20,3,INE790C01014
PCJEWELLER,EQ,15.8,15.8,15.1,15.25,15.3,15.55,1331325,20440855.25,13-Jul-20,3069,INE785M01013
PDMJEPAPER,EQ,15.05,15.2,14.6,14.7,14.7,15.05,71666,1063596.3,13-Jul-20,278,INE865T01018
PDSMFL,EQ,295.1,300.25,286.5,291.55,289.35,281.25,2031,595912.2,13-Jul-20,113,INE111Q01013
PEARLPOLY,BE,16.85,17.9,16.2,17.8,17.45,17.05,27101,473422.25,13-Jul-20,118,INE844A01013
PEL,EQ,1464,1481.9,1420,1431.35,1434.95,1448.85,1420063,2057995746,13-Jul-20,40224,INE140A01024
PENIND,EQ,17.4,17.8,16.5,16.6,16.7,17.5,352032,6003193.7,13-Jul-20,1071,INE932A01024
PENINLAND,EQ,4.15,4.2,3.85,3.85,3.9,4.05,391872,1545020.3,13-Jul-20,410,INE138A01028
PERSISTENT,EQ,730,734,700,724.8,721.5,731.75,95797,68765524.7,13-Jul-20,8815,INE262H01013
PETRONET,EQ,263,268.3,262.6,265.35,265.6,261.6,2364528,626870239.8,13-Jul-20,26011,INE347G01014
PFC,EQ,84.15,84.55,82.35,83.4,83.95,83.6,4630049,385519008.6,13-Jul-20,16714,INE134E01011
PFC,N3,1325,1325,1325,1325,1325,1325,28,37100,13-Jul-20,2,INE134E07588
PFC,N6,1232,1250,1232,1248.7,1250,1232.27,2751,3422168.5,13-Jul-20,19,INE134E07422
PFC,N8,1470,1490,1470,1485.18,1490,1478,1009,1494745,13-Jul-20,20,INE134E07463
PFIZER,EQ,4099.95,4149,4080.1,4126.6,4120,4090.35,63782,262695905.5,13-Jul-20,5801,INE182A01018
PFOCUS,EQ,25.45,25.9,25,25.5,25.45,25.4,23027,587506.75,13-Jul-20,122,INE367G01038
PFS,EQ,13.45,14.85,13.45,14.8,14.85,13.5,4009110,58155551.15,13-Jul-20,4648,INE560K01014
PGEL,EQ,42.55,44.4,42.5,43.05,43.6,42.1,37367,1618566,13-Jul-20,894,INE457L01011
PGHH,EQ,10412,10646,10250.2,10339.7,10339,10382.1,5555,57640140.3,13-Jul-20,2331,INE179A01014
PGHL,EQ,4176,4180.95,4081,4110.15,4124,4158.3,13738,56489304.75,13-Jul-20,3005,INE199A01012
PGIL,EQ,104.1,104.55,101,103.15,103.8,101.7,19094,1960069.75,13-Jul-20,2071,INE940H01014
PHILIPCARB,EQ,108.5,108.8,104.45,106.3,106,107.8,1211526,128612542.8,13-Jul-20,12188,INE602A01023
PHOENIXLTD,EQ,606.95,606.95,588.5,593,594.7,599.6,246579,147601460.2,13-Jul-20,5579,INE211B01039
PIDILITIND,EQ,1390,1405,1383,1395.35,1395.1,1382.85,542091,756486845.1,13-Jul-20,24984,INE318A01026
PIIND,EQ,1780.6,1784.95,1672.75,1695.65,1699,1758.15,295980,506770834.8,13-Jul-20,29577,INE603J01030
PILANIINVS,EQ,1393,1400,1353.05,1390.25,1400,1381.15,532,735885.3,13-Jul-20,129,INE417C01014
PILITA,BE,5.7,5.85,5.6,5.8,5.8,5.6,37210,215313.15,13-Jul-20,123,INE600A01035
PIONDIST,EQ,123.5,124.75,119.3,121.55,122.4,122.95,8231,1005560.95,13-Jul-20,169,INE889E01010
PIONEEREMB,EQ,25,28,24.5,25.2,25.35,23.45,421235,11220996.55,13-Jul-20,2826,INE156C01018
PITTIENG,EQ,30.1,30.4,28.8,29.15,29,29.75,8420,247053.7,13-Jul-20,129,INE450D01021
PKTEA,BE,104,110,104,110,110,105.2,1328,140107.75,13-Jul-20,18,INE431F01018
PLASTIBLEN,EQ,170.85,174,165.05,168,167,168,23017,3886169.35,13-Jul-20,686,INE083C01022
PNB,EQ,35.4,35.45,34.3,34.55,34.55,35.05,28823774,1001003739,13-Jul-20,74800,INE160A01022
PNBGILTS,EQ,36.55,36.85,35,35.3,35.35,36.5,347379,12407454,13-Jul-20,1287,INE859A01011
PNBHOUSING,EQ,214.8,215,208,209.55,210,210.05,278211,58668460.15,13-Jul-20,4323,INE572E01012
PNC,EQ,15.95,15.95,14.45,15.05,15.05,15.25,2831,44100.3,13-Jul-20,33,INE392B01011
PNCINFRA,EQ,149.6,149.6,144.55,145.1,145,147.7,87489,12746681.65,13-Jul-20,2476,INE195J01029
PODDARHOUS,EQ,183.1,196.05,171.95,174.7,174,191.05,12385,2249196.45,13-Jul-20,285,INE888B01018
PODDARMENT,EQ,161.5,192.45,159.1,179.8,180,160.4,185042,33338132.1,13-Jul-20,4314,INE371C01013
POKARNA,BE,133.85,147.7,133.85,135.35,133.85,140.85,47717,6439128.45,13-Jul-20,258,INE637C01025
POLYCAB,EQ,840.2,845,816.55,819.5,820,837.6,244361,202714813.8,13-Jul-20,18846,INE455K01017
POLYMED,EQ,352,384,350,368.7,367,348.7,1225435,453511620.6,13-Jul-20,29257,INE205C01021
POLYPLEX,EQ,581.5,610,575.1,583.9,584.1,573.15,221795,131290948.9,13-Jul-20,7142,INE633B01018
PONNIERODE,EQ,151.95,151.95,142.8,147.75,149,149.65,18271,2700513.45,13-Jul-20,2030,INE838E01017
POWERGRID,EQ,172.6,174.2,168.2,169.1,168.8,172.6,6077163,1037507053,13-Jul-20,30878,INE752E01010
POWERINDIA,EQ,854,855,847.25,850.05,850,846.6,49531,42109358.85,13-Jul-20,921,INE07Y701011
POWERMECH,EQ,475.9,480.7,457.6,460.65,460,472.2,26646,12443834.15,13-Jul-20,2047,INE211R01019
PPAP,EQ,170.7,173.2,167.55,170.25,169.5,167.9,32410,5525002.7,13-Jul-20,715,INE095I01015
PPL,EQ,61.9,63.9,61.05,63.9,63.9,60.9,173651,11043546.55,13-Jul-20,1211,INE050001010
PRABHAT,EQ,70.9,72.8,69.65,71.2,71.05,69.6,51911,3700973.1,13-Jul-20,767,INE302M01033
PRADIP,EQ,0.75,0.75,0.7,0.7,0.7,0.75,250,177.5,13-Jul-20,2,INE495J01015
PRAENG,EQ,5.85,6,5.75,5.8,5.85,5.95,14492,85018.3,13-Jul-20,35,INE505C01016
PRAJIND,EQ,67.9,68.4,65.8,66.25,65.95,67.35,1483767,99422731.95,13-Jul-20,6800,INE074A01025
PRAKASH,EQ,36.3,36.6,35.15,35.3,35.4,35.8,431751,15426491.95,13-Jul-20,3581,INE603A01013
PRAKASHSTL,BE,1.55,1.55,1.55,1.55,1.55,1.6,63443,98336.65,13-Jul-20,96,INE696K01024
PRAXIS,BE,32.25,33.85,30.65,32.6,32.6,32.25,2840,91833.1,13-Jul-20,66,INE546Y01022
PRECAM,EQ,35.5,36.35,33.6,34,34.2,34.9,714740,24952740.5,13-Jul-20,3379,INE484I01029
PRECOT,EQ,25,25,23.75,23.8,23.8,24.9,155,3712.5,13-Jul-20,4,INE283A01014
PRECWIRE,EQ,102.55,104.5,100.4,100.75,101.05,102.1,24262,2467747.1,13-Jul-20,452,INE372C01029
PREMEXPLN,BE,146.25,146.25,132.35,132.35,132.35,139.3,13913,1931800.65,13-Jul-20,141,INE863B01011
PREMIER,BE,1.9,1.9,1.85,1.85,1.85,1.9,605,1147.5,13-Jul-20,7,INE342A01018
PREMIERPOL,EQ,25.55,25.55,24,24.05,24,24.2,3758,90855.35,13-Jul-20,25,INE309M01012
PRESSMN,EQ,18.8,19.85,18.75,19.55,19.5,19.35,23097,443531.2,13-Jul-20,210,INE980A01023
PRESTIGE,EQ,196,197,187.5,189.15,189,194.45,380984,72771965.3,13-Jul-20,9373,INE811K01011
PRICOLLTD,EQ,39.45,39.45,37.5,37.7,37.8,38.25,49913,1909466,13-Jul-20,358,INE726V01018
PRIMESECU,EQ,49.95,49.95,48,48.05,48,49.65,8473,409386.4,13-Jul-20,138,INE032B01021
PRINCEPIPE,EQ,111,111,105.6,106.85,106.95,109.3,170567,18303621.85,13-Jul-20,2666,INE689W01016
PROLIFE,SM,30.75,30.75,30.5,30.6,30.5,30.55,30000,918750,13-Jul-20,2,INE994V01012
PROSEED,BE,0.5,0.5,0.5,0.5,0.5,0.55,21148,10574,13-Jul-20,28,INE217G01027
PROZONINTU,EQ,18.5,18.5,17.65,17.65,17.65,18.55,146229,2620231.15,13-Jul-20,781,INE195N01013
PRSMJOHNSN,EQ,51,51.9,50.05,50.5,50.4,50.75,178503,9065389.85,13-Jul-20,2124,INE010A01011
PSB,EQ,13.85,14,13.5,13.65,13.6,13.9,256666,3525066.5,13-Jul-20,1431,INE608A01012
PSL,BE,0.55,0.6,0.55,0.55,0.55,0.6,55085,31971.75,13-Jul-20,17,INE474B01017
PSPPROJECT,EQ,410.2,414.65,405.75,410,410.65,410.2,12779,5242443.55,13-Jul-20,993,INE488V01015
PSUBNKBEES,EQ,16.9,16.9,16.1,16.17,16.18,16.4,102906,1670337.3,13-Jul-20,400,INF204KB16I7
PTC,EQ,49.9,50.1,48.75,49.15,49.1,49.65,1812791,89089724.5,13-Jul-20,7112,INE877F01012
PTL,EQ,44.75,44.75,40.55,41.05,41,44.8,173125,7165420.9,13-Jul-20,1866,INE034D01031
PUNJABCHEM,EQ,474,487.9,472.15,479.2,480,470.2,2888,1385325.05,13-Jul-20,284,INE277B01014
PUNJLLOYD,BZ,1.8,1.9,1.8,1.8,1.8,1.85,622133,1132563.9,13-Jul-20,349,INE701B01021
PURVA,EQ,43.1,44.5,42.35,43.1,43.15,43.3,77975,3380776,13-Jul-20,748,INE323I01011
PVR,EQ,1051,1063.2,1041.65,1051.65,1052.4,1047.1,613298,645159710.7,13-Jul-20,17646,INE191H01014
QGOLDHALF,EQ,2141,2153.4,2140,2147.6,2145,2142.9,1091,2342451.4,13-Jul-20,108,INF082J01010
QNIFTY,EQ,1118,1118,1109,1109,1109,1109,23,25594,13-Jul-20,5,INF082J01028
QUESS,EQ,340,346,331,333.05,332,340.9,212012,71550963.85,13-Jul-20,17229,INE615P01015
QUICKHEAL,EQ,114.85,117,113.4,114.05,114,113.6,371666,42725455.35,13-Jul-20,7551,INE306L01010
RADAAN,EQ,1.25,1.25,1.2,1.2,1.2,1.25,6200,7500,13-Jul-20,4,INE874F01027
RADICO,EQ,382.9,390,377.05,380.85,382,380.4,749003,287060658.8,13-Jul-20,15893,INE944F01028
RADIOCITY,EQ,17.2,17.5,16.85,16.95,16.95,17,610559,10437984,13-Jul-20,1469,INE919I01024
RAIN,EQ,91,102,88.5,100.35,101.2,90.25,7066639,684671933.6,13-Jul-20,36237,INE855B01025
RAJESHEXPO,EQ,475,481.45,471,472.1,471.1,473.8,134340,63915537.2,13-Jul-20,4034,INE343B01030
RAJRATAN,EQ,256.4,258.8,232.65,240.8,238,256.4,9377,2265484.55,13-Jul-20,645,INE451D01011
RAJRAYON,BZ,0.2,0.2,0.2,0.2,0.2,0.25,1445549,289109.8,13-Jul-20,47,INE533D01024
RAJSREESUG,BE,15.55,15.95,15.3,15.65,15.65,15.5,2443,38273.1,13-Jul-20,20,INE562B01019
RAJTV,EQ,34.05,36,34.05,34.35,34.25,34.8,2507,88291.15,13-Jul-20,80,INE952H01027
RALLIS,EQ,273.1,274.35,268.6,270.6,270.9,271.8,320218,86797654.95,13-Jul-20,7289,INE613A01020
RAMANEWS,EQ,15.45,15.45,15,15.05,15.2,14.95,8842,135276.15,13-Jul-20,49,INE278B01020
RAMASTEEL,EQ,34.05,36.25,33.1,34.6,34.2,34.75,7774,267147.3,13-Jul-20,166,INE230R01027
RAMCOCEM,EQ,647.25,672,640.25,667.25,670.65,647.25,886767,584759987.2,13-Jul-20,17579,INE331A01037
RAMCOIND,EQ,182.9,184.45,176.2,182,181.5,177.75,165779,30003730.45,13-Jul-20,2997,INE614A01028
RAMCOSYS,EQ,112.05,114,108.05,108.65,108.5,111.8,137425,15146852.3,13-Jul-20,2289,INE246B01019
RAMKY,EQ,37.95,38.1,35.15,36.3,36.75,37.5,134689,4919036.25,13-Jul-20,1294,INE874I01013
RANASUG,BE,3.95,4.1,3.95,4,4.1,4.05,132149,535872.9,13-Jul-20,145,INE625B01014
RANEENGINE,EQ,214.05,214.05,202.75,204.15,203.85,206.35,899,185732.8,13-Jul-20,123,INE222J01013
RANEHOLDIN,EQ,449.3,458.95,449.3,451.1,450,453.85,6454,2917490.45,13-Jul-20,412,INE384A01010
RATNAMANI,EQ,1045,1048.75,1010.1,1021.3,1027.7,1025.75,8139,8366518.3,13-Jul-20,1387,INE703B01027
RAYMOND,EQ,268,268.7,257,260,258.5,266.3,574316,150874860.9,13-Jul-20,11857,INE301A01014
RBL,EQ,566.7,566.7,551,554.5,555.9,557.3,7959,4425805.1,13-Jul-20,651,INE244J01017
RBLBANK,EQ,185.9,185.9,177.1,177.9,177.95,181.05,23245904,4193408394,13-Jul-20,124156,INE976G01028
RCF,EQ,50.9,51.7,50.15,50.4,50.25,50.45,3718869,188827573.4,13-Jul-20,12170,INE027A01015
RCOM,BE,2,2,2,2,2,1.95,1577419,3154838,13-Jul-20,811,INE330H01018
RECLTD,EQ,105.25,105.6,103,104.5,104.75,104.75,4253805,442331040.8,13-Jul-20,21074,INE020B01018
RECLTD,N1,1111.99,1111.99,1104.5,1104.65,1104.5,1105.95,47,51933.23,13-Jul-20,4,INE020B07GW6
RECLTD,N2,1217.98,1217.99,1217.98,1217.99,1217.99,1208,60,73079.09,13-Jul-20,3,INE020B07GX4
RECLTD,N9,1318,1322,1318,1320.53,1318,1315.3,664,876682.49,13-Jul-20,17,INE020B07HS2
RECLTD,NB,1275,1275,1275,1275,1275,1275,1,1275,13-Jul-20,1,INE020B07IC4
RECLTD,NE,1195,1195,1195,1195,1195,1160.6,25,29875,13-Jul-20,1,INE020B07IF7
RECLTD,NF,1351.99,1352,1347,1347,1347,1352.99,1350,1825096.5,13-Jul-20,6,INE020B07IG5
RECLTD,NH,1230.2,1271,1230.2,1271,1271,1230.2,101,124699,13-Jul-20,3,INE020B07JU4
RECLTD,NI,1210,1219.99,1210,1219.99,1219.99,1222,101,122219.99,13-Jul-20,2,INE020B07GH7
REDINGTON,EQ,92,98.9,91.5,96.15,96.2,92,3336133,317238222.6,13-Jul-20,17155,INE891D01026
REFEX,EQ,50.8,50.8,47.7,47.95,48,49.55,220156,10683611.9,13-Jul-20,2075,INE056I01017
RELAXO,EQ,638.6,641,622,625.85,627,635.55,322624,203164643.1,13-Jul-20,17327,INE131B01039
RELCAPITAL,BE,12.35,12.4,11.55,11.55,11.55,12.15,2189457,25627076.25,13-Jul-20,4566,INE013A01015
RELIABLE,SM,23.85,23.85,23.85,23.85,23.85,22.75,2400,57240,13-Jul-20,1,INE375Y01018
RELIANCE,EQ,1903.35,1947.7,1900,1935,1938.7,1878.05,32124397,61905840823,13-Jul-20,615947,INE002A01018
RELIANCEPP,E1,1019,1074.95,1012.5,1054.75,1058,990.65,4191554,4408635900,13-Jul-20,98702,IN9002A01024
RELIGARE,EQ,38.5,39.55,37.65,38,37.8,38.7,105965,4079204.9,13-Jul-20,753,INE621H01010
RELINFRA,EQ,38.1,38.1,35.25,35.25,35.3,37.1,4379123,157665366.5,13-Jul-20,15875,INE036A01016
REMSONSIND,EQ,67.1,68.95,65.55,67.05,67,68,761,51201.5,13-Jul-20,37,INE474C01015
RENUKA,EQ,8.65,9.1,8.65,8.7,8.7,9.1,2779264,24511605.55,13-Jul-20,2620,INE087H01022
REPCOHOME,EQ,129.95,131.8,126.5,127.8,127.6,129.8,211321,27261058.2,13-Jul-20,3089,INE612J01015
REPRO,EQ,399.85,399.85,385,390,389.95,382.85,2846,1111954.05,13-Jul-20,317,INE461B01014
RESPONIND,EQ,93.1,94,90.05,90.9,90.7,92.05,116307,10686411.8,13-Jul-20,1660,INE688D01026
REVATHI,EQ,428,428,385,397,398.7,392.95,2456,973787.55,13-Jul-20,93,INE617A01013
RGL,EQ,221.95,224.95,218.2,223.5,223.5,218.15,690,152751.2,13-Jul-20,56,INE722H01016
RHFL,BE,2.7,2.7,2.5,2.5,2.5,2.6,2509381,6404220.4,13-Jul-20,2081,INE217K01011
RHFL,N4,220.86,220.86,166.05,220.86,220.86,184.05,40,8176.56,13-Jul-20,6,INE217K07AE0
RHFL,N6,205.01,288,205.01,261.51,260.95,250,234,63183.84,13-Jul-20,15,INE217K07AG5
RHFL,N8,180,216,180,185,185,180,312,59919.5,13-Jul-20,12,INE217K08289
RICOAUTO,EQ,31.4,31.5,30.15,30.25,30.3,31.2,367653,11282011.25,13-Jul-20,1961,INE209B01025
RIIL,EQ,432.5,479.95,425.7,457.5,455.9,428.75,3597207,1643342856,13-Jul-20,80336,INE046A01015
RITES,EQ,258.9,258.9,247.15,248.35,248.7,255.45,595089,150157711.4,13-Jul-20,15211,INE320J01015
RKDL,EQ,8.05,8.05,7.6,7.65,7.6,7.95,28972,222905.1,13-Jul-20,81,INE722J01012
RKFORGE,EQ,165,166.05,160.5,162.05,162.4,163.95,73948,12026216.55,13-Jul-20,1155,INE399G01015
RMCL,BE,3.95,3.95,3.65,3.65,3.65,3.8,74055,271005.65,13-Jul-20,81,INE172H01014
RMDRIP,SM,57.9,61.5,57.9,61.25,61.5,60.9,130000,7838200,13-Jul-20,39,INE219Y01018
RML,EQ,228,230.6,217.6,220.85,220.1,225.1,16504,3675351.65,13-Jul-20,749,INE050H01012
RNAVAL,BE,3.05,3.05,2.85,3,3,2.95,7216306,21430302.15,13-Jul-20,3877,INE542F01012
ROHITFERRO,BE,1.25,1.25,1.25,1.25,1.25,1.3,5482,6852.5,13-Jul-20,11,INE248H01012
ROHLTD,EQ,60.95,61.4,57.7,58.75,58.75,60.15,70842,4220405.2,13-Jul-20,1167,INE283H01019
ROLLT,BE,2.2,2.2,2,2.1,2.1,2.1,24338,51386.1,13-Jul-20,37,INE927A01040
ROLTA,BE,6,6.15,5.85,5.85,5.85,6.15,180129,1063177.5,13-Jul-20,397,INE293A01013
ROSSELLIND,EQ,78.4,78.4,74,74.8,75,75,11341,860003.45,13-Jul-20,251,INE847C01020
RPGLIFE,EQ,273.85,284.8,272.75,279.4,281.1,271.8,118694,33225835.85,13-Jul-20,5043,INE105J01010
