SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,30.95,31.5,30.6,30.8,30.7,31,52105,1605917,30-JAN-2014,437,INE144J01027,
3IINFOTECH,BE,7.05,7.2,6.9,7,7.2,7.25,663598,4640816.15,30-JAN-2014,1167,INE748C01020,
3MINDIA,EQ,3600,3630,3600,3600,3600,3599.6,100,360600,30-JAN-2014,28,INE470A01017,
8KMILES,EQ,101.25,101.25,96.9,98.2,98.25,98.35,4599,450375.2,30-JAN-2014,61,INE650K01013,
A2ZMES,BE,10.95,10.95,10.45,10.45,10.45,10.95,173530,1821093.95,30-JAN-2014,207,INE619I01012,
AARTIDRUGS,EQ,231,233.25,224.35,230.95,231.2,235.05,13235,3052184.45,30-JAN-2014,366,INE767A01016,
AARTIIND,EQ,98.05,99.5,95.2,96,96,98.1,14198,1372409.7,30-JAN-2014,371,INE769A01020,
AARVEEDEN,EQ,41,41.9,38.8,39.45,40.55,41.25,1273,52019.45,30-JAN-2014,76,INE273D01019,
ABAN,EQ,380,381.65,369.65,375.45,376,387,411690,154797692.35,30-JAN-2014,13065,INE421A01028,
ABB,EQ,590.65,595.05,566.95,579.15,583.9,587.45,78879,45626555.3,30-JAN-2014,3913,INE117A01022,
ABBOTINDIA,EQ,1640,1659.95,1619.8,1650.6,1654,1629.4,1348,2222809.55,30-JAN-2014,153,INE358A01014,
ABCIL,EQ,100.1,102,98.6,98.65,98.6,100.55,913,90123.95,30-JAN-2014,23,INE605B01016,
ABGSHIP,EQ,266,285.9,261.3,277.2,284,271.05,103349,28300562.55,30-JAN-2014,3681,INE067H01016,
ABIRLANUVO,EQ,1060,1082,1053.1,1063.25,1070,1070,143103,151937677.3,30-JAN-2014,9400,INE069A01017,
ACC,EQ,980,991.7,970.15,982.6,986,988.3,316976,311281250.65,30-JAN-2014,9265,INE012A01025,
ACCELYA,EQ,735,748,714,717.95,715.5,741.15,10944,7953372.85,30-JAN-2014,1349,INE793A01012,
ACE,EQ,13,13,12.35,12.55,12.55,12.95,189309,2375538.75,30-JAN-2014,496,INE731H01025,
ACROPETAL,BE,5.9,5.95,5.45,5.65,5.45,5.7,17056,96280.35,30-JAN-2014,59,INE055L01013,
ADANIENT,EQ,246.05,252.25,237.2,240.05,239.55,254.45,1723930,417324287.75,30-JAN-2014,20348,INE423A01024,
ADANIPORTS,EQ,144.7,146.35,141,141.65,142.8,146.65,1530051,217787850.85,30-JAN-2014,14734,INE742F01042,
ADANIPOWER,EQ,32.65,33.5,31.8,32.05,32.25,33.1,3849334,124739126.45,30-JAN-2014,9124,INE814H01011,
ADFFOODS,EQ,44.8,45.3,43.1,44.4,44.5,45.1,5269,236747.55,30-JAN-2014,90,INE982B01019,
ADHUNIK,EQ,30.1,30.65,29.3,29.35,29.5,29.9,38983,1159704.75,30-JAN-2014,240,INE400H01019,
ADORWELD,EQ,124,124.75,121.1,122.8,123.9,124.3,5209,640393.1,30-JAN-2014,792,INE045A01017,
ADSL,EQ,15.25,15.8,14.95,15.45,15.45,15.65,6388,97628.9,30-JAN-2014,69,INE102I01027,
ADVANTA,EQ,103.5,104,100.25,100.9,101,103.8,14261,1448066.8,30-JAN-2014,749,INE517H01028,
AEGISCHEM,EQ,154.95,155,149.6,151.6,152.5,154.35,44964,6854016.2,30-JAN-2014,512,INE208C01017,
AFL,BE,44.05,44.35,44.05,44.15,44.15,44.05,39526,1745088.25,30-JAN-2014,27,INE020G01017,
AFTEK,EQ,3.9,3.9,3.65,3.75,3.75,3.75,27877,104523.45,30-JAN-2014,55,INE796A01023,
AGCNET,EQ,64.05,64.05,60.6,61.6,61.1,65.95,1228,77675.5,30-JAN-2014,61,INE676A01019,
AGRODUTCH,EQ,2.15,2.15,2,2,2,2.05,3416,6873.65,30-JAN-2014,16,INE135B01014,
AHLEAST,EQ,130,130.45,124,126.35,126.2,128.55,1033,131240.8,30-JAN-2014,20,INE926K01017,
AHLUCONT,EQ,22,22.9,22,22.1,22,23,1801,39952.55,30-JAN-2014,26,INE758C01029,
AHLWEST,EQ,100.05,103,99.05,100,100,103.25,869,86940.35,30-JAN-2014,16,INE915K01010,
AHMEDFORGE,EQ,98,99.85,96.1,97.25,97,98.8,3244,319077.4,30-JAN-2014,200,INE425A01011,
AIAENG,EQ,500.35,510,495,508,510,501.7,82158,41167696.6,30-JAN-2014,3618,INE212H01026,
AICHAMP,BE,16.4,16.4,16.4,16.4,16.4,16.7,76,1246.4,30-JAN-2014,1,INE768E01024,
AIL,EQ,331.15,333,325,326.25,325.5,334.45,6015,1973087.75,30-JAN-2014,373,INE878A01011,
AJANTPHARM,EQ,931.2,943,919.95,930.2,930,942.55,52037,48489090.6,30-JAN-2014,3017,INE031B01031,
AJMERA,EQ,54.5,54.5,51,52,52.4,54.35,10699,561287.3,30-JAN-2014,671,INE298G01027,
AKSHOPTFBR,EQ,15.4,15.4,14.8,15.05,15,15.3,39719,599389.65,30-JAN-2014,173,INE523B01011,
AKZOINDIA,EQ,794.05,805,788,794.2,805,794.65,3122,2475181.3,30-JAN-2014,339,INE133A01011,
ALBK,EQ,77.25,77.4,76,76.25,76.35,78.2,2349908,179830861.25,30-JAN-2014,14464,INE428A01015,
ALCHEM,EQ,42.85,43.85,40.85,41.95,42.75,43.85,4713,201550.3,30-JAN-2014,65,INE964B01033,
ALEMBICLTD,EQ,13,13.2,12.1,12.2,12.4,12.95,274764,3413070.45,30-JAN-2014,1190,INE426A01027,
ALICON,EQ,64,69.95,56.4,68.3,69.5,69,4650,318095.1,30-JAN-2014,38,INE062D01024,
ALKALI,EQ,17.25,17.25,15.8,15.8,15.8,16.4,609,9709.2,30-JAN-2014,16,INE773I01017,
ALKYLAMINE,EQ,239,239,227.05,237.85,238.9,241.85,8219,1906279.2,30-JAN-2014,59,INE150B01013,
ALLCARGO,EQ,131.5,132,123.2,129.1,132,131.5,4294,539261.3,30-JAN-2014,281,INE418H01029,
ALLSEC,EQ,35,35.85,32.45,34.65,34.55,34.15,12932,439896.15,30-JAN-2014,449,INE835G01018,
ALOKTEXT,EQ,6.85,6.9,6.65,6.85,6.9,6.9,1894927,12864885.35,30-JAN-2014,5208,INE270A01011,
ALPA,BE,8.5,8.5,8.5,8.5,8.5,8.75,17,144.5,30-JAN-2014,1,INE385I01010,
ALPHAGEO,BE,90.55,94.95,86.5,89.5,93.25,90.5,7831,712176.5,30-JAN-2014,106,INE137C01018,
ALPSINDUS,BE,2.55,2.55,2.55,2.55,2.55,2.65,201,512.55,30-JAN-2014,2,INE093B01015,
ALSTOMT&D,EQ,188,188,181.3,183,184.95,187.4,12543,2298442.75,30-JAN-2014,497,INE200A01026,
AMARAJABAT,EQ,335,335,326,328.65,329.05,334.45,89398,29462627.75,30-JAN-2014,4543,INE885A01032,
AMARJOTHI,EQ,76,77,76,77,77,77,1060,81220,30-JAN-2014,5,INE484D01012,
AMBUJACEM,EQ,157.3,159.45,154.8,157.35,158,158.6,2793904,439215557.2,30-JAN-2014,33205,INE079A01024,
AMDIND,EQ,13.35,13.35,12.8,13.05,13.25,13.35,179,2368,30-JAN-2014,11,INE005I01014,
AMRUTANJAN,EQ,120,126.4,119.4,120.65,120.25,123.5,24119,2945587.3,30-JAN-2014,762,INE098F01023,
AMTEKAUTO,EQ,65.1,68,63.85,64.7,64,66.65,260966,17057683.75,30-JAN-2014,2078,INE130C01021,
AMTEKINDIA,EQ,57.25,57.7,55.9,56.2,56.45,57.75,34324,1944611.1,30-JAN-2014,653,INE068D01021,
ANANTRAJ,EQ,48.1,50,47.25,49.25,49,49.05,797956,38621740.4,30-JAN-2014,6293,INE242C01024,
ANDHRABANK,EQ,55,55,53.7,54.1,54,55.6,1502253,81502900.45,30-JAN-2014,7267,INE434A01013,
ANDHRACEMT,EQ,5.2,5.25,4.8,4.9,5.15,5.2,2474,12363.2,30-JAN-2014,29,INE666E01012,
ANDHRSUGAR,EQ,98.75,98.75,94.05,94.35,94.25,96.1,4422,419011.55,30-JAN-2014,227,INE715B01013,
ANIKINDS,BE,22.05,23,21.9,21.9,21.9,22.5,746,16757.4,30-JAN-2014,8,INE087B01017,
ANKITMETAL,EQ,8.45,8.45,8,8.05,8,8.3,1678,13832.4,30-JAN-2014,26,INE106I01010,
ANSALAPI,EQ,19.25,19.25,18.5,18.7,18.9,19.25,99434,1850242.4,30-JAN-2014,403,INE436A01026,
ANSALHSG,EQ,16.8,16.8,16,16.35,16.4,16.6,7572,123773.55,30-JAN-2014,111,INE880B01015,
ANTGRAPHIC,EQ,0.2,0.2,0.2,0.2,0.2,0.2,1900,380,30-JAN-2014,2,INE414B01021,
APARINDS,EQ,139,140,131,133.6,133.8,136.6,6682,889355.5,30-JAN-2014,675,INE372A01015,
APCOTEXIND,EQ,113,114.5,111.5,113,114.5,113.6,2037,230273.55,30-JAN-2014,143,INE116A01024,
APLAPOLLO,EQ,146.4,146.4,146.4,146.4,146.4,145.1,20,2928,30-JAN-2014,1,INE702C01019,
APLLTD,EQ,223,225.65,218.5,222.05,221.95,225.55,81145,18029936.15,30-JAN-2014,3011,INE901L01018,
APOLLOHOSP,EQ,896.05,933,896.05,921.85,921.7,905.55,89529,82266648.95,30-JAN-2014,7876,INE437A01024,
APOLLOTYRE,EQ,106,109.45,104.4,108.15,109.15,107.45,4371955,467932733.35,30-JAN-2014,23604,INE438A01022,
APTECHT,EQ,70,70.35,66.75,67.75,67.9,71.45,105708,7199804.4,30-JAN-2014,2429,INE266F01018,
ARCHIDPLY,BE,10,10,9.5,9.5,9.5,10,3115,29663.75,30-JAN-2014,14,INE877I01016,
ARCHIES,EQ,18,18.05,17.25,17.35,17.25,18.15,167516,2946124.65,30-JAN-2014,639,INE731A01020,
ARIES,EQ,49.6,50.6,47.25,48,48,50.1,25540,1231220.7,30-JAN-2014,456,INE298I01015,
ARIHANT,BE,34.15,34.15,34.15,34.15,34.15,35.9,11,375.65,30-JAN-2014,1,INE413D01011,
AROGRANITE,EQ,28.5,28.5,26.5,26.5,26.5,27.3,48,1288,30-JAN-2014,4,INE210C01013,
ARSHIYA,BE,14.15,14.55,13.75,13.85,13.8,14.45,17384,244015.75,30-JAN-2014,70,INE968D01022,
ARSSINFRA,EQ,20.7,20.95,20.2,20.55,20.7,21.5,31634,654151.35,30-JAN-2014,365,INE267I01010,
ARVIND,EQ,138.7,140.75,136,137.35,137.2,139.2,4723430,653767705.05,30-JAN-2014,25586,INE034A01011,
