SYMBOL," SERIES"," DATE1"," PREV_CLOSE"," OPEN_PRICE"," HIGH_PRICE"," LOW_PRICE"," LAST_PRICE"," CLOSE_PRICE"," AVG_PRICE"," TTL_TRD_QNTY"," TURNOVER_LACS"," NO_OF_TRADES"," DELIV_QTY"," DELIV_PER"
1018GS2026," GS"," 04-Dec-2024"," 113.00"," 113.01"," 115.00"," 112.50"," 112.50"," 112.50"," 112.53"," 447"," 0.50"," 4"," 444"," 99.33"
20MICRONS," BE"," 04-Dec-2024"," 257.48"," 270.35"," 270.35"," 248.00"," 270.35"," 270.35"," 266.39"," 303444"," 808.33"," 2376"," -"," -"
21STCENMGM," BE"," 04-Dec-2024"," 95.46"," 97.36"," 97.36"," 97.36"," 97.36"," 97.36"," 97.36"," 6363"," 6.20"," 29"," -"," -"
360ONE," EQ"," 04-Dec-2024"," 1156.70"," 1162.70"," 1162.70"," 1125.05"," 1129.00"," 1128.40"," 1137.18"," 285838"," 3250.49"," 28834"," 137684"," 48.17"
3IINFOLTD," EQ"," 04-Dec-2024"," 28.73"," 28.86"," 28.86"," 28.38"," 28.73"," 28.64"," 28.57"," 389482"," 111.28"," 4974"," 210137"," 53.95"
3MINDIA," EQ"," 04-Dec-2024"," 31100.20"," 31150.00"," 31460.00"," 30900.00"," 31070.95"," 31000.05"," 31150.19"," 6184"," 1926.33"," 4078"," 2916"," 47.15"
3PLAND," EQ"," 04-Dec-2024"," 64.90"," 66.99"," 67.00"," 61.15"," 62.90"," 62.63"," 63.45"," 100271"," 63.62"," 1629"," 39532"," 39.43"
515GS2025," GS"," 04-Dec-2024"," 96.00"," 98.32"," 98.32"," 98.32"," 98.32"," 98.32"," 98.32"," 706"," 0.69"," 1"," 706"," 100.00"
522GS2025," GS"," 04-Dec-2024"," 100.04"," 101.80"," 101.80"," 101.80"," 101.80"," 101.80"," 101.80"," 1"," 0.00"," 1"," 1"," 100.00"
574GS2026," GS"," 04-Dec-2024"," 97.22"," 97.26"," 97.26"," 97.26"," 97.26"," 97.26"," 97.26"," 5"," 0.00"," 1"," 5"," 100.00"
5PAISA," EQ"," 04-Dec-2024"," 498.40"," 498.35"," 503.95"," 493.50"," 498.00"," 496.15"," 498.03"," 27318"," 136.05"," 2107"," 14210"," 52.02"
63MOONS," EQ"," 04-Dec-2024"," 703.25"," 710.00"," 733.80"," 700.05"," 727.50"," 730.10"," 718.12"," 700828"," 5032.79"," 15166"," 272245"," 38.85"
654GS2032," GS"," 04-Dec-2024"," 101.30"," 101.30"," 101.30"," 101.30"," 101.30"," 101.30"," 101.30"," 1"," 0.00"," 1"," 1"," 100.00"
667GS2050," GS"," 04-Dec-2024"," 99.00"," 99.00"," 99.00"," 99.00"," 99.00"," 99.00"," 99.00"," 21108"," 20.90"," 15"," 21108"," 100.00"
676GS2061," GS"," 04-Dec-2024"," 98.60"," 99.00"," 99.00"," 98.00"," 99.00"," 99.00"," 98.91"," 11"," 0.01"," 3"," 11"," 100.00"
679GS2034," GS"," 04-Dec-2024"," 100.75"," 100.75"," 100.75"," 100.30"," 100.33"," 100.33"," 100.43"," 400"," 0.40"," 4"," 400"," 100.00"
68GS2060," GS"," 04-Dec-2024"," 102.25"," 100.00"," 100.00"," 100.00"," 100.00"," 100.00"," 100.00"," 1507"," 1.51"," 1"," 1507"," 100.00"
692GS2039," GS"," 04-Dec-2024"," 100.65"," 101.70"," 101.70"," 100.31"," 101.70"," 101.00"," 101.24"," 3"," 0.00"," 3"," 1"," 33.33"
695GS2061," GS"," 04-Dec-2024"," 101.25"," 102.50"," 102.50"," 101.80"," 102.00"," 102.00"," 101.91"," 13104"," 13.35"," 6"," 13104"," 100.00"
699GS2026," GS"," 04-Dec-2024"," 100.58"," 100.96"," 100.96"," 100.96"," 100.96"," 100.96"," 100.96"," 3800"," 3.84"," 1"," 3800"," 100.00"
699GS2051," GS"," 04-Dec-2024"," 101.18"," 101.50"," 101.50"," 101.50"," 101.50"," 101.50"," 101.50"," 13"," 0.01"," 1"," 13"," 100.00"
702GS2027," GS"," 04-Dec-2024"," 100.51"," 100.37"," 100.99"," 100.37"," 100.85"," 100.98"," 100.52"," 45717"," 45.95"," 31"," 40300"," 88.15"
702GS2031," GS"," 04-Dec-2024"," 104.18"," 104.00"," 104.18"," 104.00"," 104.18"," 104.17"," 104.04"," 2002"," 2.08"," 9"," 2002"," 100.00"
704GS2029," GS"," 04-Dec-2024"," 103.01"," 103.50"," 103.57"," 103.50"," 103.55"," 103.55"," 103.55"," 1649"," 1.71"," 11"," 1649"," 100.00"
706GS2028," GS"," 04-Dec-2024"," 101.70"," 101.70"," 102.00"," 101.50"," 102.00"," 102.00"," 101.75"," 26701"," 27.17"," 9"," 26701"," 100.00"
