SYMBOL," SERIES"," DATE1"," PREV_CLOSE"," OPEN_PRICE"," HIGH_PRICE"," LOW_PRICE"," LAST_PRICE"," CLOSE_PRICE"," AVG_PRICE"," TTL_TRD_QNTY"," TURNOVER_LACS"," NO_OF_TRADES"," DELIV_QTY"," DELIV_PER"
1018GS2026," GS"," 25-Oct-2024"," 109.00"," 109.00"," 109.00"," 107.00"," 108.94"," 108.94"," 107.90"," 3030"," 3.27"," 28"," 3020"," 99.67"
20MICRONS," BE"," 25-Oct-2024"," 294.40"," 288.55"," 288.55"," 288.55"," 288.55"," 288.55"," 288.55"," 7911"," 22.83"," 126"," -"," -"
21STCENMGM," BE"," 25-Oct-2024"," 113.16"," 113.16"," 113.16"," 110.89"," 110.89"," 110.89"," 110.94"," 4911"," 5.45"," 55"," -"," -"
360ONE," EQ"," 25-Oct-2024"," 1035.85"," 1030.50"," 1045.95"," 982.00"," 1014.00"," 1012.15"," 1005.93"," 699929"," 7040.83"," 51313"," 312981"," 44.72"
3IINFOLTD," EQ"," 25-Oct-2024"," 26.80"," 26.80"," 26.85"," 25.23"," 26.18"," 26.07"," 25.95"," 854853"," 221.86"," 5203"," 410002"," 47.96"
3MINDIA," EQ"," 25-Oct-2024"," 33993.05"," 33820.00"," 34119.00"," 33312.95"," 33849.00"," 33748.65"," 33746.19"," 3457"," 1166.61"," 1968"," 848"," 24.53"
3PLAND," BE"," 25-Oct-2024"," 35.79"," 35.88"," 36.55"," 34.05"," 35.54"," 35.30"," 34.85"," 15397"," 5.37"," 76"," -"," -"
574GS2026," GS"," 25-Oct-2024"," 99.42"," 99.42"," 100.85"," 99.42"," 100.83"," 100.83"," 100.22"," 1415"," 1.42"," 8"," 1389"," 98.16"
585GS2030," GS"," 25-Oct-2024"," 96.71"," 96.71"," 96.71"," 96.71"," 96.71"," 96.71"," 96.71"," 100"," 0.10"," 1"," 100"," 100.00"
5PAISA," EQ"," 25-Oct-2024"," 497.20"," 503.00"," 503.00"," 480.00"," 494.95"," 487.10"," 487.73"," 90090"," 439.40"," 6135"," 35286"," 39.17"
618GS2024," GS"," 25-Oct-2024"," 102.87"," 102.89"," 102.89"," 102.87"," 102.87"," 102.87"," 102.87"," 497"," 0.51"," 4"," 497"," 100.00"
63MOONS," EQ"," 25-Oct-2024"," 475.20"," 477.00"," 480.40"," 446.05"," 453.00"," 453.85"," 458.00"," 349380"," 1600.17"," 10834"," 165080"," 47.25"
645GS2029," GS"," 25-Oct-2024"," 97.15"," 98.05"," 98.05"," 92.29"," 92.29"," 92.29"," 95.17"," 8"," 0.01"," 2"," 4"," 50.00"
676GS2061," GS"," 25-Oct-2024"," 99.00"," 99.00"," 102.00"," 97.70"," 102.00"," 102.00"," 97.88"," 152"," 0.15"," 4"," 152"," 100.00"
679GS2027," GS"," 25-Oct-2024"," 101.45"," 103.27"," 103.27"," 103.27"," 103.27"," 103.27"," 103.27"," 250000"," 258.18"," 1"," 250000"," 100.00"
679GS2034," GS"," 25-Oct-2024"," 100.08"," 100.80"," 100.80"," 100.01"," 100.01"," 100.01"," 100.41"," 2"," 0.00"," 2"," 1"," 50.00"
689GS2025," GS"," 25-Oct-2024"," 101.67"," 101.73"," 101.73"," 101.50"," 101.50"," 101.50"," 101.52"," 1250"," 1.27"," 3"," 1250"," 100.00"
68GS2060," GS"," 25-Oct-2024"," 100.50"," 100.90"," 100.90"," 100.90"," 100.90"," 100.90"," 100.90"," 200"," 0.20"," 1"," 200"," 100.00"
695GS2061," GS"," 25-Oct-2024"," 101.30"," 101.30"," 101.30"," 100.15"," 100.15"," 100.15"," 100.69"," 1874"," 1.89"," 4"," 1874"," 100.00"
