SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,30.75,31.2,30.6,30.8,30.75,30.7,38337,1182615.9,14-JAN-2014,149,INE144J01027,
3IINFOTECH,BE,8.55,8.9,8.35,8.8,8.9,8.5,720981,6342538.75,14-JAN-2014,937,INE748C01020,
3MINDIA,EQ,3700,3700,3552.75,3598.15,3590,3581.05,194,697777.15,14-JAN-2014,41,INE470A01017,
A2ZMES,BE,11.7,12.5,11.7,11.9,11.85,12.15,114579,1361487.3,14-JAN-2014,241,INE619I01012,
AARTIDRUGS,EQ,224.85,227.05,222,223.3,223.5,222,3840,864327,14-JAN-2014,118,INE767A01016,
AARTIIND,EQ,99.8,99.8,96,96.85,97.9,95.9,8503,824020,14-JAN-2014,165,INE769A01020,
AARVEEDEN,EQ,50.9,51.8,49.55,51.55,51.7,50.15,5871,296756.9,14-JAN-2014,113,INE273D01019,
ABAN,EQ,419,427.7,416,419.7,420.9,418.25,1293677,545860328,14-JAN-2014,33974,INE421A01028,
ABB,EQ,643.3,660,643.3,649.25,650.5,645.35,45780,29903857.75,14-JAN-2014,2027,INE117A01022,
ABBOTINDIA,EQ,1644,1694.95,1644,1685.15,1694.95,1674.7,422,702923,14-JAN-2014,154,INE358A01014,
ABCIL,EQ,101,103,98,102.15,101.75,102.25,2951,302821.9,14-JAN-2014,78,INE605B01016,
ABGSHIP,EQ,260,265.8,260,260.8,260.75,262.05,6467,1695799.45,14-JAN-2014,420,INE067H01016,
ABIRLANUVO,EQ,1138,1159,1133.75,1150.6,1153.5,1148.45,62913,72259370.65,14-JAN-2014,5062,INE069A01017,
ACC,EQ,1038,1044.65,1017.5,1019.25,1019,1037.15,258779,265655231.7,14-JAN-2014,12753,INE012A01025,
ACCELYA,EQ,746,755.05,722.2,728.65,730,749.5,19784,14563492.15,14-JAN-2014,1024,INE793A01012,
ACE,EQ,14.35,14.35,13.75,13.85,13.85,14.1,70055,975710,14-JAN-2014,292,INE731H01025,
ACROPETAL,EQ,6.2,6.6,6.05,6.55,6.6,6.3,53703,344936.55,14-JAN-2014,204,INE055L01013,
ADANIENT,EQ,232.1,246,231.25,244.25,246,235.3,1758968,424122419.9,14-JAN-2014,22841,INE423A01024,
ADANIPORTS,EQ,143,149.7,142,147.05,147.4,143.75,2065518,302758117.9,14-JAN-2014,26431,INE742F01042,
ADANIPOWER,EQ,34.4,35.35,34.25,34.95,34.95,34.75,2916498,101755730.4,14-JAN-2014,8059,INE814H01011,
ADFFOODS,EQ,49,49.05,48.4,48.5,48.4,49.2,2624,128101.15,14-JAN-2014,85,INE982B01019,
ADHUNIK,EQ,30.05,32.8,30.05,31.7,31.55,30.6,31839,1014673.45,14-JAN-2014,345,INE400H01019,
ADORWELD,EQ,138,141.35,134.7,135.4,135,138,5819,799137.05,14-JAN-2014,385,INE045A01017,
ADSL,EQ,16.2,16.75,16.2,16.35,16.4,16.45,4503,73727,14-JAN-2014,61,INE102I01027,
ADVANIHOTR,EQ,30.7,33.05,30.7,33.05,33.05,31.5,1050,34105,14-JAN-2014,6,INE199C01026,
ADVANTA,EQ,111.1,114.85,111.1,112.4,112.05,112.15,11589,1308091.2,14-JAN-2014,250,INE517H01028,
AEGISCHEM,EQ,169.05,174.5,168,169.3,169.2,170.25,15342,2621507.9,14-JAN-2014,829,INE208C01017,
AFL,BE,43.2,43.25,43.2,43.2,43.2,43.2,102910,4445737.25,14-JAN-2014,45,INE020G01017,
AFTEK,EQ,4.7,4.75,4.5,4.65,4.75,4.55,140166,658230.5,14-JAN-2014,258,INE796A01023,
AGCNET,EQ,74.9,75.5,71.5,72.05,72.05,74.2,4834,353728.55,14-JAN-2014,121,INE676A01019,
AGRODUTCH,EQ,2.1,2.1,2.1,2.1,2.1,1.95,2722,5716.2,14-JAN-2014,13,INE135B01014,
AHLEAST,EQ,137,137.2,137,137.2,137.2,137.55,60,8224.25,14-JAN-2014,7,INE926K01017,
AHLUCONT,EQ,25,26,23.5,25.55,25.75,26,4659,115476.2,14-JAN-2014,156,INE758C01029,
AHLWEST,EQ,106.4,106.4,106.4,106.4,106.4,112,44,4681.6,14-JAN-2014,7,INE915K01010,
AHMEDFORGE,EQ,108.7,110.05,107.7,107.9,108,109.25,8076,875402.35,14-JAN-2014,125,INE425A01011,
AIAENG,EQ,484.75,491.8,480.55,487.55,489.8,484.8,12261,5972137.75,14-JAN-2014,640,INE212H01026,
AIL,EQ,347.3,352.55,345.1,346.25,348.75,347.25,5732,1995142.5,14-JAN-2014,309,INE878A01011,
AJANTPHARM,EQ,903,922,893,897.55,894,895.7,32495,29395726.85,14-JAN-2014,2089,INE031B01031,
AJMERA,EQ,63.35,64.8,62.15,62.5,63,62.9,13541,856083.75,14-JAN-2014,310,INE298G01027,
AKSHOPTFBR,EQ,15,15,13.85,14.15,13.85,14.55,58885,834267,14-JAN-2014,294,INE523B01011,
AKZOINDIA,EQ,850.1,859.15,840,845.65,846.9,849.4,3190,2710910.15,14-JAN-2014,277,INE133A01011,
ALBK,EQ,94.5,96.6,94.25,94.95,95.05,94.8,2343460,223428161.7,14-JAN-2014,31669,INE428A01015,
ALCHEM,EQ,46.3,46.3,45.6,45.6,45.6,46.3,641,29622.4,14-JAN-2014,9,INE964B01033,
ALEMBICLTD,EQ,14.55,14.85,14.55,14.7,14.7,14.65,107160,1577220.8,14-JAN-2014,274,INE426A01027,
ALICON,EQ,69.75,69.8,64,69.65,69.65,67,355,23042.65,14-JAN-2014,12,INE062D01024,
