SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,48.5,50.3,47,49.95,50.15,46.6,75318,3652083.1,23-AUG-2011,585,INE144J01019,
3IINFOTECH,EQ,28,28.9,27.55,28.4,28.5,27.65,877275,24943160.1,23-AUG-2011,3942,INE748C01020,
3MINDIA,EQ,4620,4820,4609,4798.15,4788.95,4560,36988,177363940.25,23-AUG-2011,281,INE470A01017,
A2ZMES,EQ,175.75,192,174.1,188,188.8,174.65,422307,78359213.35,23-AUG-2011,11474,INE619I01012,
AANJANEYA,EQ,429.8,453.75,428.55,440.15,440,424.1,379834,168035224.2,23-AUG-2011,10067,INE928K01013,
AARTIDRUGS,EQ,117,117,111.1,114.3,112.1,113.85,3620,411263.15,23-AUG-2011,114,INE767A01016,
AARTIIND,EQ,44,45.7,43.7,44.8,44.5,44.1,43946,1992449.35,23-AUG-2011,156,INE769A01020,
AARVEEDEN,EQ,32.2,32.2,31.15,31.5,32,32,1923,60619.4,23-AUG-2011,20,INE273D01019,
ABAN,EQ,374,385.8,374,382.05,383,371.65,866922,330209117.25,23-AUG-2011,23790,INE421A01028,
ABB,EQ,811.95,811.95,782,786.5,786.9,796.15,47819,37797141.4,23-AUG-2011,3483,INE117A01022,
ABBOTINDIA,EQ,1478.95,1478.95,1448,1456.55,1455,1472.75,178,259414.95,23-AUG-2011,42,INE358A01014,
ABCIL,EQ,100,100.7,98.5,99.85,99.05,100.2,5321,530065.8,23-AUG-2011,84,INE605B01016,
ABGSHIP,EQ,342.1,344.95,335.05,341.05,338.1,339.95,135143,46174121,23-AUG-2011,1999,INE067H01016,
ABHISHEK,EQ,10.55,11.6,10.55,11.3,11.3,11.3,1348,14971.35,23-AUG-2011,26,INE004I01017,
ABIRLANUVO,EQ,858.5,858.75,843,848.75,851,848.85,50447,42878804.75,23-AUG-2011,3490,INE069A01017,
ACC,EQ,1000,1013.75,998.55,1002.65,1002,998.15,114239,115003254.9,23-AUG-2011,6143,INE012A01025,
ACE,EQ,41.3,45.1,40.7,44.75,44.65,41.35,146705,6428714.8,23-AUG-2011,1186,INE731H01025,
ACKRUTI,EQ,180.3,196,180.3,188.9,188.45,184.7,9182,1726141.8,23-AUG-2011,502,INE703H01016,
ACROPETAL,EQ,14.25,14.7,14.05,14.7,14.7,14,172510,2517919.85,23-AUG-2011,515,INE055L01013,
ADANIENT,EQ,544.95,559.05,530.5,539.75,539.1,539.95,377777,203732279.5,23-AUG-2011,10944,INE423A01024,
ADANIPOWER,EQ,85.55,91.8,83.85,89.55,89.25,84.6,980911,87255500.45,23-AUG-2011,8924,INE814H01011,
ADFFOODS,EQ,55.25,56,55.05,55.6,55.85,54.8,2385,132874.25,23-AUG-2011,72,INE982B01019,
ADHUNIK,EQ,56.5,58.2,54.6,57.4,57.75,55.6,160981,9156080.7,23-AUG-2011,1337,INE400H01019,
ADORWELD,EQ,146.5,149.75,144.95,146.1,147.35,144.35,2637,387014.8,23-AUG-2011,110,INE045A01017,
