SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,44,44.1,42.8,43,43,43.3,25935,1121942.1,29-NOV-2018,337,INE144J01027,
21STCENMGM,EQ,22.5,22.5,22,22,22,22.1,150,3350,29-NOV-2018,4,INE253B01015,
3IINFOTECH,EQ,3.75,4,3.65,3.95,3.95,3.7,4109468,15928605.65,29-NOV-2018,1471,INE748C01020,
3MINDIA,EQ,20948.65,20948.75,20710.1,20845.2,20854,20775.65,783,16331441.75,29-NOV-2018,234,INE470A01017,
3PLAND,BE,10.75,11.85,10.75,11.85,11.85,11.3,1520,16351,29-NOV-2018,6,INE105C01023,
5PAISA,EQ,197,197.95,190.25,193.25,193,196.05,1485,290239.95,29-NOV-2018,83,INE618L01018,
63MOONS,EQ,104,105.4,96.1,98.1,97,103.95,773819,77066325.8,29-NOV-2018,9412,INE111B01023,
8KMILES,EQ,175.1,175.1,175.1,175.1,175.1,166.8,28139,4927138.9,29-NOV-2018,241,INE650K01021,
A2ZINFRA,EQ,13.65,13.9,13.4,13.7,13.65,13.7,252077,3437185.85,29-NOV-2018,520,INE619I01012,
AARON,SM,36,42.2,36,42.2,42.2,41.9,21000,866100,29-NOV-2018,5,INE721Z01010,
AARTIDRUGS,EQ,562.45,564.95,550,552.75,553,559.75,58417,32430943.45,29-NOV-2018,789,INE767A01016,
AARTIIND,EQ,1484,1484,1445,1455.2,1456.65,1480.3,42002,61199322.55,29-NOV-2018,7116,INE769A01020,
AARVEEDEN,EQ,24.55,24.75,24.55,24.55,24.55,24.55,7553,185540,29-NOV-2018,34,INE273D01019,
AARVI,SM,49,49,48.9,48.9,48.9,48.5,6000,293800,29-NOV-2018,3,INE754X01016,
AAVAS,EQ,762.2,782.05,757,762.4,759.25,774.7,9773,7525275.2,29-NOV-2018,1667,INE216P01012,
ABAN,EQ,77.1,77.5,72.8,74.6,74.4,77.05,501475,37438017.95,29-NOV-2018,6939,INE421A01028,
ABB,EQ,1407.5,1417.55,1375,1386.3,1377.1,1399.1,87581,122480916.4,29-NOV-2018,6675,INE117A01022,
ABBOTINDIA,EQ,7262.15,7379,7198.15,7365.45,7350,7190.25,3257,23804385.75,29-NOV-2018,608,INE358A01014,
ABCAPITAL,EQ,104.3,105.3,103.2,104.9,105,104.25,1147666,119936678.75,29-NOV-2018,32147,INE674K01013,
ABFRL,EQ,187.25,189,185.2,185.8,185.5,186.75,555549,103508629.5,29-NOV-2018,3609,INE647O01011,
ABGSHIP,BZ,2.4,2.6,2.4,2.5,2.5,2.5,46077,113380.1,29-NOV-2018,100,INE067H01016,
ACC,EQ,1448.9,1471.3,1436.15,1463.8,1468.25,1436.95,994648,1451093061.75,29-NOV-2018,24022,INE012A01025,
ACCELYA,EQ,951.4,951.4,925.25,936.15,931.1,953.65,3208,3009694.7,29-NOV-2018,339,INE793A01012,
ACE,EQ,90.8,91.6,88.6,89.25,89.05,90.45,94115,8444108.8,29-NOV-2018,1961,INE731H01025,
ADANIENT,EQ,159.35,175.55,158.7,169.9,168.6,158,13648898,2292317323.4,29-NOV-2018,76799,INE423A01024,
ADANIGAS,EQ,99.9,101.7,98.1,99.45,99,99,2006532,200150175.05,29-NOV-2018,15978,INE399L01023,
ADANIGREEN,EQ,48.6,49.7,46.9,47.45,47.7,48.4,628832,30436072,29-NOV-2018,3147,INE364U01010,
ADANIPORTS,EQ,366.5,371.35,363.2,369.8,369.1,365.4,3425961,1260202497.6,29-NOV-2018,38816,INE742F01042,
ADANIPOWER,EQ,54.9,57.5,54.5,55.45,55.2,54.45,39117988,2186837293.15,29-NOV-2018,72568,INE814H01011,
ADANITRANS,EQ,233.25,237.05,227.25,227.3,227.25,239.2,353112,80812371.65,29-NOV-2018,4664,INE931S01010,
ADFFOODS,EQ,250.5,273.6,247.5,267.5,267.9,247.1,334276,88400575.75,29-NOV-2018,6254,INE982B01019,
ADHUNIK,EQ,2.75,2.75,2.6,2.6,2.65,2.65,45979,120341,29-NOV-2018,58,INE400H01019,
ADHUNIKIND,EQ,48.55,52.95,48.15,49.2,49.9,48.55,21003,1052852.6,29-NOV-2018,102,INE452L01012,
ADLABS,EQ,10.85,10.9,10.05,10.35,10.2,10.55,361578,3757626.95,29-NOV-2018,934,INE172N01012,
ADORWELD,EQ,370,373.1,362,364.55,365,365.25,5320,1955896.75,29-NOV-2018,346,INE045A01017,
ADROITINFO,EQ,20,20,19.3,19.3,19.3,20.05,528,10549.5,29-NOV-2018,6,INE737B01033,
ADSL,EQ,13.2,13.65,13.05,13.2,13.1,13.1,6876,91070.45,29-NOV-2018,51,INE102I01027,
ADVANIHOTR,EQ,61.05,63.4,59.35,60.75,61,60.85,11547,710375.25,29-NOV-2018,172,INE199C01026,
ADVENZYMES,EQ,183.9,185,181.4,182.4,182.6,181.9,28108,5143540.4,29-NOV-2018,1562,INE837H01020,
AEGISCHEM,EQ,225,225.9,220.8,224,224.1,224.3,155655,34851412.85,29-NOV-2018,1995,INE208C01025,
AGARIND,EQ,177.1,184,168.15,179.2,175.5,177.1,3969,695469.8,29-NOV-2018,186,INE204E01012,
AGCNET,EQ,68.7,68.7,65.8,67,67.4,66.4,1086,72772.5,29-NOV-2018,258,INE676A01019,
AGLSL,EQ,76.95,77,73.85,74.4,74.9,74.5,1330,99017.7,29-NOV-2018,24,INE517U01013,
AGRITECH,EQ,78,78,70.2,70.6,70.8,78,69670,5066381.25,29-NOV-2018,1403,INE449G01018,
AGROPHOS,SM,46.45,47.05,46.1,46.75,47.05,46.25,270000,12633300,29-NOV-2018,23,INE740V01019,
AHLADA,SM,148.75,148.75,148.75,148.75,148.75,150.2,1000,148750,29-NOV-2018,1,INE00PV01013,
AHLEAST,EQ,255.85,263.9,247.9,258.25,253.25,243.65,1446,373188.65,29-NOV-2018,87,INE926K01017,
AHLUCONT,EQ,284,288.35,280.25,287.1,288,280.25,1994,567300.2,29-NOV-2018,134,INE758C01029,
AHLWEST,EQ,299,300,293.5,300,300,295,969,290465.8,29-NOV-2018,24,INE915K01010,
AIAENG,EQ,1620,1627.45,1600.1,1617.7,1607.95,1594.45,39374,63295955.95,29-NOV-2018,3315,INE212H01026,
AIFL,EQ,31.85,31.85,31.85,31.85,31.85,33.5,3641,115965.85,29-NOV-2018,59,INE428O01016,
AIONJSW,EQ,34.8,35.15,34.45,34.7,34.75,34.9,14800,513184.9,29-NOV-2018,145,INE743C01021,
AIRAN,SM,60,62.5,58,62.5,62.5,62,30000,1822125,29-NOV-2018,11,INE645W01026,
AIROLAM,SM,32,38,32,33,33,36,15000,522000,29-NOV-2018,3,INE801L01010,
AISL,SM,65,65,65,65,65,64,1200,78000,29-NOV-2018,1,INE635Y01015,
AJANTPHARM,EQ,1110.1,1129.9,1105.2,1120.5,1119,1108.85,193413,216439196.85,29-NOV-2018,9508,INE031B01049,
AJMERA,EQ,151.55,152.9,147.5,148.2,147.8,150.95,29634,4429420.4,29-NOV-2018,1069,INE298G01027,
AKASH,SM,104,108,92,92,92,95.1,5000,512500,29-NOV-2018,5,INE737W01013,
AKG,SM,32.5,32.5,32.5,32.5,32.5,32,8000,260000,29-NOV-2018,2,INE00Y801016,
AKSHARCHEM,EQ,445,449.95,444,445.5,445,449,638,284410.8,29-NOV-2018,62,INE542B01011,
AKSHOPTFBR,EQ,26,26.25,25.65,25.75,25.85,26,742748,19245048.65,29-NOV-2018,2873,INE523B01011,
AKZOINDIA,EQ,1585,1595,1575,1583.8,1575.5,1585.1,15800,25038670,29-NOV-2018,921,INE133A01011,
ALANKIT,EQ,20.05,20.5,19.15,19.65,19.55,19.65,325357,6488478.9,29-NOV-2018,1663,INE914E01040,
ALBERTDAVD,EQ,407.9,415.5,398,415.5,415.5,395.75,47725,19676216.25,29-NOV-2018,919,INE155C01010,
ALBK,EQ,47.4,47.7,45.85,47.35,47.25,47.1,4526696,211881583.5,29-NOV-2018,10440,INE428A01015,
ALCHEM,BE,2.2,2.25,2.15,2.2,2.2,2.25,8542,18560.35,29-NOV-2018,41,INE964B01033,
ALEMBICLTD,EQ,42.85,43.5,42.6,42.85,42.85,42.8,167719,7211467.2,29-NOV-2018,698,INE426A01027,
ALICON,EQ,668.8,669.85,660,662.5,667,660.65,718,476007.1,29-NOV-2018,44,INE062D01024,
ALKALI,EQ,57.5,59.3,57,57.85,57.95,56.55,6383,371287.3,29-NOV-2018,94,INE773I01017,
ALKEM,EQ,1929,1934.95,1836.8,1893,1877,1919.25,148800,280382900.55,29-NOV-2018,10668,INE540L01014,
ALKYLAMINE,EQ,739,760,725.15,750.9,752,730.55,12154,9125493,29-NOV-2018,630,INE150B01021,
ALLCARGO,EQ,108.75,108.75,106.75,107.65,107.05,107.8,81160,8733102.25,29-NOV-2018,1327,INE418H01029,
ALLSEC,EQ,215,223,214.25,218.65,218.8,216.15,3062,669723.55,29-NOV-2018,254,INE835G01018,
ALMONDZ,EQ,23.7,24.75,23,23.4,24.75,24.2,276,6477.1,29-NOV-2018,8,INE326B01027,
ALOKTEXT,EQ,3.05,3.2,3,3.2,3.2,3.05,4218873,13176060.5,29-NOV-2018,671,INE270A01011,
ALPA,EQ,25.15,25.15,23.8,24.2,24.5,24.3,5454,131387.05,29-NOV-2018,95,INE385I01010,
ALPHAGEO,EQ,467.05,470.85,453.05,462.45,462.55,470.25,5420,2503204.85,29-NOV-2018,787,INE137C01018,
ALPSINDUS,BE,3.6,3.65,3.6,3.65,3.65,3.5,18435,66887.75,29-NOV-2018,23,INE093B01015,
AMARAJABAT,EQ,738.3,738.65,713.2,723.95,723,730.8,725178,524174341.7,29-NOV-2018,22552,INE885A01032,
AMBER,EQ,925,925,907,915.45,918,915.1,2006,1833673.45,29-NOV-2018,718,INE371P01015,
AMBIKCO,EQ,1183.8,1192,1180,1186.05,1183,1179.6,1107,1310971.9,29-NOV-2018,153,INE540G01014,
AMBUJACEM,EQ,217.6,220,214.9,216.8,217,214.55,2647720,576922611.85,29-NOV-2018,45273,INE079A01024,
AMDIND,EQ,18.25,18.45,18.2,18.2,18.2,18.8,1622,29567.1,29-NOV-2018,21,INE005I01014,
AMJLAND,EQ,22.7,22.75,21.5,22.25,22.3,22.7,4530,101235.9,29-NOV-2018,60,INE606A01024,
AMRUTANJAN,EQ,256.1,258,248,255.5,258,254.25,13713,3466130.5,29-NOV-2018,566,INE098F01031,
ANANTRAJ,EQ,33.95,34.3,33.6,33.8,33.8,33.9,227385,7690854.65,29-NOV-2018,959,INE242C01024,
ANDHRABANK,EQ,28.45,28.45,28,28.15,28.1,28.25,859793,24203100.5,29-NOV-2018,3427,INE434A01013,
ANDHRACEMT,EQ,5.85,6,5.75,5.75,5.75,5.9,131719,764856.6,29-NOV-2018,279,INE666E01012,
ANDHRSUGAR,EQ,332.65,339.5,331.85,338.05,339.5,332.4,18008,6042176.75,29-NOV-2018,653,INE715B01013,
ANGIND,BE,1.55,1.55,1.55,1.55,1.55,1.6,1142,1770.1,29-NOV-2018,10,INE017D01010,
ANIKINDS,EQ,26.9,26.9,25.5,25.9,25.8,25.4,600,15605.05,29-NOV-2018,14,INE087B01017,
ANKITMETAL,BE,0.5,0.55,0.45,0.45,0.5,0.45,72735,35012.1,29-NOV-2018,42,INE106I01010,
ANSALAPI,EQ,10.75,10.95,10.3,10.4,10.3,10.5,16759,178982.55,29-NOV-2018,94,INE436A01026,
ANSALHSG,EQ,9.8,10.4,9.8,10,9.95,9.95,9629,97440.6,29-NOV-2018,98,INE880B01015,
ANTGRAPHIC,BE,0.5,0.5,0.45,0.45,0.5,0.5,67308,31530.75,29-NOV-2018,18,INE414B01021,
APARINDS,EQ,618.05,620.95,615.05,615.85,615.05,620.4,3354,2071313.35,29-NOV-2018,213,INE372A01015,
APCL,EQ,124,125.1,122.5,122.75,123.1,122.85,378,46677.35,29-NOV-2018,21,INE071F01012,
