SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,30.7,30.75,29.95,30.3,30.6,30.4,182884,5567333.5,16-OCT-2015,543,INE144J01027,
3IINFOTECH,EQ,3.75,3.8,3.6,3.7,3.7,3.7,1993185,7333687.15,16-OCT-2015,479,INE748C01020,
3MINDIA,EQ,11684.05,11690,11091.7,11335,11325.05,11483.05,748,8515787.05,16-OCT-2015,271,INE470A01017,
8KMILES,EQ,1704.5,1732,1680,1688.7,1683.85,1690.55,49743,85242252.35,16-OCT-2015,3813,INE650K01013,
A2ZINFRA,EQ,25.2,25.8,24.5,25,25.05,25,120749,3032285.05,16-OCT-2015,813,INE619I01012,
AARTIDRUGS,EQ,604.15,604.2,591.25,594.4,595.6,603.75,8908,5314266.2,16-OCT-2015,695,INE767A01016,
AARTIIND,EQ,522,524.5,518.35,520.3,523,517.8,22618,11784915.45,16-OCT-2015,1589,INE769A01020,
AARVEEDEN,EQ,53.9,54.55,52.8,53.8,52.8,52.75,2618,141149.35,16-OCT-2015,37,INE273D01019,
ABAN,EQ,239.4,244.8,237.7,239.2,238.3,238,1542559,371886696.65,16-OCT-2015,22060,INE421A01028,
ABB,EQ,1130,1182.4,1130,1170.3,1172,1129.2,55094,63786703.95,16-OCT-2015,6235,INE117A01022,
ABBOTINDIA,EQ,5576.1,5649.9,5555.05,5582.9,5563,5574.2,3341,18737460.7,16-OCT-2015,990,INE358A01014,
ABCIL,EQ,222.5,223,220,222.75,222.8,221.9,15880,3527001.5,16-OCT-2015,71,INE605B01016,
ABGSHIP,EQ,135.25,135.6,132.85,133.5,133,134.55,84189,11285773,16-OCT-2015,1475,INE067H01016,
ABIRLANUVO,EQ,2177.4,2205,2145.35,2158.15,2160,2153.1,170629,371935436.05,16-OCT-2015,10530,INE069A01017,
ACC,EQ,1375,1399.9,1365.2,1393.7,1393,1371.25,153607,212821311,16-OCT-2015,8636,INE012A01025,
ACCELYA,EQ,950,950,929,933.25,930.75,936.65,3809,3561116.55,16-OCT-2015,324,INE793A01012,
ACE,EQ,43.6,47,42.5,46.1,46.8,42.95,1214826,54912507.8,16-OCT-2015,5429,INE731H01025,
ACROPETAL,EQ,2.8,2.95,2.8,2.9,2.9,2.9,4997,14422.4,16-OCT-2015,14,INE055L01013,
ADANIENT,EQ,98,102,94.8,96.1,95.9,96.75,16094236,1575287403.2,16-OCT-2015,78938,INE423A01024,
ADANIPORTS,EQ,330.45,330.9,320.05,323.7,323.3,329,1561900,504915601.35,16-OCT-2015,25417,INE742F01042,
ADANIPOWER,EQ,29.95,29.95,29,29.35,29.4,29.25,7702431,227222309.15,16-OCT-2015,16119,INE814H01011,
ADANITRANS,EQ,30.25,30.25,27.9,28.7,29.1,29.85,1835487,52539587.65,16-OCT-2015,5911,INE931S01010,
ADFFOODS,EQ,95.75,97.65,94.7,95,95,95.85,95341,9147092.5,16-OCT-2015,678,INE982B01019,
ADHUNIK,EQ,16.05,16.4,15.9,16,15.9,16.1,31453,506345.4,16-OCT-2015,511,INE400H01019,
ADI,EQ,213,214,210,211.4,211.3,207.6,367,77743.95,16-OCT-2015,32,INE959A01019,
ADLABS,EQ,119,121.5,118.2,118.95,118.95,118.55,32264,3862352.25,16-OCT-2015,1469,INE172N01012,
ADORWELD,EQ,274.1,277.9,272,276.4,277.5,275.25,1279,352308.15,16-OCT-2015,224,INE045A01017,
ADSL,EQ,41.8,41.9,37.75,38.45,38.45,41.45,323406,12690986.15,16-OCT-2015,2857,INE102I01027,
ADVANIHOTR,EQ,48.3,50,47.75,49.9,49.9,49.95,2939,145567.35,16-OCT-2015,24,INE199C01026,
ADVANTA,EQ,548,550.75,541.8,545,545,545.45,320307,174590101.65,16-OCT-2015,1307,INE517H01028,
AEGISCHEM,EQ,89.3,89.6,87.05,87.4,87.5,88.9,130793,11525439.2,16-OCT-2015,1639,INE208C01025,
AFL,EQ,90,90.55,86.5,88,88,90,27017,2374344.9,16-OCT-2015,525,INE020G01017,
AGARIND,EQ,119,124.8,119,122.2,122.75,117.6,57303,7035838.25,16-OCT-2015,554,INE204E01012,
AGCNET,EQ,97.2,98.95,96,97.65,97.3,98,4489,437503,16-OCT-2015,187,INE676A01019,
AGRODUTCH,EQ,4.15,4.15,3.75,3.8,3.8,3.9,10931,41713.8,16-OCT-2015,22,INE135B01014,
AHIMSA,SM,25.1,25.1,25.1,25.1,25.1,26,12000,301200,16-OCT-2015,2,INE136T01014,
AHLEAST,EQ,143,146.95,142.55,144.25,144.25,144,53,7625.9,16-OCT-2015,5,INE926K01017,
AHLUCONT,EQ,269.5,272,263.05,268.7,271.8,268.5,14443,3853753.3,16-OCT-2015,542,INE758C01029,
AHLWEST,EQ,115.05,115.05,115,115,115,115,22,2530.05,16-OCT-2015,3,INE915K01010,
AIAENG,EQ,1007,1024.5,990,998.6,996.2,1017.15,115066,114677026.15,16-OCT-2015,1795,INE212H01026,
AIL,EQ,653.4,653.95,641.95,644.9,645,646.25,11882,7680004.8,16-OCT-2015,1795,INE878A01011,
AJANTPHARM,EQ,1511.9,1517.85,1487.5,1504.85,1503.5,1505.8,77323,116049666.95,16-OCT-2015,5472,INE031B01049,
