SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,28.25,28.25,24.65,26.85,26.5,27.7,63808,1700107.3,11-MAR-2020,810,INE144J01027,
3IINFOTECH,EQ,1.75,1.8,1.65,1.75,1.8,1.7,2505779,4311452.2,11-MAR-2020,1047,INE748C01020,
3MINDIA,EQ,21190,21285.15,20600,20683.35,20621,21038.45,7387,154690360.5,11-MAR-2020,3833,INE470A01017,
3PLAND,EQ,4.2,4.35,4.15,4.35,4.35,4.15,404,1677.25,11-MAR-2020,3,INE105C01023,
5PAISA,EQ,151.75,155,147,149.45,151,145.95,7838,1180369.55,11-MAR-2020,302,INE618L01018,
63MOONS,EQ,78.95,82,76,76.05,76.15,77.75,103167,8046166.2,11-MAR-2020,4135,INE111B01023,
763GS2059,GS,104.5,104.5,104.5,104.5,104.5,104.75,100,10450,11-MAR-2020,1,IN0020190057,
772GS2055,GS,104,104,104,104,104,103.5,100,10400,11-MAR-2020,1,IN0020150077,
824GS2027,GS,104.99,105,104.99,104.99,105,104,590,61946,11-MAR-2020,4,IN0020060078,
824GS2033,GS,106,106,106,106,106,101,100,10600,11-MAR-2020,1,IN0020140052,
A2ZINFRA,EQ,4.4,4.7,4.1,4.7,4.7,3.95,736477,3291928.3,11-MAR-2020,1233,INE619I01012,
AARON,SM,45,45,45,45,45,42.6,3300,148500,11-MAR-2020,1,INE721Z01010,
AARTIDRUGS,EQ,626.55,642.55,601.1,612.15,604.9,626.55,33269,20737808.8,11-MAR-2020,2012,INE767A01016,
AARTIIND,EQ,945.3,948.25,911.45,931.25,932,942.4,246124,228551647.9,11-MAR-2020,9249,INE769A01020,
AARVEEDEN,EQ,13,13.25,10.3,11.3,11.5,11.05,4757,54455.1,11-MAR-2020,128,INE273D01019,
AARVI,SM,22,22,22,22,22,21.4,2000,44000,11-MAR-2020,1,INE754X01016,
AAVAS,EQ,1901,1930,1868,1880.95,1890,1901,228995,434690324.15,11-MAR-2020,9911,INE216P01012,
ABAN,EQ,15.95,17.4,15.25,17.2,17.25,15.95,98443,1664929.75,11-MAR-2020,1001,INE421A01028,
ABB,EQ,1130,1143,1096.5,1109.45,1110.05,1129.85,55300,61385926.45,11-MAR-2020,5344,INE117A01022,
ABBOTINDIA,EQ,14870,15298.8,14620.25,14662.25,14621,14930.85,18053,266349875.45,11-MAR-2020,4205,INE358A01014,
ABCAPITAL,EQ,68.2,70.4,67.1,68,67.3,67.55,1446517,99092517.3,11-MAR-2020,12682,INE674K01013,
ABFRL,EQ,241.8,247.4,232.25,235.3,235.6,241.8,672301,161657864.45,11-MAR-2020,11461,INE647O01011,
ABMINTLTD,BE,13.45,13.45,13.45,13.45,13.45,13.45,1,13.45,11-MAR-2020,1,INE251C01017,
ABSLBANETF,EQ,310,314.99,251.9,264.8,264.8,265.46,155,43046.78,11-MAR-2020,29,INF209KB1O58,
ABSLNN50ET,EQ,258,289.3,258,289.3,289.3,254,10,2676.2,11-MAR-2020,6,INF209KB1B87,
ACC,EQ,1243,1264.75,1211.25,1215.45,1214,1248.35,875885,1076774876.3,11-MAR-2020,34140,INE012A01025,
ACCELYA,EQ,1004,1020,1001.8,1005.9,1005.05,1020.6,7600,7649075.15,11-MAR-2020,448,INE793A01012,
ACCURACY,SM,16.75,16.75,16.7,16.7,16.7,17.55,3200,53520,11-MAR-2020,2,INE648Z01015,
ACE,EQ,57.7,63.95,57.7,59.25,59.75,59.45,157060,9361599.6,11-MAR-2020,1401,INE731H01025,
ADANIENT,EQ,197.4,205,192.25,195.75,192.55,199.7,3763191,750123673.85,11-MAR-2020,21387,INE423A01024,
ADANIGAS,EQ,120,126,118.2,119.8,119.3,120.2,1818434,220970385.15,11-MAR-2020,17837,INE399L01023,
ADANIGREEN,EQ,131.1,136.4,130.85,130.85,130.85,137.7,1132428,149682988.85,11-MAR-2020,9572,INE364U01010,
ADANIPORTS,EQ,322.8,326.35,316.2,320.2,320.9,321.9,5634636,1812172642.1,11-MAR-2020,46713,INE742F01042,
ADANIPOWER,EQ,40.5,42.75,40.05,41.2,40.8,40.75,8429950,351848982.65,11-MAR-2020,15647,INE814H01011,
ADANITRANS,EQ,206.35,217.2,202.1,204.65,203,205.3,149029,31183980.55,11-MAR-2020,5350,INE931S01010,
ADFFOODS,EQ,218.05,225,215,221.45,218.5,215.9,10598,2349235.05,11-MAR-2020,608,INE982B01019,
ADHUNIKIND,EQ,24.4,24.4,24.4,24.4,24.4,25.65,2326,56754.4,11-MAR-2020,27,INE452L01012,
ADLABS,EQ,3.2,3.2,2.9,2.95,2.95,3.05,116968,342796.05,11-MAR-2020,275,INE172N01012,
ADORWELD,EQ,288.15,288.15,265.45,277.95,280,275.65,2512,703802.55,11-MAR-2020,185,INE045A01017,
ADROITINFO,EQ,6.05,6.05,6.05,6.05,6.05,6.05,20,121,11-MAR-2020,2,INE737B01033,
ADSL,EQ,15.6,17,15.55,16.5,17,16.35,21517,343876.75,11-MAR-2020,500,INE102I01027,
ADVANIHOTR,EQ,48.2,49.9,43.5,45.25,46,45,364082,17056727.3,11-MAR-2020,575,INE199C01026,
ADVENZYMES,EQ,140.5,140.55,136,137.5,139.7,137.3,89722,12358073.6,11-MAR-2020,1768,INE837H01020,
AEGISCHEM,EQ,205.3,213.5,191.25,196.55,192.5,207.45,274267,55521001.4,11-MAR-2020,10812,INE208C01025,
AFFLE,BE,1550,1570.45,1492.05,1492.05,1492.05,1570.55,29469,44369828.95,11-MAR-2020,3012,INE00WC01019,
AGARIND,EQ,65.6,67,62,64.05,63,62.7,3247,209329.25,11-MAR-2020,129,INE204E01012,
AGCNET,BE,302.65,318.55,302.65,303,307,318.55,14063,4278464.95,11-MAR-2020,239,INE676A01019,
