SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,693.00,697.80,683.00,684.25,684.25,692.80,1209,16777,11533950.00,
500003,AEGIS LOGIS ,B ,Q,180.25,185.00,178.10,179.65,179.65,181.30,753,8165,1479322.00,
500008,AMAR RAJA BA,A ,Q,337.00,342.00,332.35,336.35,336.35,335.90,776,17900,6028515.00,
500009,A.SARABHAI  ,T ,Q,2.54,2.54,2.40,2.40,2.40,2.50,9,3300,7972.00,
500010,HDFC        ,A ,Q,799.30,799.30,790.45,793.15,793.15,796.30,1024,24034,19091358.00,
500012,ANDHRA PETRO,B ,Q,10.49,10.87,10.26,10.41,10.84,10.34,91,19912,206577.00,
500013,ANSAL INFRAS,B ,Q,21.50,23.90,21.50,22.65,22.65,21.50,866,170040,3822076.00,
500014,APPLE FINANC,T ,Q,1.00,1.00,1.00,1.00,1.00,1.00,9,5840,5840.00,
500020,BOM DYEING  ,B ,Q,76.60,76.75,73.40,73.90,73.90,75.95,7597,450014,33451607.00,
500023,ASIANHOTNR  ,B ,Q,102.00,105.00,102.00,105.00,105.00,107.00,4,295,30675.00,
500024,ASSAMCO     ,B ,Q,5.11,6.30,5.11,6.25,6.25,5.25,4238,2728315,16666467.00,
500027,ATUL LTD.   ,B ,Q,466.90,472.00,454.80,468.95,468.95,452.05,1226,47346,22089296.00,
500028,ATV PROJECTS,T ,Q,2.57,2.83,2.57,2.70,2.70,2.70,11,5325,14514.00,
500029,AUTOLITE(I) ,T ,Q,20.90,21.15,20.15,21.10,21.10,20.15,18,3736,78627.00,
500030,AUTORID.FIN ,T ,Q,0.79,0.79,0.79,0.79,0.79,0.80,1,1,0.00,
500031,BAJAJ ELECT.,B ,Q,224.20,228.75,223.00,227.10,227.10,223.05,818,32064,7237165.00,
500032,BAJAJHIND.LT,B ,Q,14.25,14.25,14.15,14.17,14.17,14.12,827,315896,4485589.00,
500033,FORCE MOTR  ,B ,Q,380.00,381.35,370.00,373.20,373.00,373.95,161,1099,412969.00,
500034,BAJFINANCE  ,A ,Q,1575.00,1612.20,1563.00,1575.40,1563.00,1574.25,258,1382,2195129.00,
500038,BALRAM.CHINI,B ,Q,46.10,46.30,45.80,45.95,45.95,45.85,260,22774,1047456.00,
500039,BANCO PROD. ,B ,Q,58.10,59.35,57.00,57.85,57.85,58.05,106,5618,325230.00,
500040,CENTURY TEXT,A ,Q,315.00,317.55,310.30,313.85,313.85,313.60,5843,222714,70001589.00,
500041,BANNARI AMAN,B ,Q,725.00,725.00,725.00,725.00,725.00,759.00,1,17,12325.00,
500042,BASF INDIA  ,B ,Q,646.10,654.50,642.90,645.95,646.00,649.30,170,1093,707453.00,
500043,BATA INDIA  ,A ,Q,1058.00,1085.00,1052.00,1068.15,1068.15,1056.55,1752,23156,24825726.00,
500046,BEST&CROMPT.,T ,Q,5.18,5.18,5.18,5.18,5.18,4.95,1,1,5.00,
500048,BEML LTD    ,B ,Q,236.00,238.85,235.25,236.70,236.70,235.45,907,28502,6750955.00,
500049,BHARAT ELECT,A ,Q,1028.35,1045.00,1011.10,1019.85,1019.85,1023.80,382,1602,1653132.00,
500051,BHAG GAS    ,T ,Q,0.92,0.92,0.92,0.92,0.92,0.96,7,11000,10120.00,
500052,BHANSALI ENG,B ,Q,13.34,13.34,13.01,13.01,13.01,13.34,5,466,6141.00,
500055,BHUSH STEEL ,A ,Q,480.25,483.00,479.10,480.35,480.05,480.55,406,35877,17263844.00,
500057,ABCIL       ,B ,Q,112.45,117.65,108.50,112.95,111.60,112.45,1201,12801,1463211.00,
500058,BIHAR SPONGE,T ,Q,2.37,2.38,2.37,2.37,2.37,2.49,11,1666,3953.00,
500059,BINANI IND. ,B ,Q,88.00,89.90,85.40,88.20,88.20,87.15,1343,31308,2750393.00,
500060,BIRLA ERIC. ,B ,Q,19.00,19.65,19.00,19.50,19.50,18.75,36,5145,100966.00,
500067,BLUE STAR   ,B ,Q,160.00,166.00,158.85,164.55,164.55,158.45,700,8594,1404747.00,
500068,DISA INDIA  ,B ,Q,3150.00,3200.00,3150.00,3200.00,3200.00,3150.00,8,50,159000.00,
500069,BNK CAPITAL ,B ,Q,22.60,22.60,20.70,20.70,20.70,21.70,4,614,13734.00,
500074,BPL LTD.    ,B ,Q,14.80,14.80,14.10,14.31,14.31,14.15,165,9385,134387.00,
500077,CABLE CORP. ,B ,Q,18.05,18.05,17.55,18.05,18.05,17.85,13,16254,293084.00,
500078,CAMPH.& ALL ,B ,Q,126.00,130.00,126.00,130.00,130.00,125.00,4,221,28610.00,
500083,CENTURY EXT ,T ,Q,0.82,0.82,0.82,0.82,0.82,0.85,1,1,0.00,
500084,CESC LTD.   ,A ,Q,466.05,470.90,463.05,464.60,464.60,465.85,953,20616,9623578.00,
500085,CHAMBAL FERT,B ,Q,40.50,41.20,40.05,40.85,40.85,40.10,1458,213082,8703066.00,
500086,EXIDE IND.  ,A ,Q,124.25,125.40,122.95,123.80,123.80,123.00,3692,327727,40785289.00,
500087,CIPLA LTD.  ,A ,Q,403.00,406.00,401.00,401.55,401.55,400.55,1853,71371,28796066.00,
500089,DIC INDIA   ,B ,Q,359.30,379.00,359.30,370.25,370.25,362.10,768,8156,3025616.00,
500092,CRISIL LTD  ,A ,Q,1191.00,1197.00,1171.85,1179.45,1179.45,1207.10,295,1087,1283100.00,
500093,CROMPT.GREAV,A ,Q,129.50,130.70,128.60,129.75,129.75,128.75,1462,125627,16314945.00,
500095,WYETH LTD.  ,B ,Q,795.00,800.00,788.00,790.45,790.45,787.35,145,917,724924.00,
500096,DABUR (I)   ,A ,Q,171.00,172.50,170.55,171.95,171.95,170.20,1173,38738,6656987.00,
500097,DALMIASUG   ,B ,Q,16.35,16.35,15.20,15.25,15.25,15.25,183,1341,21035.00,
500101,ARVIND Ltd  ,B ,Q,138.00,139.65,136.25,138.70,138.70,136.70,3865,322244,44644472.00,
500102,BALARPUR IND,B ,Q,13.12,13.39,13.10,13.21,13.21,13.17,1867,416463,5511880.00,
500103,BHEL        ,A ,Q,177.15,177.90,174.25,175.35,175.35,176.45,3742,278133,48963885.00,
500104,HIND.PETRO  ,A ,Q,236.50,242.35,236.50,239.45,239.45,237.20,1972,82311,19751686.00,
500106,IFCI LTD    ,A ,Q,25.80,26.30,25.80,26.05,26.05,25.65,2206,1094627,28495090.00,
500108,MAHA.TELE   ,B ,Q,14.80,15.40,14.63,15.13,15.13,14.57,2523,624809,9433564.00,
500109,MRPL        ,A ,Q,42.60,43.90,42.60,43.65,43.65,42.30,1436,156301,6805544.00,
500110,CHENNAI PET.,B ,Q,70.50,71.00,69.05,69.40,69.40,69.45,1273,63740,4462729.00,
500111,REL.CAP.    ,A ,Q,363.00,367.40,360.15,366.05,366.05,361.40,7562,355176,129494539.00,
500112,STATE BANK  ,A ,Q,1774.00,1774.00,1761.00,1765.30,1765.30,1765.50,6670,98601,174286981.00,
500113,STEEL AUTH. ,A ,Q,72.90,73.30,72.55,72.90,72.90,72.55,877,97647,7124275.00,
500114,TITAN       ,A ,Q,230.25,232.70,229.50,230.80,230.80,229.40,2296,119214,27579322.00,
500116,IDBI BANK L ,A ,Q,66.85,67.70,66.60,67.40,67.40,66.45,2487,275211,18506776.00,
500117,DCW LTD.    ,B ,Q,11.40,11.79,11.30,11.68,11.68,11.28,1006,217524,2534553.00,
500119,DHAMPUR SUGA,T ,Q,34.05,35.20,34.05,34.55,34.55,34.50,19,2795,96444.00,
500120,DIAMINES&CHM,B ,Q,23.00,23.00,22.00,22.00,22.00,22.00,6,2238,49543.00,
500123,ELANTAS     ,B ,Q,556.00,563.00,556.00,558.30,559.90,558.10,623,3007,1680339.00,
500124,DR.REDDY'S  ,A ,Q,2534.00,2545.00,2527.35,2536.05,2536.05,2533.05,365,4601,11667401.00,
500125,E.I.D.PAR   ,B ,Q,141.10,142.00,139.10,140.25,140.25,140.55,208,2548,357662.00,
500126,MERCK LTD   ,B ,Q,562.00,581.80,562.00,574.45,574.45,561.25,780,7495,4291947.00,
500128,ELEC.CASTING,B ,Q,15.15,15.40,14.85,15.05,15.05,14.90,313,152819,2323482.00,
500133,ESAB INDIA  ,B ,Q,455.00,465.80,455.00,459.90,456.05,461.40,54,176,80907.00,
500134,ESSAR OIL   ,A ,Q,54.40,55.00,54.15,54.30,54.30,54.50,1793,199632,10880506.00,
500135,ESSEL PROP  ,B ,Q,54.30,54.75,53.20,54.45,54.45,54.30,869,77465,4176351.00,
500136,ESTER INDUS.,B ,Q,13.50,13.90,13.30,13.62,13.70,13.46,202,44272,599435.00,
500139,FEDDER.LLYOD,B ,Q,34.15,35.25,33.90,34.65,34.65,34.05,617,38902,1347115.00,
500141,FERRO ALLOYS,B ,Q,5.45,6.20,5.45,5.85,5.89,5.82,260,23587,136517.00,
500142,FGP LTD.    ,B ,Q,1.76,1.77,1.73,1.77,1.77,1.80,3,316,555.00,
500144,FINOL. CABLE,B ,Q,83.25,84.30,81.70,82.05,82.05,82.60,1449,151321,12466792.00,
500145,FIRST LEASIN,B ,Q,10.27,10.70,10.07,10.36,10.36,10.27,176,21507,221687.00,
500147,CMI FPE     ,B ,Q,318.00,325.00,318.00,325.00,325.00,314.40,3,20,6465.00,
500148,UFLEX LTD   ,B ,Q,81.60,86.10,81.60,84.30,84.30,82.00,1944,123497,10451553.00,
500150,FOSECO INDIA,B ,Q,515.00,522.00,513.05,522.00,522.00,510.75,30,83,43092.00,
500151,GOLDEN TOB  ,T ,Q,20.45,20.45,20.45,20.45,20.45,19.50,2,41,838.00,
500153,GANESH BENZO,B ,Q,5.25,5.25,5.23,5.23,5.23,5.50,10,10350,54192.00,
500155,GARDEN SILK ,B ,Q,38.05,38.80,37.25,37.50,37.50,37.90,35,1423,54067.00,
500159,METROGLOBL  ,B ,Q,32.95,33.00,32.95,33.00,33.00,33.00,5,250,8242.00,
500160,GTL LTD.    ,B ,Q,20.05,20.05,18.30,18.95,18.95,19.67,3916,628762,11951773.00,
500162,PARRYSUGR   ,B ,Q,17.80,18.65,17.10,18.65,18.65,17.80,14,297,5248.00,
500163,GODFREY PH  ,B ,Q,2595.00,2725.00,2587.05,2707.90,2725.00,2607.60,111,206,550259.00,
500164,GODREJ IND  ,A ,Q,278.15,281.75,277.55,278.65,278.65,276.60,843,28118,7867412.00,
500165,KANSAI NERO ,B ,Q,1144.95,1157.00,1135.00,1143.05,1140.00,1164.95,134,417,478051.00,
500166,GOODRICKE   ,B ,Q,152.00,152.00,148.20,149.65,148.50,151.00,413,11380,1704634.00,
500168,GOODYEAR (I),B ,Q,372.95,375.30,370.00,372.95,374.00,370.15,95,1347,501342.00,
500170,GTN INDUS   ,T ,Q,9.24,9.24,9.24,9.24,9.24,8.80,6,900,8316.00,
500171,GHCL LTD    ,B ,Q,34.25,34.55,34.05,34.30,34.30,34.10,254,15560,533840.00,
500173,GUJ.FLOURO  ,B ,Q,240.00,258.00,236.50,252.50,252.50,236.60,3077,93734,23599570.00,
500174,GUJ.LEASE   ,B ,Q,1.63,1.63,1.56,1.63,1.63,1.56,7,3878,6251.00,
500179,HCL INFOSYS ,B ,Q,21.30,22.30,21.10,21.90,21.90,21.00,1852,381408,8305839.00,
500180,HDFC BANK   ,A ,Q,666.75,670.00,662.60,665.05,665.05,665.75,1297,53254,35464949.00,
500182,HEROMOTOCO  ,A ,Q,2080.00,2099.85,2065.15,2086.05,2086.05,2074.80,1453,18772,39229210.00,
500183,HIMACHAL FUT,B ,Q,8.59,9.40,8.35,9.17,9.17,8.28,7740,3211925,29033531.00,
500184,HIMADRI CHEM,B ,Q,18.30,19.00,18.25,18.90,18.95,18.40,43,3243,60628.00,
500185,HIND.CONSTN.,B ,Q,14.85,16.20,14.85,15.95,15.95,15.01,3027,1063487,16778519.00,
500186,HIND.OIL EXP,B ,Q,40.85,40.85,39.75,40.50,40.50,40.15,889,88213,3555809.00,
500187,HSIL        ,B ,Q,106.60,107.80,105.00,105.90,105.90,104.50,239,8311,882178.00,
500188,HINDUS.ZI   ,A ,Q,133.70,134.55,131.80,131.90,131.90,132.45,1348,94116,12491485.00,
500189,HINDUJA VENT,B ,Q,313.00,313.00,307.10,308.50,308.50,308.65,914,17181,5321300.00,
500191,HMT LTD.    ,B ,Q,29.30,29.80,29.10,29.45,29.45,29.20,353,28154,830143.00,
500192,PRAG BOSIMI ,T ,Q,3.40,3.46,3.40,3.46,3.46,3.30,3,1400,4784.00,
500193,HOTEL LEELA.,B ,Q,17.45,18.20,17.00,17.65,17.65,17.37,1450,290279,5135612.00,
500199,I.G.PETRO   ,B ,Q,23.75,24.50,23.20,24.00,24.00,23.65,113,3930,93165.00,
500201,IND.GLYCOLS ,B ,Q,103.50,107.15,103.00,104.65,104.65,102.10,967,42225,4456435.00,
500207,INDO RAMA   ,B ,Q,19.00,19.50,18.25,19.00,19.00,18.75,697,64912,1229917.00,
